Total,Orthogroup,Cnat_Orthofinder_input,Mcav_coral_only_denovo,Ofav_coral_only_denovo,Past_longest_proteome,Ssid_longest_proteome
8,OG0003194,2,1,1,3,1
8,OG0003196,2,2,1,1,2
8,OG0003199,3,2,1,1,1
8,OG0003200,1,2,3,1,1
8,OG0003202,1,1,1,4,1
8,OG0003203,1,3,1,2,1
8,OG0003205,1,2,1,3,1
8,OG0003207,1,2,2,1,2
8,OG0003209,2,1,1,3,1
8,OG0003211,1,2,1,3,1
8,OG0003214,3,1,1,2,1
8,OG0003215,1,3,1,2,1
8,OG0003216,2,3,1,1,1
8,OG0003217,2,2,1,1,2
8,OG0003219,3,1,2,1,1
8,OG0003220,1,3,2,1,1
8,OG0003221,1,4,1,1,1
8,OG0003222,3,1,2,1,1
8,OG0003223,1,2,3,1,1
8,OG0003226,1,1,1,4,1
8,OG0003229,2,2,1,2,1
8,OG0003230,2,2,1,1,2
8,OG0003231,2,1,1,2,2
8,OG0003234,1,1,2,2,2
8,OG0003235,1,1,3,1,2
8,OG0003236,1,2,3,1,1
8,OG0003237,2,1,2,1,2
8,OG0003239,2,2,2,1,1
8,OG0003240,2,1,1,3,1
8,OG0003241,2,2,2,1,1
8,OG0003243,3,1,2,1,1
8,OG0003244,3,2,1,1,1
8,OG0003246,2,3,1,1,1
8,OG0003247,3,1,1,1,2
8,OG0003249,1,2,2,1,2
8,OG0003250,1,3,2,1,1
8,OG0003251,1,2,2,2,1
8,OG0003252,1,3,1,2,1
8,OG0003253,2,2,1,1,2
8,OG0003255,1,3,1,1,2
8,OG0003256,3,1,1,1,2
8,OG0003257,1,2,1,1,3
8,OG0003258,2,2,2,1,1
8,OG0003260,2,2,1,2,1
8,OG0003262,2,1,1,1,3
8,OG0003266,2,2,1,2,1
8,OG0003270,3,2,1,1,1
8,OG0003272,2,2,1,2,1
8,OG0003273,2,2,1,1,2
8,OG0003274,2,2,2,1,1
8,OG0003275,1,1,1,4,1
8,OG0003276,1,2,3,1,1
8,OG0003277,1,3,1,2,1
8,OG0003278,2,2,2,1,1
8,OG0003279,1,2,2,1,2
8,OG0003280,3,1,1,1,2
8,OG0003281,2,1,1,2,2
8,OG0003282,1,4,1,1,1
8,OG0003283,2,2,2,1,1
8,OG0003284,1,2,2,2,1
8,OG0003285,1,1,2,1,3
8,OG0003286,1,2,2,2,1
8,OG0003287,1,2,2,2,1
8,OG0003288,1,2,3,1,1
8,OG0003289,1,3,1,1,2
8,OG0003290,1,2,2,2,1
8,OG0003292,1,2,1,3,1
8,OG0003294,1,3,2,1,1
8,OG0003295,3,1,1,2,1
8,OG0003296,1,2,2,1,2
8,OG0003298,1,1,2,3,1
8,OG0003300,2,1,2,2,1
8,OG0003301,1,2,1,2,2
8,OG0003303,2,1,1,2,2
8,OG0003304,1,2,2,1,2
8,OG0003305,1,2,1,2,2
8,OG0003307,2,2,2,1,1
8,OG0003309,2,1,1,1,3
8,OG0003310,2,1,2,1,2
8,OG0003312,3,1,1,2,1
8,OG0003317,1,2,1,1,3
8,OG0003318,3,1,1,2,1
8,OG0003319,1,3,2,1,1
8,OG0003325,3,1,1,2,1
8,OG0003327,3,1,1,1,2
8,OG0003328,1,1,2,2,2
8,OG0003332,1,2,2,2,1
8,OG0003333,1,2,2,1,2
8,OG0003335,1,1,1,4,1
8,OG0003336,1,2,2,2,1
8,OG0003338,2,1,2,1,2
8,OG0003339,2,2,1,2,1
8,OG0003340,3,1,1,1,2
8,OG0003343,2,1,1,2,2
8,OG0003345,1,1,3,1,2
8,OG0003347,2,2,2,1,1
8,OG0003348,3,1,1,2,1
8,OG0003349,2,1,2,2,1
8,OG0003350,1,2,2,2,1
8,OG0003351,1,2,2,1,2
8,OG0003352,1,2,1,2,2
8,OG0003353,2,2,1,2,1
8,OG0003354,1,2,2,2,1
8,OG0003355,3,1,2,1,1
8,OG0003360,2,2,1,1,2
8,OG0003361,2,2,2,1,1
8,OG0003362,1,1,1,3,2
8,OG0003363,2,2,2,1,1
8,OG0003364,2,2,2,1,1
8,OG0003365,1,2,2,2,1
8,OG0003366,4,1,1,1,1
8,OG0003367,1,2,3,1,1
8,OG0003368,2,1,2,2,1
8,OG0003370,2,2,1,2,1
8,OG0003371,1,1,1,3,2
8,OG0003373,2,1,1,3,1
8,OG0003375,3,2,1,1,1
8,OG0003376,2,3,1,1,1
8,OG0003377,2,2,1,2,1
8,OG0003378,2,1,2,2,1
8,OG0003379,3,2,1,1,1
8,OG0003380,1,3,1,1,2
8,OG0003382,1,2,2,1,2
8,OG0003384,2,1,2,1,2
8,OG0003386,2,2,2,1,1
8,OG0003387,2,2,1,1,2
8,OG0003388,2,1,2,2,1
8,OG0003389,2,1,1,2,2
8,OG0003390,3,1,1,2,1
8,OG0003394,2,1,2,1,2
8,OG0003396,2,2,2,1,1
8,OG0003397,4,1,1,1,1
8,OG0003398,1,2,1,2,2
8,OG0003399,1,2,1,2,2
8,OG0003400,2,2,1,2,1
8,OG0003401,2,1,1,2,2
8,OG0003402,1,1,1,4,1
8,OG0003403,3,2,1,1,1
8,OG0003404,1,1,2,2,2
8,OG0003405,1,2,2,1,2
8,OG0003407,4,1,1,1,1
8,OG0003408,1,1,1,2,3
8,OG0003409,3,1,1,2,1
8,OG0003410,2,2,1,2,1
8,OG0003411,2,1,1,2,2
8,OG0003413,4,1,1,1,1
8,OG0003417,1,2,1,3,1
8,OG0003418,2,1,2,1,2
8,OG0003419,2,2,1,1,2
8,OG0003423,1,1,2,2,2
8,OG0003424,1,4,1,1,1
8,OG0003425,1,1,3,2,1
8,OG0003426,1,1,3,2,1
8,OG0003427,1,2,1,2,2
8,OG0003428,2,2,1,1,2
8,OG0003429,1,1,1,2,3
8,OG0003431,1,2,1,2,2
8,OG0003432,1,2,1,2,2
8,OG0003433,1,1,2,1,3
8,OG0003434,2,2,1,1,2
8,OG0003435,2,1,1,3,1
8,OG0003436,1,1,1,3,2
8,OG0003437,3,1,2,1,1
8,OG0003439,1,2,1,2,2
8,OG0003441,2,1,2,1,2
8,OG0003443,2,2,1,2,1
8,OG0003444,1,3,1,2,1
8,OG0003445,3,1,2,1,1
8,OG0003446,1,1,1,2,3
8,OG0003447,3,1,1,1,2
8,OG0003448,1,1,3,2,1
8,OG0003449,1,1,2,3,1
8,OG0003450,1,1,2,2,2
8,OG0003451,1,1,2,2,2
8,OG0003452,2,1,1,2,2
8,OG0003453,1,2,2,2,1
8,OG0003454,2,1,1,2,2
8,OG0003455,1,1,2,2,2
8,OG0003457,1,2,1,2,2
8,OG0003458,2,1,2,1,2
8,OG0003459,1,2,2,2,1
8,OG0003460,1,2,2,2,1
8,OG0003463,2,2,1,2,1
8,OG0003464,1,2,2,2,1
8,OG0003465,1,1,1,3,2
8,OG0003466,1,2,2,2,1
8,OG0003467,1,1,1,3,2
8,OG0003468,3,1,1,1,2
8,OG0003469,1,2,2,1,2
8,OG0003470,1,1,1,2,3
8,OG0003471,1,3,2,1,1
8,OG0003474,2,1,1,1,3
8,OG0003475,1,1,3,2,1
8,OG0003476,1,2,2,1,2
8,OG0003477,1,2,2,2,1
8,OG0003479,1,1,3,2,1
8,OG0003481,1,2,2,2,1
8,OG0003482,1,1,2,2,2
8,OG0003487,3,1,1,1,2
8,OG0003488,1,1,1,4,1
8,OG0003490,1,2,2,2,1
8,OG0003492,1,1,2,2,2
8,OG0003494,1,3,2,1,1
8,OG0003495,2,2,2,1,1
8,OG0003497,1,1,2,2,2
8,OG0003498,2,3,1,1,1
8,OG0003499,1,3,2,1,1
8,OG0003500,2,2,1,2,1
8,OG0003501,1,1,2,3,1
8,OG0003506,1,1,1,4,1
8,OG0003507,1,1,1,4,1
8,OG0003512,2,1,2,1,2
8,OG0003530,1,2,1,3,1
7,OG0003636,3,1,1,1,1
7,OG0003644,1,1,2,2,1
7,OG0003647,2,1,2,1,1
7,OG0003649,1,2,2,1,1
7,OG0003651,3,1,1,1,1
7,OG0003660,2,1,1,1,2
7,OG0003663,1,2,1,1,2
7,OG0003667,1,1,1,1,3
7,OG0003676,1,2,2,1,1
7,OG0003683,2,1,1,2,1
7,OG0003684,1,3,1,1,1
7,OG0003685,3,1,1,1,1
7,OG0003696,2,1,1,2,1
7,OG0003700,2,1,2,1,1
7,OG0003702,3,1,1,1,1
7,OG0003703,3,1,1,1,1
7,OG0003704,1,3,1,1,1
7,OG0003705,2,1,2,1,1
7,OG0003707,2,1,1,2,1
7,OG0003720,1,2,1,2,1
7,OG0003725,1,2,2,1,1
7,OG0003728,1,1,1,3,1
7,OG0003731,2,1,1,2,1
7,OG0003732,1,1,3,1,1
7,OG0003733,1,1,2,1,2
7,OG0003746,2,1,1,1,2
7,OG0003747,1,2,1,1,2
7,OG0003751,3,1,1,1,1
7,OG0003755,1,2,2,1,1
7,OG0003757,2,2,1,1,1
7,OG0003766,2,2,1,1,1
7,OG0003767,2,1,1,2,1
7,OG0003768,2,1,1,1,2
7,OG0003769,1,1,2,2,1
7,OG0003770,3,1,1,1,1
7,OG0003773,3,1,1,1,1
7,OG0003774,3,1,1,1,1
7,OG0003779,2,1,1,1,2
7,OG0003788,1,1,1,3,1
7,OG0003790,1,1,1,3,1
7,OG0003792,3,1,1,1,1
7,OG0003794,2,1,1,2,1
7,OG0003800,1,1,1,1,3
7,OG0003802,2,1,1,2,1
7,OG0003804,2,1,2,1,1
7,OG0003810,2,1,1,2,1
7,OG0003816,2,1,2,1,1
7,OG0003819,1,2,1,2,1
7,OG0003826,2,1,2,1,1
7,OG0003830,3,1,1,1,1
7,OG0003831,2,1,1,1,2
7,OG0003832,2,1,1,1,2
7,OG0003834,3,1,1,1,1
7,OG0003835,2,1,1,1,2
7,OG0003840,2,1,1,2,1
7,OG0003842,3,1,1,1,1
7,OG0003844,1,1,2,2,1
7,OG0003845,2,1,1,2,1
7,OG0003847,3,1,1,1,1
7,OG0003848,2,1,2,1,1
7,OG0003850,3,1,1,1,1
7,OG0003853,2,1,2,1,1
7,OG0003856,2,1,1,1,2
7,OG0003857,1,2,2,1,1
7,OG0003864,2,1,1,2,1
7,OG0003870,3,1,1,1,1
7,OG0003875,2,1,2,1,1
7,OG0003879,3,1,1,1,1
7,OG0003887,2,2,1,1,1
7,OG0003893,3,1,1,1,1
7,OG0003895,3,1,1,1,1
7,OG0003897,2,1,1,1,2
7,OG0003898,3,1,1,1,1
7,OG0003899,3,1,1,1,1
7,OG0003901,3,1,1,1,1
7,OG0003904,2,1,1,1,2
7,OG0003907,2,1,2,1,1
7,OG0003909,1,2,2,1,1
7,OG0003917,1,2,2,1,1
7,OG0003921,2,1,2,1,1
7,OG0003922,2,1,1,2,1
7,OG0003925,2,2,1,1,1
7,OG0003927,2,2,1,1,1
7,OG0003928,2,1,2,1,1
7,OG0003932,2,1,1,1,2
7,OG0003935,1,1,3,1,1
7,OG0003939,1,2,2,1,1
7,OG0003942,2,1,2,1,1
7,OG0003944,3,1,1,1,1
7,OG0003945,2,1,1,2,1
7,OG0003946,3,1,1,1,1
7,OG0003956,3,1,1,1,1
7,OG0003958,1,2,2,1,1
7,OG0003959,2,1,2,1,1
7,OG0003964,3,1,1,1,1
7,OG0003971,2,2,1,1,1
7,OG0003973,2,1,2,1,1
7,OG0003974,1,2,1,1,2
7,OG0003976,1,2,2,1,1
7,OG0003981,2,1,1,2,1
7,OG0003991,2,1,1,1,2
7,OG0003997,1,2,2,1,1
7,OG0004001,2,1,1,2,1
7,OG0004012,2,2,1,1,1
7,OG0004014,2,1,1,1,2
7,OG0004020,1,1,1,2,2
7,OG0004034,3,1,1,1,1
7,OG0004035,2,1,1,2,1
7,OG0004047,2,1,1,1,2
7,OG0004055,3,1,1,1,1
7,OG0004058,2,1,2,1,1
7,OG0004059,1,1,1,1,3
7,OG0004061,3,1,1,1,1
7,OG0004068,2,2,1,1,1
7,OG0004090,1,1,2,2,1
7,OG0004091,3,1,1,1,1
7,OG0004095,2,1,1,2,1
7,OG0004097,2,1,2,1,1
7,OG0004098,1,2,2,1,1
7,OG0004101,2,1,1,2,1
7,OG0004110,2,1,2,1,1
7,OG0004112,1,1,2,2,1
7,OG0004114,3,1,1,1,1
7,OG0004117,1,1,1,1,3
7,OG0004118,1,1,1,3,1
7,OG0004122,2,1,1,2,1
7,OG0004123,1,3,1,1,1
7,OG0004126,3,1,1,1,1
7,OG0004129,1,2,2,1,1
7,OG0004130,2,2,1,1,1
7,OG0004132,1,1,2,2,1
7,OG0004137,1,2,2,1,1
7,OG0004138,2,2,1,1,1
7,OG0004141,1,2,2,1,1
7,OG0004142,2,1,1,1,2
7,OG0004144,2,2,1,1,1
7,OG0004147,2,2,1,1,1
7,OG0004151,2,1,1,2,1
7,OG0004154,2,1,1,2,1
7,OG0004156,2,1,1,1,2
7,OG0004160,3,1,1,1,1
7,OG0004170,2,2,1,1,1
7,OG0004172,3,1,1,1,1
7,OG0004174,2,1,1,1,2
7,OG0004183,2,1,1,1,2
7,OG0004184,3,1,1,1,1
7,OG0004185,1,1,2,2,1
7,OG0004186,1,2,2,1,1
7,OG0004193,1,2,2,1,1
7,OG0004194,1,1,1,2,2
7,OG0004195,3,1,1,1,1
7,OG0004197,2,1,1,2,1
7,OG0004203,1,1,2,1,2
7,OG0004205,1,1,1,2,2
7,OG0004206,3,1,1,1,1
7,OG0004213,2,1,1,1,2
7,OG0004215,3,1,1,1,1
7,OG0004219,2,1,1,2,1
7,OG0004221,2,1,2,1,1
7,OG0004224,2,1,1,2,1
7,OG0004228,3,1,1,1,1
7,OG0004230,2,1,1,2,1
7,OG0004231,1,1,1,3,1
7,OG0004232,2,1,2,1,1
7,OG0004233,2,2,1,1,1
7,OG0004235,2,1,1,2,1
7,OG0004238,1,2,1,2,1
7,OG0004239,2,1,1,1,2
7,OG0004242,2,2,1,1,1
7,OG0004244,2,1,1,2,1
7,OG0004245,1,2,2,1,1
7,OG0004248,1,2,2,1,1
7,OG0004249,2,1,1,1,2
7,OG0004250,1,1,1,3,1
7,OG0004251,1,2,2,1,1
7,OG0004253,2,1,1,2,1
7,OG0004259,1,2,1,2,1
7,OG0004262,1,1,1,3,1
7,OG0004265,2,2,1,1,1
7,OG0004266,2,1,1,2,1
7,OG0004273,2,2,1,1,1
7,OG0004274,2,2,1,1,1
7,OG0004275,2,1,1,2,1
7,OG0004277,2,2,1,1,1
7,OG0004278,1,1,1,1,3
7,OG0004279,2,1,1,2,1
7,OG0004288,2,2,1,1,1
7,OG0004290,1,1,2,2,1
7,OG0004295,2,1,2,1,1
7,OG0004300,3,1,1,1,1
7,OG0004304,1,1,2,2,1
7,OG0004305,2,2,1,1,1
7,OG0004309,2,1,2,1,1
7,OG0004310,1,2,2,1,1
7,OG0004312,2,2,1,1,1
7,OG0004314,2,1,1,1,2
7,OG0004317,1,2,2,1,1
7,OG0004318,1,2,2,1,1
7,OG0004319,2,2,1,1,1
7,OG0004322,1,1,1,3,1
7,OG0004324,2,2,1,1,1
7,OG0004325,2,1,1,1,2
7,OG0004326,1,1,3,1,1
7,OG0004327,1,2,1,2,1
7,OG0004329,2,1,2,1,1
7,OG0004330,1,1,2,2,1
7,OG0004334,2,1,1,2,1
7,OG0004337,1,1,1,2,2
7,OG0004338,1,1,2,2,1
7,OG0004339,1,2,1,2,1
7,OG0004340,2,1,1,1,2
7,OG0004342,2,1,1,1,2
7,OG0004343,1,2,2,1,1
7,OG0004345,3,1,1,1,1
7,OG0004346,1,1,1,2,2
7,OG0004351,2,1,1,1,2
7,OG0004355,3,1,1,1,1
7,OG0004356,2,1,2,1,1
7,OG0004358,2,1,1,1,2
7,OG0004359,2,2,1,1,1
7,OG0004361,1,1,1,2,2
7,OG0004362,1,2,1,2,1
7,OG0004363,2,2,1,1,1
7,OG0004365,1,1,3,1,1
7,OG0004366,1,3,1,1,1
7,OG0004368,2,1,1,2,1
7,OG0004369,1,1,1,2,2
7,OG0004371,2,1,1,1,2
7,OG0004372,1,2,1,2,1
7,OG0004373,1,3,1,1,1
7,OG0004374,2,1,1,2,1
7,OG0004375,3,1,1,1,1
7,OG0004376,1,2,2,1,1
7,OG0004377,2,2,1,1,1
7,OG0004378,2,1,1,2,1
7,OG0004380,2,2,1,1,1
7,OG0004383,1,2,1,2,1
7,OG0004384,2,1,1,2,1
7,OG0004385,1,2,1,1,2
7,OG0004388,2,1,1,2,1
7,OG0004389,2,1,1,2,1
7,OG0004390,2,1,1,2,1
7,OG0004392,2,1,1,2,1
7,OG0004394,1,1,1,2,2
7,OG0004395,1,2,2,1,1
7,OG0004396,2,1,1,2,1
7,OG0004397,1,1,1,2,2
7,OG0004398,3,1,1,1,1
7,OG0004400,2,1,1,1,2
7,OG0004401,1,2,2,1,1
7,OG0004404,1,2,2,1,1
7,OG0004406,1,2,1,1,2
7,OG0004408,1,1,3,1,1
7,OG0004409,1,1,1,3,1
7,OG0004410,1,2,1,2,1
7,OG0004411,3,1,1,1,1
7,OG0004412,1,1,2,1,2
7,OG0004414,1,2,1,2,1
7,OG0004415,1,2,2,1,1
7,OG0004416,2,1,1,2,1
7,OG0004418,1,1,1,2,2
7,OG0004420,2,1,1,2,1
7,OG0004424,2,2,1,1,1
7,OG0004427,2,1,1,2,1
7,OG0004428,1,2,2,1,1
7,OG0004429,2,2,1,1,1
7,OG0004430,1,1,2,1,2
7,OG0004431,1,2,1,2,1
7,OG0004432,1,2,1,2,1
7,OG0004434,1,2,1,2,1
7,OG0004435,1,2,1,2,1
7,OG0004436,1,2,2,1,1
7,OG0004439,2,2,1,1,1
7,OG0004440,2,1,1,2,1
7,OG0004441,1,2,1,1,2
7,OG0004442,2,1,1,2,1
7,OG0004444,1,1,1,2,2
7,OG0004445,2,1,1,2,1
7,OG0004447,2,1,1,2,1
7,OG0004448,1,1,1,3,1
7,OG0004449,2,1,1,2,1
7,OG0004453,1,1,1,3,1
7,OG0004455,1,2,1,1,2
7,OG0004456,1,1,1,2,2
7,OG0004458,2,1,1,2,1
7,OG0004459,1,1,3,1,1
7,OG0004461,1,1,1,2,2
7,OG0004462,1,2,2,1,1
7,OG0004464,1,3,1,1,1
7,OG0004466,1,1,1,3,1
7,OG0004468,1,2,1,1,2
7,OG0004469,2,1,1,1,2
7,OG0004472,1,2,2,1,1
7,OG0004473,1,2,1,2,1
7,OG0004474,1,1,1,3,1
7,OG0004477,1,3,1,1,1
7,OG0004482,1,1,2,1,2
7,OG0004483,1,1,2,2,1
7,OG0004489,3,1,1,1,1
7,OG0004490,1,2,1,2,1
7,OG0004491,2,1,1,1,2
7,OG0004492,2,1,1,1,2
7,OG0004493,2,1,1,2,1
7,OG0004494,1,1,1,2,2
7,OG0004501,3,1,1,1,1
7,OG0004502,1,1,1,3,1
7,OG0004505,2,1,1,1,2
7,OG0004508,3,1,1,1,1
7,OG0004509,1,3,1,1,1
7,OG0004510,2,2,1,1,1
7,OG0004511,1,2,1,1,2
7,OG0004514,2,1,1,2,1
7,OG0004516,2,1,2,1,1
7,OG0004517,1,3,1,1,1
7,OG0004518,1,2,1,1,2
7,OG0004519,2,1,2,1,1
7,OG0004521,2,2,1,1,1
7,OG0004522,1,2,1,2,1
7,OG0004523,1,1,2,2,1
7,OG0004524,2,1,1,2,1
7,OG0004525,1,1,1,2,2
7,OG0004526,2,2,1,1,1
7,OG0004527,1,1,2,1,2
7,OG0004529,1,1,1,2,2
7,OG0004530,2,1,1,1,2
7,OG0004532,2,1,1,1,2
7,OG0004535,2,1,1,2,1
7,OG0004536,2,2,1,1,1
7,OG0004537,2,1,1,2,1
7,OG0004538,2,2,1,1,1
7,OG0004539,2,1,1,1,2
7,OG0004540,1,1,2,1,2
7,OG0004541,2,1,1,1,2
7,OG0004542,2,2,1,1,1
7,OG0004543,1,1,1,2,2
7,OG0004545,2,1,1,2,1
7,OG0004548,2,1,1,1,2
7,OG0004549,2,1,1,2,1
7,OG0004552,2,2,1,1,1
7,OG0004556,2,1,1,2,1
7,OG0004557,2,1,2,1,1
7,OG0004559,1,1,2,2,1
7,OG0004560,2,1,2,1,1
7,OG0004561,1,1,2,1,2
7,OG0004562,2,1,1,2,1
7,OG0004566,1,1,1,3,1
7,OG0004567,2,2,1,1,1
7,OG0004570,1,1,3,1,1
7,OG0004572,1,2,2,1,1
7,OG0004573,1,3,1,1,1
7,OG0004574,2,1,1,1,2
7,OG0004576,2,2,1,1,1
7,OG0004577,1,1,2,1,2
7,OG0004579,2,2,1,1,1
7,OG0004580,1,1,2,1,2
7,OG0004581,2,1,2,1,1
7,OG0004583,1,2,1,1,2
7,OG0004584,2,2,1,1,1
7,OG0004585,2,2,1,1,1
7,OG0004586,1,2,1,2,1
7,OG0004589,1,1,1,3,1
7,OG0004590,3,1,1,1,1
7,OG0004592,1,2,2,1,1
7,OG0004593,3,1,1,1,1
7,OG0004595,3,1,1,1,1
7,OG0004597,2,1,1,1,2
7,OG0004599,3,1,1,1,1
7,OG0004600,2,1,1,1,2
7,OG0004601,1,1,2,2,1
7,OG0004604,1,1,2,2,1
7,OG0004605,1,2,1,1,2
7,OG0004606,1,1,1,1,3
7,OG0004608,2,1,1,1,2
7,OG0004609,3,1,1,1,1
7,OG0004610,2,1,2,1,1
7,OG0004611,2,2,1,1,1
7,OG0004612,2,2,1,1,1
7,OG0004613,1,2,2,1,1
7,OG0004614,1,1,2,2,1
7,OG0004618,1,2,1,1,2
7,OG0004619,1,2,2,1,1
7,OG0004620,1,1,1,2,2
7,OG0004622,1,1,1,3,1
7,OG0004623,2,1,1,2,1
7,OG0004624,1,2,1,1,2
7,OG0004626,2,2,1,1,1
7,OG0004627,2,1,2,1,1
7,OG0004628,1,2,2,1,1
7,OG0004629,1,1,1,3,1
7,OG0004630,1,2,1,2,1
7,OG0004631,2,1,1,1,2
7,OG0004632,2,1,1,2,1
7,OG0004633,2,1,2,1,1
7,OG0004634,1,1,3,1,1
7,OG0004635,1,1,1,2,2
7,OG0004636,2,2,1,1,1
7,OG0004638,2,2,1,1,1
7,OG0004639,1,2,1,2,1
7,OG0004641,1,3,1,1,1
7,OG0004642,1,1,1,2,2
7,OG0004643,2,1,1,1,2
7,OG0004644,2,1,2,1,1
7,OG0004645,2,1,2,1,1
7,OG0004646,1,1,1,1,3
7,OG0004647,2,1,1,2,1
7,OG0004648,1,2,2,1,1
7,OG0004649,2,1,1,1,2
7,OG0004650,1,1,1,2,2
7,OG0004651,2,1,2,1,1
7,OG0004652,2,1,1,1,2
7,OG0004653,1,2,2,1,1
7,OG0004657,2,1,1,1,2
7,OG0004659,1,1,2,2,1
7,OG0004660,1,2,2,1,1
7,OG0004665,1,1,2,1,2
7,OG0004666,3,1,1,1,1
7,OG0004668,1,1,1,2,2
7,OG0004670,1,2,1,1,2
7,OG0004671,1,3,1,1,1
7,OG0004672,1,2,1,1,2
7,OG0004673,1,2,2,1,1
7,OG0004674,1,2,2,1,1
7,OG0004675,1,1,1,2,2
7,OG0004676,2,1,2,1,1
7,OG0004677,1,1,2,2,1
7,OG0004678,1,1,2,2,1
7,OG0004679,2,1,2,1,1
7,OG0004680,1,2,2,1,1
7,OG0004681,2,2,1,1,1
7,OG0004683,2,2,1,1,1
7,OG0004686,2,1,1,1,2
7,OG0004687,2,1,2,1,1
7,OG0004688,1,1,2,1,2
7,OG0004691,1,1,2,2,1
7,OG0004692,1,1,3,1,1
7,OG0004693,2,1,1,2,1
7,OG0004694,1,2,1,2,1
7,OG0004695,1,1,1,1,3
7,OG0004696,1,2,1,1,2
7,OG0004697,1,1,1,2,2
7,OG0004698,1,2,1,1,2
7,OG0004700,1,2,2,1,1
7,OG0004701,1,1,3,1,1
7,OG0004702,1,2,1,2,1
7,OG0004703,1,1,2,2,1
7,OG0004704,1,2,1,1,2
7,OG0004705,1,1,1,3,1
7,OG0004706,2,1,1,1,2
7,OG0004708,1,1,1,2,2
7,OG0004709,2,2,1,1,1
7,OG0004710,2,2,1,1,1
7,OG0004711,1,2,2,1,1
7,OG0004712,1,2,1,1,2
7,OG0004713,1,2,2,1,1
7,OG0004714,2,1,2,1,1
7,OG0004715,1,1,1,2,2
7,OG0004716,1,2,1,2,1
7,OG0004717,1,1,2,1,2
7,OG0004718,1,2,2,1,1
7,OG0004719,2,2,1,1,1
7,OG0004720,2,2,1,1,1
7,OG0004721,1,1,2,1,2
7,OG0004722,1,1,3,1,1
7,OG0004724,1,1,2,1,2
7,OG0004726,1,2,2,1,1
7,OG0004727,1,2,2,1,1
7,OG0004728,1,2,2,1,1
7,OG0004731,1,2,1,2,1
7,OG0004734,2,1,1,2,1
7,OG0004735,1,2,1,2,1
7,OG0004736,2,1,1,1,2
7,OG0004737,1,1,2,2,1
7,OG0004738,2,1,1,1,2
7,OG0004739,2,1,1,1,2
7,OG0004740,1,3,1,1,1
7,OG0004741,2,1,1,1,2
7,OG0004742,1,1,3,1,1
7,OG0004743,1,2,1,1,2
7,OG0004744,1,1,1,3,1
7,OG0004746,2,1,1,1,2
7,OG0004747,2,1,1,1,2
7,OG0004748,1,2,2,1,1
7,OG0004749,2,1,1,2,1
7,OG0004750,1,1,1,1,3
7,OG0004751,2,1,1,2,1
7,OG0004752,2,1,1,2,1
7,OG0004753,2,1,1,1,2
7,OG0004754,2,1,1,1,2
7,OG0004755,1,1,1,3,1
7,OG0004756,1,1,2,1,2
7,OG0004757,1,2,1,1,2
7,OG0004759,2,1,1,2,1
7,OG0004760,1,1,2,1,2
7,OG0004761,1,1,1,2,2
7,OG0004763,2,2,1,1,1
7,OG0004764,2,1,1,1,2
7,OG0004766,2,1,1,1,2
7,OG0004767,1,1,2,1,2
7,OG0004769,1,2,1,2,1
7,OG0004771,1,1,1,3,1
7,OG0004772,2,2,1,1,1
7,OG0004775,1,1,1,3,1
7,OG0004776,3,1,1,1,1
7,OG0004777,2,1,1,1,2
7,OG0004778,2,2,1,1,1
7,OG0004779,1,1,1,3,1
7,OG0004781,2,2,1,1,1
7,OG0004783,1,3,1,1,1
7,OG0004784,1,1,2,2,1
7,OG0004785,1,1,1,3,1
7,OG0004786,1,2,2,1,1
7,OG0004788,1,2,2,1,1
7,OG0004790,1,1,2,2,1
7,OG0004791,2,1,1,2,1
7,OG0004792,1,1,1,1,3
7,OG0004793,1,2,2,1,1
7,OG0004795,1,2,1,2,1
7,OG0004797,2,1,1,1,2
7,OG0004799,1,1,2,2,1
7,OG0004800,1,2,1,2,1
7,OG0004801,1,2,1,2,1
7,OG0004803,2,1,1,2,1
7,OG0004804,1,1,2,1,2
7,OG0004805,2,1,1,1,2
7,OG0004806,1,1,1,2,2
7,OG0004807,2,1,2,1,1
7,OG0004808,1,1,2,2,1
7,OG0004809,1,1,1,2,2
7,OG0004810,1,1,1,2,2
7,OG0004811,2,1,1,1,2
7,OG0004813,1,1,1,3,1
7,OG0004815,2,2,1,1,1
7,OG0004816,1,1,1,2,2
7,OG0004817,1,1,1,2,2
7,OG0004818,1,1,2,1,2
7,OG0004819,1,3,1,1,1
7,OG0004820,1,1,1,3,1
7,OG0004821,1,1,2,1,2
7,OG0004822,2,1,1,1,2
7,OG0004823,1,1,1,2,2
7,OG0004824,1,2,1,1,2
7,OG0004825,1,2,2,1,1
7,OG0004826,1,1,3,1,1
7,OG0004827,1,1,2,1,2
7,OG0004828,2,1,2,1,1
7,OG0004829,2,1,2,1,1
7,OG0004831,1,2,1,2,1
7,OG0004833,1,1,1,2,2
7,OG0004834,1,3,1,1,1
7,OG0004835,1,1,1,2,2
7,OG0004838,1,1,3,1,1
7,OG0004839,1,1,1,2,2
7,OG0004841,1,1,1,3,1
7,OG0004843,1,2,2,1,1
7,OG0004844,2,1,1,1,2
7,OG0004845,1,2,1,1,2
7,OG0004846,2,1,1,2,1
7,OG0004847,1,1,2,1,2
7,OG0004850,1,3,1,1,1
7,OG0004851,1,2,2,1,1
