OG,theta,sigma2,alpha,beta,results
OG0009373,8.027261431,67.14173,51.66257184,0.166374593,0.745727112
OG0009045,6.023706025,101.2286651,53.28794703,0.165681285,0.74710791
OG0003811,9.13431755,60.52696627,268.8267572,0.166158351,0.747137125
OG0003887,7.535087485,4.268352735,9.649111306,0.165966352,0.747779351
OG0008603,8.388775604,7.275349044,12.70592544,0.165700141,0.748054796
OG0000900,9.200314828,145.549387,60.11423433,0.165514979,0.749893301
OG0008878,4.543139248,227.6667528,63.92029165,0.10320067,0.750033374
OG0005045,7.069063798,30.61494609,70.56648627,0.165510529,0.750071145
OG0009159,6.317121724,180.6338399,239.8647277,0.165625928,0.750463188
OG0003867,6.588581321,315.7509921,218.3108102,0.165299181,0.751032078
OG0007232,7.937858984,5.920878068,12.69447316,0.165163792,0.75167134
OG0009962,6.295812287,7.814426655,7.830097864,0.165252103,0.751830064
OG0004930,6.964808243,87.2936319,217.5789725,0.16529512,0.751866239
OG0008875,5.74875486,5.049974279,6.866117485,0.103370939,0.752075349
OG0003394,7.625754242,166.2756691,157.2948418,0.165106778,0.752679831
OG0004706,6.754704175,389.2675822,280.0968378,0.16495954,0.753460862
OG0000132,6.089128768,524.0419795,130.5734676,0.165004839,0.753597871
OG0005780,7.62450808,684.6841766,457.7958635,0.164981005,0.753655148
OG0009893,7.033796029,3.44553196,4.68637369,0.166637129,0.754157212
OG0007358,6.530220536,10.8936006,8.591850738,0.164990857,0.754486782
OG0001253,6.229601077,37.4209493,8.99125683,0.164734636,0.754584048
OG0002925,7.551564874,54.6618692,67.84817192,0.10366547,0.754688991
OG0009650,7.318791095,168.3775469,77.16393109,0.164537543,0.755190007
OG0002576,7.50206614,9.676308713,6.91777207,0.164633184,0.755433491
OG0004720,8.337385803,4.588988433,5.288810888,0.16532374,0.756187999
OG0008793,6.047502397,265.0556885,270.238134,0.164480871,0.756244553
OG0006110,9.509219548,39.62484756,57.09684285,0.103751656,0.756605722
OG0010999,8.784754162,6.654227804,10.56978796,0.164161298,0.757462129
OG0008115,9.453011174,109.7543326,60.60325495,0.103852721,0.757592161
OG0005987,7.730816886,8.252262541,12.8690606,0.103969138,0.758190376
OG0008884,6.687822453,1309.334274,588.4240813,0.164075463,0.759146321
OG0010846,8.726215357,20.62161162,13.20833473,0.104110669,0.759308547
OG0001663,8.484208601,169.1702031,69.3848251,0.104229012,0.759989893
OG0000983,8.100444667,55.21257028,13.55492764,0.163829345,0.76019101
OG0001425,4.973670108,19.1077842,5.231762045,0.164838876,0.760917829
OG0002368,9.068250227,158.3847137,42.31596233,0.165498047,0.761361808
OG0009485,5.621784193,9.926770667,4.471744996,0.165219804,0.761432053
OG0003328,6.848602433,166.3704854,171.7860936,0.163462236,0.761572625
OG0002010,7.874922263,228.513533,183.3063032,0.163680923,0.761699662
OG0003000,6.212244084,117.6392908,41.55134487,0.104284483,0.761716825
OG0006296,9.355716847,25.08989532,76.53283246,0.163526319,0.761819395
OG0002553,6.240632563,9.01358227,9.565285869,0.163657104,0.762037447
OG0010376,8.308647875,6.010010306,7.047100475,0.163480647,0.762381474
OG0009256,7.591679291,8.503395084,20.02132246,0.163487608,0.762395573
OG0006551,5.578037003,881.755504,360.8971469,0.163407896,0.762519911
OG0003071,7.752405528,394.2262112,64.91960058,0.163388206,0.762534338
OG0007177,4.204501502,819.8674604,191.9192546,0.163217424,0.763699722
OG0004729,6.384146198,12.70751071,10.61180957,0.162986647,0.764195436
OG0007076,9.055031803,13.68931096,9.386642927,0.104488381,0.764246558
OG0010531,8.003381024,27.39109319,11.28784535,0.162994977,0.7646069
OG0006310,6.396375384,44.44695187,46.97698991,0.104734114,0.765896999
OG0000484,6.911423321,23.59326778,13.26756031,0.162767244,0.766467287
OG0001566,7.824031545,113.0019913,244.5999671,0.162857196,0.766633148
OG0010433,7.995500381,229.7729581,490.8204311,0.10478869,0.766665455
OG0001142,5.031636046,10.81620373,5.578916748,0.163304548,0.767076311
OG0010045,8.276877671,5.398264857,8.576426292,0.104796085,0.767077976
OG0006769,5.681476439,20.54208217,15.77915674,0.104881522,0.767342984
OG0004828,7.617807342,2.061408144,8.245936054,0.162453008,0.767642135
OG0000148,6.165882931,269.9308461,63.89216681,0.16353856,0.768109752
OG0008439,7.177151768,2.313040155,5.753208729,0.104875658,0.768749996
OG0005514,8.276487266,336.5135314,68.98871056,0.105076386,0.769343917
OG0009317,5.398503376,389.1113056,176.853059,0.162256547,0.769895545
OG0003153,4.418416436,295.2467055,119.2784403,0.105119904,0.770306306
OG0000570,9.242358285,85.63809335,66.47548805,0.105233961,0.770494957
OG0010830,7.21880389,16.87904707,15.72132553,0.105224965,0.770585651
OG0006004,7.60764679,212.9275601,276.5794139,0.162056833,0.770800317
OG0002863,5.712488122,625.5560786,352.7981027,0.162071606,0.771279094
OG0008371,6.611022993,108.3903411,46.81604281,0.105203992,0.771357902
OG0007207,8.681352972,93.3121049,63.74460739,0.105326276,0.77209407
OG0003938,6.010978331,245.6351166,463.0212049,0.16185869,0.772098571
OG0004972,7.850776844,161.029941,70.18995277,0.105381461,0.773036477
OG0006147,8.449562231,77.31523029,17.25883368,0.105380935,0.773350154
OG0002923,6.602880187,10.94025231,6.932615407,0.105550284,0.774080161
OG0005906,9.045516884,11.13072206,10.09821335,0.105635339,0.774642717
OG0001153,11.39679803,6.446973768,5.128843511,0.105273947,0.774642729
OG0006753,6.023542274,10.38288438,9.735015928,0.161546172,0.774719497
OG0001582,4.971385038,21.93437534,3.636467001,0.104552971,0.774980631
OG0002042,7.993273402,20.49876547,11.53462175,0.105659499,0.774996094
OG0003489,6.247338717,96.98805923,87.40283834,0.161285887,0.775368137
OG0007002,6.61039178,216.3096728,328.3541703,0.161288998,0.775889847
OG0004620,4.802428666,338.6269305,233.2928341,0.161263618,0.776112821
OG0010051,7.716258409,313.979382,178.4876991,0.161158694,0.77614938
OG0004744,8.89585124,7.945802155,9.661178255,0.105807923,0.776463364
OG0009471,5.47142595,414.4055531,163.4335393,0.105818868,0.776529011
OG0011050,9.982077268,5.016763195,13.78576147,0.105719686,0.776540332
OG0010861,8.55742055,33.8107921,57.24288907,0.105821286,0.777216338
OG0002048,8.288906625,38.36785029,68.44629716,0.161065808,0.777383559
OG0006153,6.46007905,46.28524903,73.29805423,0.105813068,0.777388482
OG0002050,9.724738199,78.76911254,67.30809897,0.160949585,0.777424981
OG0006408,6.758692996,69.97735376,72.98044631,0.161002453,0.777435246
OG0002286,7.191983859,747.8671268,262.4077936,0.160950772,0.777469003
OG0009787,8.611102061,167.265806,272.355515,0.160970516,0.777596098
OG0000626,6.284886264,907.9611816,283.4262599,0.16106724,0.777705539
OG0010550,7.483236,70.24577331,76.33362175,0.105860953,0.777729338
OG0004427,8.088967641,290.3333468,559.3917522,0.160845243,0.778195001
OG0010939,6.780611991,4.899886765,14.56791479,0.160681339,0.778540251
OG0006241,8.707271373,1173.379381,576.072695,0.105900594,0.778598617
OG0010925,7.998295241,3.75547142,5.095562714,0.105748357,0.778672851
OG0006939,6.608389734,93.00744071,117.3969099,0.160849257,0.778719881
OG0002794,6.629442361,831.1374558,361.2321244,0.160788158,0.779123943
OG0009443,5.779379921,7.417735631,7.388966798,0.16088259,0.779384653
OG0008712,3.212451003,27.97075228,13.18338055,0.160640307,0.77982294
OG0010857,6.522977991,16.18583594,12.17527258,0.106206248,0.780550722
OG0010869,7.21385532,3.115168796,8.655283082,0.160328263,0.780744906
OG0000433,9.252084552,148.4693726,178.4027589,0.160441065,0.780963203
OG0000912,7.155283656,83.30104997,67.07165211,0.16064261,0.781786833
OG0001071,9.002758407,81.84118309,25.66254136,0.10623371,0.781826716
OG0007239,10.51590775,26.22199849,45.81126393,0.106300427,0.781999781
OG0009803,6.854988456,37.76849303,64.98823592,0.160565197,0.782037563
OG0010985,6.002258037,162.2300291,77.65457898,0.160276107,0.782310417
OG0001535,13.04296878,5.876630683,11.06069354,0.106386386,0.782376405
OG0009127,6.901261701,3.627375839,4.516699917,0.161468175,0.783286067
OG0002467,5.561098766,17.1847958,4.427513355,0.105956889,0.783640241
OG0006718,7.110268157,5.188311736,18.05615687,0.106446819,0.78382005
OG0001077,6.116848574,1802.571789,240.9743069,0.159939846,0.783987591
OG0003910,7.53383881,12.08330957,11.66158999,0.1596606,0.784865197
OG0000452,9.936620881,74.45247483,259.6183494,0.159793558,0.78486744
OG0002638,7.53451687,55.46770758,74.72125886,0.159648684,0.786239383
OG0003522,8.547318881,379.0824633,407.4664654,0.159447067,0.786251649
OG0010700,8.105306418,13.55328374,16.07280937,0.159515008,0.786736934
OG0002655,6.33031444,727.2178346,405.8663752,0.159453599,0.786842627
OG0000666,3.885436923,453.4556867,58.21971389,0.159494007,0.787060169
OG0009953,7.763169622,95.09385328,67.63310646,0.106870137,0.787174784
OG0006657,8.653719112,342.6197599,374.9278471,0.159470797,0.787404933
OG0001307,9.526346335,3.821320039,4.732554588,0.106523173,0.787832982
OG0002066,8.524334205,85.58974144,65.43269724,0.106889496,0.788141869
OG0003603,7.946642609,23.64366183,10.88892751,0.10701268,0.788726268
OG0002691,7.372647156,43.7366808,72.10434304,0.159207295,0.789110885
OG0001306,8.918601192,1338.597867,999,0.107077928,0.79030474
OG0009819,5.171382187,280.6837118,262.9377869,0.1589327,0.790598867
OG0006180,4.912180008,205.657861,73.2005902,0.107179961,0.790606336
OG0007054,6.897380551,269.5586381,213.6325936,0.107170235,0.791454863
OG0004794,8.953439757,14.46246421,4.914385169,0.106940313,0.791587744
OG0002616,8.114252848,13.15127507,6.666677642,0.158730048,0.791663461
OG0010973,7.676024187,10.86042449,13.95346705,0.158744202,0.791976964
OG0003332,7.710709235,41.02529135,10.99862475,0.158655655,0.792316037
OG0011074,7.784932117,61.16199127,84.59097426,0.158452979,0.792838657
OG0001666,8.178716758,143.4237353,102.2807157,0.158453912,0.793125902
OG0006877,7.46564644,185.0228868,311.3959514,0.158499933,0.793170987
OG0006399,6.309636459,297.9955957,245.6930004,0.158485716,0.793384074
OG0006832,7.398279548,14.8193518,10.85923252,0.158206009,0.794054988
OG0009993,4.858303869,26.3955436,7.742564618,0.107457656,0.794066287
OG0006776,6.165131592,167.6456747,188.9045179,0.158328544,0.794267603
OG0009499,7.903415708,6.054413951,18.68587837,0.158278676,0.794449941
OG0007227,6.050005149,428.9590343,241.2488081,0.107560664,0.794824131
OG0000753,7.839473708,60.61643703,60.19461484,0.157925268,0.795594321
OG0006883,7.135600489,17.36812538,22.1840892,0.107677722,0.796028986
OG0008188,7.878809882,41.36406105,10.6983124,0.157779532,0.796699064
OG0003537,7.625714623,31.90284064,71.95356586,0.157766875,0.797328089
OG0003899,8.103747123,933.3667832,269.3118872,0.15785815,0.797503735
OG0009654,5.706339348,11.68131259,6.048193105,0.158099408,0.797685016
OG0003378,5.837920606,17.56543216,9.370061118,0.157839909,0.797686611
OG0010202,5.200932304,624.3424811,565.0728551,0.157675386,0.797987433
OG0000064,9.137111451,138.2746515,106.5287152,0.157805161,0.797996679
OG0005540,8.316908174,92.14184948,58.34477536,0.107950303,0.798140894
OG0001058,11.254733,14.38196878,13.21253917,0.15742773,0.799068263
OG0005850,6.68302905,452.1817615,457.8355919,0.157573122,0.799122232
OG0008727,8.930485189,166.1443692,65.02596425,0.108060576,0.799231632
OG0009968,6.725607093,1.93856613,6.620113273,0.157479422,0.799238624
OG0009051,7.951707594,6.671717553,16.1134298,0.10818021,0.801107986
OG0002595,9.332314215,30.94642136,12.77272526,0.108291536,0.801336956
OG0006801,7.749919019,31.21876661,83.48659548,0.108213171,0.801441869
OG0007385,2.892479043,161.4011331,66.95175998,0.157108389,0.801984912
OG0002105,7.718278074,122.8063858,62.6410657,0.108350105,0.80214185
OG0009541,7.168874094,38.0804821,76.71087449,0.10828365,0.802252244
OG0008195,5.606607385,61.77048532,75.71594873,0.108384765,0.802734082
OG0009696,7.900884822,381.154802,640.6090279,0.156835873,0.802868204
OG0010289,7.3069305,2.062442365,11.3688422,0.156935716,0.803185535
OG0005434,6.266882509,3.543405264,11.07429596,0.156893182,0.803422168
OG0004713,7.192992809,2.637480127,4.435302419,0.158167175,0.803665644
OG0000768,11.84153704,3.991467358,5.192206986,0.108254157,0.804123051
OG0002911,12.32698367,212.7069309,348.2793753,0.156619422,0.804225477
OG0004133,8.496503395,23.14532439,8.967080467,0.108516273,0.804318908
OG0009004,8.756143522,138.6965194,277.9875137,0.156625195,0.804438846
OG0006701,6.251150689,60.09155006,16.91137354,0.108507868,0.804537277
OG0003381,7.610772265,150.5079107,195.7487369,0.108513499,0.80479211
OG0001347,7.288076241,162.0387388,46.89499146,0.156642907,0.804899919
OG0010924,5.637583126,300.806347,459.1463569,0.156565516,0.805638768
OG0004337,6.326507689,326.5571421,56.09855816,0.108583154,0.805686328
OG0002288,6.693658172,8.685504044,3.65603938,0.159261761,0.806279819
OG0005711,7.445478832,132.9764331,77.90402673,0.156354506,0.806348448
OG0006425,6.037386893,12.30060002,9.820117858,0.156215667,0.807449901
OG0001288,6.319889404,34.92466445,9.949489991,0.156127757,0.80789898
OG0000096,6.999417262,462.4808234,62.42889815,0.108849276,0.8079408
OG0011027,8.897519896,100.4879823,108.1029245,0.156190679,0.807960155
OG0009016,6.794279477,47.16724218,67.07751199,0.156098651,0.807988413
OG0004663,6.640363905,76.39121997,10.05818691,0.108874094,0.808611253
OG0009835,8.546854849,24.14349725,12.0457533,0.156129829,0.808666885
OG0006520,6.520627865,338.4328935,95.17356036,0.108984592,0.808824365
OG0004080,4.325883875,17.21197422,11.73514051,0.156072396,0.808932079
OG0009598,10.29039594,17.28580914,32.33799833,0.108946308,0.809004244
OG0004992,8.636052822,1338.297556,542.5104398,0.156027047,0.809029118
OG0009940,8.620583116,3.684822641,5.243990068,0.156651455,0.809637177
OG0003035,8.621139216,51.39725881,10.07189723,0.15582085,0.809793493
OG0000311,10.31991149,3.438863854,4.567575224,0.108733774,0.809911305
OG0000130,6.913959658,11.91255068,4.483874249,0.108610965,0.809948392
OG0005085,8.218072152,25.77464784,9.28014612,0.155772401,0.810306568
OG0005356,5.744864985,34.74482535,11.05655969,0.109163505,0.810439518
OG0007102,8.681411567,18.63274406,25.57946255,0.155745676,0.811014036
OG0000830,7.139772645,203.2337545,151.6145159,0.10920418,0.811194166
OG0004850,5.196918419,61.75983224,19.98032185,0.109170884,0.811395168
OG0005689,8.772383139,5.721120317,6.683491433,0.155687432,0.811404648
OG0001802,7.180992296,104.730984,45.32957833,0.10925717,0.811473529
OG0010955,6.481977369,4.286848388,5.338858421,0.155795521,0.811928866
OG0002848,9.510485957,2.07061817,7.039590108,0.155444516,0.812045479
OG0000098,6.750775069,1031.004373,462.0497231,0.155306973,0.813123359
OG0010160,10.62045516,5.397296494,10.76696929,0.109490347,0.813496852
OG0006226,6.051062851,10.26000897,7.794242462,0.109377959,0.813659768
OG0005692,6.085361806,321.191016,68.8465237,0.109472154,0.813691696
OG0010559,7.754435384,14.28385466,10.61288317,0.109528271,0.814018446
OG0007297,6.244744245,8.586372344,9.455019989,0.15519809,0.814376602
OG0001917,8.576125942,7.218560516,6.419649599,0.154939711,0.815805062
OG0003182,4.167135716,50.83316988,8.007412779,0.109662387,0.81649747
OG0005694,8.373785348,9.428232504,9.635565284,0.109815102,0.816643924
OG0011164,4.894082283,29.73981619,12.56336985,0.154669428,0.817012003
OG0000216,10.02704021,71.13112672,11.35110902,0.109891514,0.817544338
OG0000126,5.240914068,1073.125703,209.1679297,0.15468922,0.817919597
OG0003535,5.708372156,26.60101767,8.195437961,0.154454797,0.818324272
OG0007151,8.152916239,5.175782409,8.229854377,0.15453851,0.818616868
OG0010588,9.112131318,3.695116923,10.06896934,0.154570858,0.818720649
OG0010258,7.032106106,6.928443804,5.237599247,0.109718729,0.819036929
OG0003848,4.399953658,28.05602343,11.31831823,0.154353737,0.819341843
OG0010050,7.922041314,32.40356573,58.4398867,0.110062926,0.819816146
OG0006625,5.483351623,13.96308028,29.51550694,0.154310039,0.819932373
OG0007121,7.858711855,51.98941606,70.51384047,0.154236823,0.819975329
OG0007205,8.749070635,8.208638549,10.73856631,0.154175886,0.820060086
OG0006129,8.036650652,6.476694528,9.984640376,0.15428113,0.820249858
OG0005963,7.129663463,262.9723025,363.9413866,0.154163353,0.820837045
OG0004814,8.352408446,6.509364346,6.441586844,0.154387098,0.820850121
OG0009125,7.629072009,109.6886269,86.00731899,0.153987678,0.822555142
OG0006278,5.941862552,560.4851993,330.1033015,0.110421212,0.822739394
OG0000705,5.741059654,1930.662341,367.762146,0.153793676,0.822801609
OG0006309,4.792163062,427.7208951,318.1079879,0.153591664,0.824408473
OG0009318,7.524603876,3.55904527,4.936709074,0.110198079,0.824608578
OG0002658,7.577938914,29.6787754,8.696183082,0.15351633,0.825170856
OG0005841,5.363859048,59.05305259,34.68114539,0.110579547,0.825242539
OG0001643,8.353821001,62.62212405,66.24401588,0.11072753,0.825914512
OG0002033,7.991721463,19.71442708,23.07896463,0.153341642,0.826048881
OG0004509,7.061711018,18.32888298,17.05414327,0.11069417,0.82609637
OG0004405,6.295051131,17.14559088,9.714086094,0.110763853,0.826403098
OG0000478,7.220173719,936.5308639,171.378418,0.153294748,0.82646824
OG0008304,6.107972197,1342.591005,152.833749,0.110783581,0.826824817
OG0003776,6.049615704,4562.514119,504.8409011,0.153195398,0.82695279
OG0004395,5.625111233,12.40362735,9.371936248,0.153129649,0.827305118
OG0001524,6.427415112,25.09863724,13.13006022,0.153205605,0.827347045
OG0008148,4.262278364,8.435094883,8.518621969,0.153058403,0.827970851
OG0001915,9.838385514,10.68974895,5.546677964,0.110829153,0.827972179
OG0009165,6.765643103,9.343873715,6.127718513,0.110819998,0.828342426
OG0010655,10.19819732,373.4603574,329.2779377,0.152816909,0.829185221
OG0008911,8.450338217,1.761173002,4.06361394,0.154179116,0.829228287
OG0008704,6.77826418,102.7117443,73.08783871,0.154011921,0.830549073
OG0000172,5.600185626,334.2263995,68.31290447,0.152751455,0.830591251
OG0008993,7.72169426,2.858398116,7.178921419,0.152815194,0.83060943
OG0000744,10.5544198,618.8135238,525.3443832,0.111154916,0.830801959
OG0006322,6.98302846,1043.694046,304.0885174,0.11114978,0.830814635
OG0009107,5.956094021,188.3742944,396.5224458,0.15254722,0.830889577
OG0006194,7.512737034,51.77742456,80.15684961,0.156068805,0.831016017
OG0010044,6.654476964,15.31234525,11.02854087,0.111272078,0.831050389
OG0001845,6.78515589,45.36535974,17.69738139,0.111248418,0.831098649
OG0010672,7.814217962,322.9235844,459.1773906,0.152468657,0.831379137
OG0004869,6.335121386,55.45255384,72.20376288,0.111263065,0.831491367
OG0003583,7.922210255,85.83209026,180.4318197,0.15243328,0.831634778
OG0006298,5.585957274,16.74612136,11.17636981,0.111355859,0.831732252
OG0008346,5.505220388,888.6130309,411.4199231,0.152528958,0.831965341
OG0005680,8.128639536,382.286521,411.6776418,0.152479961,0.832063019
OG0000523,7.917554997,10.59936254,5.295677007,0.152906765,0.832445141
OG0008471,8.666294292,64.40084049,38.58586617,0.111426872,0.833257205
OG0010684,9.805416833,165.4637233,183.3777655,0.111514204,0.833681795
OG0009602,9.429662607,90.71121803,67.18413842,0.111442032,0.833739386
OG0009477,7.231704593,15.08298054,8.886933822,0.111469288,0.833784859
OG0004493,6.514006017,16.57007118,34.20667422,0.152195757,0.834086761
OG0005047,8.983161141,41.65611823,161.4832294,0.152103513,0.834442184
OG0001708,9.312770349,18.48713638,12.5356477,0.151930199,0.835342178
OG0006498,9.094724407,11.0486659,35.04650946,0.11164239,0.835617824
OG0000696,5.375669682,98.22760142,11.94385363,0.151953956,0.835994494
OG0009597,5.186301695,1118.976553,310.306092,0.151820952,0.83641779
OG0010056,7.01399135,3.632548741,12.06383425,0.111782248,0.836761674
OG0009501,7.577360426,53.33933517,65.01331959,0.111847714,0.836916072
OG0001060,8.58525329,8.40718331,12.16046479,0.151652718,0.837010809
OG0010776,7.747819259,22.10093322,6.848883986,0.111785635,0.837085589
OG0009416,8.220486539,2.108515173,8.314118595,0.15167797,0.837349688
OG0010542,9.275741557,10.73006021,58.78278307,0.15166584,0.837547674
OG0001149,7.857514727,889.4360138,187.7766804,0.111875949,0.837736883
OG0001676,9.201707795,45.30472988,8.666291228,0.112011487,0.838831179
OG0006377,6.447215899,155.865562,362.2441558,0.151406599,0.838980307
OG0000596,5.786312905,48.20552912,12.94517064,0.112107518,0.839253815
OG0009912,5.346514008,12.62066924,9.565873117,0.151440688,0.839256994
OG0001467,8.854359252,7.977676035,6.562198239,0.111961967,0.839368382
OG0000387,8.822349303,102.2020885,60.89122139,0.15130805,0.839908403
OG0000242,10.68047273,12.7809357,11.68913024,0.151193495,0.84008687
OG0006688,6.946477348,14.84810779,9.391048815,0.151148679,0.840192643
OG0001174,7.228535177,71.57232717,15.76492745,0.112187381,0.840714583
OG0004234,5.941684131,23.16042392,28.00805618,0.151176585,0.840731535
OG0000655,5.307774386,165.066347,59.17828922,0.151030247,0.840919196
OG0008291,5.027397427,306.0735231,263.6373695,0.151041163,0.841881204
OG0000225,6.673332135,725.6504761,108.6182399,0.112325069,0.841985026
OG0002293,7.096823985,36.45460773,11.31676428,0.150907945,0.842109507
OG0004521,10.55578631,3.556155964,5.267135434,0.151269683,0.842135165
OG0002207,2.890706053,1168.445577,307.763321,0.112494196,0.843125979
OG0011124,9.223320475,7.848195328,14.828112,0.150756933,0.843161577
OG0005785,9.345608339,3.699628132,8.658333313,0.112442463,0.84334146
OG0000231,7.897921216,1247.79403,495.5441127,0.150765423,0.843750867
OG0010747,6.388073937,27.13939859,10.5210901,0.112583505,0.844708268
OG0006882,7.98183996,6.393675908,7.188587995,0.112597032,0.844932785
OG0005691,9.192012859,63.30476813,164.0611177,0.150566892,0.845248441
OG0005371,5.956418187,59.35204477,19.45508082,0.112728904,0.845404352
OG0002955,7.497197455,113.9507335,143.1918254,0.150503346,0.845685109
OG0010912,6.689622534,219.0925658,137.0702858,0.150446519,0.845828847
OG0011033,7.837562695,76.33512793,228.4261105,0.150475933,0.845890007
OG0009747,9.776370644,9.953916804,7.326764126,0.112786216,0.846854885
OG0006850,8.979026138,5.226355156,7.252861578,0.150216092,0.847388504
OG0004647,9.777161803,2.285809506,5.640309753,0.150455355,0.847962723
OG0002107,7.994013534,8.233013087,11.73100466,0.150054411,0.847986226
OG0004155,5.03062157,48.63355175,61.3543335,0.112922853,0.848094251
OG0000087,9.8758802,24.19023639,46.78581908,0.150079884,0.84809686
OG0000606,6.158646999,124.1759151,29.36554386,0.112993123,0.84836597
OG0001869,10.02437356,6.940581167,6.051704251,0.150065833,0.849412605
OG0003526,9.30259292,52.41369887,69.61888696,0.113127534,0.84967857
OG0006646,7.190831944,370.989975,466.3894411,0.113153512,0.849735724
OG0000290,4.805822816,459.8081166,118.5510009,0.149751046,0.849735917
OG0006505,8.969142512,108.2489873,61.10091099,0.14983265,0.850039524
OG0000716,6.886294767,1179.278794,422.3802034,0.113181835,0.850083068
OG0001545,4.536528519,15.2147222,6.664319146,0.113162131,0.850148559
OG0000894,8.826036868,77.49766537,66.41177784,0.113278234,0.850220914
OG0010937,7.279483857,14.89727974,10.25918245,0.149695342,0.85024346
OG0001768,8.239937404,13.45604132,10.61718661,0.113362809,0.85121209
OG0003205,5.72373089,117.7083247,49.76696646,0.153498976,0.851389407
OG0002963,6.165398742,46.24385551,17.02528258,0.149291283,0.852930071
OG0010489,6.417126778,15.24483631,19.15245374,0.11349989,0.853005613
OG0002234,7.50289275,51.7477521,70.13830626,0.149254665,0.853758786
OG0006475,7.424061654,215.1021535,490.8295085,0.149217139,0.853814916
OG0006385,5.175202456,16.38168466,6.71973614,0.149195526,0.854382904
OG0010443,6.431734012,83.17438673,107.3061111,0.149176257,0.854564184
OG0004965,8.20675698,69.53789296,64.44270596,0.149533977,0.854834045
OG0010501,8.134326892,492.6001242,145.184823,0.14913282,0.854878341
OG0009242,7.680289106,38.66569768,70.06419038,0.113724208,0.85502855
OG0007029,8.957232715,6.892194998,6.661178722,0.149211337,0.855111705
OG0006267,7.952728195,6.923299652,7.168403595,0.113689263,0.855231264
OG0001418,6.546272852,573.2521573,202.9491504,0.113754737,0.855267108
OG0004539,8.443517784,138.72304,74.27936475,0.113766099,0.855767884
OG0003354,8.860897429,22.25428078,16.3827971,0.113789501,0.855900376
OG0000486,8.091530049,46.37730994,28.19000106,0.148914001,0.856293404
OG0010729,7.97157883,5.845512813,6.434969595,0.148985709,0.856667174
OG0004422,5.380393142,8.245852282,7.30420241,0.148895277,0.85698197
OG0004784,8.482516115,5.89373973,16.09871101,0.148707538,0.857199339
OG0010167,11.04882294,14.33666913,97.08561631,0.149190348,0.857685676
OG0009587,5.851956239,192.6292718,180.0276897,0.14860585,0.85810397
OG0000760,9.300342654,49.62136414,72.12696711,0.148502341,0.858606563
OG0004676,6.187437816,10.31883691,9.618845532,0.148492704,0.859153268
OG0006209,8.442060116,10.69532326,13.76493788,0.114207973,0.859555675
OG0008785,7.026307598,71.34104926,62.00068215,0.148297282,0.86013417
OG0000091,8.435096672,42.10598431,8.482590651,0.114216833,0.860520232
OG0004180,9.690678354,84.19112473,63.43202598,0.114265822,0.860702467
OG0002530,7.122732313,4.390003735,5.562738887,0.148323396,0.861300792
OG0003907,8.067964744,45.14569464,10.87510588,0.114468427,0.861899056
OG0001171,9.053120619,10.8640893,16.52277392,0.148030566,0.862162705
OG0010273,6.183596621,240.4274227,234.1580055,0.147977691,0.862375537
OG0002439,8.424717248,14.87144709,14.38762343,0.11453582,0.862697641
OG0010413,8.497701489,20.17423461,9.528890734,0.147961228,0.862993341
OG0002043,5.583161599,36.46053559,7.210354776,0.114528809,0.863439837
OG0006319,6.165419092,128.1679128,97.46041591,0.147898544,0.863697005
OG0004870,8.594544712,73.73118964,135.3642363,0.147756028,0.864129022
OG0006220,9.511980883,112.8558777,191.0306954,0.147746675,0.864204889
OG0004821,7.178068059,334.861992,797.54644,0.14751482,0.865938216
OG0011002,5.90644329,12.90906051,14.21955097,0.114886187,0.866500588
OG0000279,8.987360926,793.5998014,582.5244445,0.147472909,0.866534923
OG0008597,5.684151102,701.5764008,425.3720291,0.147295253,0.867458593
OG0006729,8.772778203,7.276292343,8.490506316,0.115025685,0.86778814
OG0000155,6.286250217,167.3299504,69.62535346,0.115040937,0.867904508
OG0004740,7.298586848,11.15912066,11.80987487,0.115069333,0.868394714
OG0004599,6.455730853,20.24364895,12.60081021,0.115161461,0.86862878
OG0004767,7.415748522,7.334030352,18.1924554,0.115179483,0.868680067
OG0000436,7.712677533,30.7405729,16.47655481,0.115194281,0.868873466
OG0009472,6.835642639,80.91540723,100.1491,0.147108227,0.869066105
OG0010134,8.51431874,65.20550828,143.7091564,0.115140837,0.869103453
OG0006678,6.511638737,7.025328207,9.873373604,0.146998798,0.869180006
OG0009752,6.2430946,19.57389361,14.52923329,0.146949178,0.869279661
OG0000927,5.190866166,447.58676,71.13962275,0.146996117,0.869284147
OG0001348,6.409233148,21.71859953,11.46448277,0.147050963,0.869294591
OG0004355,7.127373058,245.0101132,167.1714068,0.115242701,0.869423834
OG0002006,9.150435744,30.67993291,14.79256653,0.115230018,0.869863575
OG0003383,6.591071876,174.1454503,112.3458644,0.146962773,0.870049964
OG0002876,6.470266348,29.13551426,6.223276466,0.115270476,0.87026901
OG0002266,8.318484387,10.06351328,11.9538504,0.14682977,0.870301707
OG0003065,9.341446573,200.2837295,245.2731557,0.146901243,0.870509121
OG0003014,8.688361079,2.674447611,7.583485245,0.146900514,0.870713133
OG0001272,5.64894556,21.30241024,11.29978548,0.146708944,0.871774531
OG0004988,8.925187203,34.88981289,69.3952955,0.147559404,0.871881266
OG0010680,5.487713967,11.23601552,9.031330702,0.115513999,0.871997277
