OG,theta,sigma2,alpha,beta,results
OG0009794,9.618274153,19.92415813,76.63530539,0.741923324,0.060298436
OG0006687,6.435979898,20.31300263,64.07860285,0.663031473,0.060644861
OG0000588,7.184710053,62.18075483,59.63333397,1.762858618,0.060650967
OG0004354,5.965855799,36.15732341,53.49657478,0.705346436,0.060663493
OG0004743,7.66041546,85.63798729,584.8068215,0.722597722,0.060708524
OG0007075,8.350987579,10.20956665,5.663766122,0.036993499,0.06079916
OG0009149,5.344343626,22.11082244,70.56957743,0.724646436,0.060816715
OG0005122,8.176177174,3.724966907,37.96943526,1.017924366,0.060861485
OG0003608,9.795799122,2.046185908,26.26090865,1.101933856,0.060889447
OG0009997,6.587477256,75.48779337,360.9065817,0.981819371,0.06089189
OG0006501,5.404362904,6.842228541,13.01438243,1.419851027,0.060902897
OG0000421,8.02525161,1.145540716,7.980464925,2.407706454,0.060947029
OG0001615,12.51883472,0.187435244,7.480918881,3.796506078,0.060981738
OG0007392,4.204578827,39.8732229,23.8370672,1.741480991,0.061050023
OG0003393,9.221481177,0.209015097,11.30157669,2.134647001,0.061071531
OG0006982,8.769764831,33.90611814,238.4522052,0.741930331,0.061072837
OG0006065,8.544284538,14.11911872,157.9960468,0.993056739,0.061092223
OG0001645,4.543416987,24.93203891,52.40687165,0.904159385,0.061190678
OG0007305,6.054157327,4.551292919,9.746734092,1.821031409,0.061342816
OG0004799,7.659739496,22.73842841,8.319091407,0.03726165,0.061510944
OG0001138,5.525973562,21.81109144,39.10364036,0.965789194,0.061551997
OG0008937,5.202126989,33.35538941,62.0591385,0.947408038,0.061601921
OG0007296,7.777111933,10.96292343,72.05527806,1.408095387,0.061640627
OG0006734,6.312140991,19.30920722,11.44366246,0.037298289,0.06168333
OG0006759,5.91362046,24.32060582,10.72985012,0.037193766,0.061779936
OG0003082,11.18730506,0.516656323,9.006469035,1.975097795,0.061804898
OG0005804,5.778822977,89.82134911,58.12194563,0.676794613,0.061820003
OG0004626,4.82598434,53.64692019,116.0614302,0.695812479,0.061908496
OG0004348,7.681434743,42.05281872,74.36752603,0.642748355,0.06191456
OG0008261,5.160365228,61.70170944,160.7112483,0.708290924,0.061981646
OG0009544,8.58035558,105.0214933,71.15094627,0.947137163,0.062045287
OG0009690,5.833686517,23.15908038,60.2311547,0.913226857,0.062064588
OG0004272,7.44932535,23.65659167,65.72622855,0.745357338,0.062137626
OG0003546,8.559965536,0.193445465,6.198110458,3.392173845,0.062170165
OG0004856,6.848332225,354.5874919,74.85906923,0.037311828,0.062250617
OG0001264,8.317083895,214.3469909,56.67034292,0.037393587,0.062354021
OG0010400,8.610929495,24.92673125,67.42666657,0.928896797,0.06242024
OG0004543,5.476103878,3.972289038,13.42823519,1.372371677,0.062423398
OG0000275,9.449808357,75.19039513,60.11745977,1.469446122,0.062534088
OG0008464,4.541436306,65.16879584,138.7580985,0.808110535,0.062565929
OG0008958,4.646320503,27.08504431,107.885378,0.827350405,0.062735432
OG0009146,6.051916519,7.789281822,77.44724806,1.108277677,0.062748518
OG0000819,6.599386318,63.78447704,65.87977744,2.309293157,0.062761579
OG0006216,4.39425737,286.6095335,64.00945656,1.022278912,0.06276581
OG0007113,6.156361431,3.960050607,8.908150499,1.946960122,0.062910249
OG0004737,6.401217215,16.96051322,71.41685884,0.699466162,0.063017122
OG0004667,9.312264275,51.46318999,14.72466326,0.037414174,0.063041998
OG0005880,5.287227363,8.563377265,12.37807391,1.475563426,0.063055857
OG0009913,5.945901254,16.98440908,77.5480546,0.838501132,0.063134498
OG0000322,4.431650246,19.83580223,15.33751432,1.235824572,0.063223351
OG0009677,8.147957101,18.43539457,257.007279,0.936419768,0.063335184
OG0002116,10.62976027,38.79182377,10.1233604,0.037603241,0.063416325
OG0009554,8.182391078,0.208172249,10.41902873,3.143930663,0.063473917
OG0010974,9.432454383,5.57196894,18.16515899,1.062073119,0.063496074
OG0009767,7.867867576,8.138365881,4.530283636,0.03704536,0.063535968
OG0004004,3.282376678,2.736719515,15.86933363,1.146928249,0.063618022
OG0003959,7.662107423,42.01649992,71.12169127,0.707354813,0.063668427
OG0000769,4.265539437,82.31688801,32.13684059,0.910417418,0.063869712
OG0002604,10.00596445,31.26461259,363.9249456,0.839012149,0.063970865
OG0010769,7.921569335,0.219990843,8.623146133,2.688458981,0.06397467
OG0000177,7.232037955,120.8729451,64.11236023,0.64481013,0.064039558
OG0003579,6.764139617,122.305791,74.75023677,0.830342542,0.064225912
OG0011101,12.46939199,421.5465467,70.60145104,0.037598041,0.064229852
OG0002505,12.20922839,2.241135957,17.73054569,1.541870177,0.064316041
OG0008112,5.246002233,3.507107223,70.54775949,2.826253166,0.064406535
OG0006627,8.048041043,46.06551511,58.20940198,0.999085918,0.064413135
OG0006454,7.931123009,0.471674772,5.958390436,3.297368235,0.064626475
OG0005080,8.015051641,14.34006463,41.88974884,0.93571979,0.064653317
OG0006599,7.344159632,40.13398294,363.0608973,0.791176652,0.064664532
OG0004252,5.191206693,122.458017,68.31212117,0.727817306,0.064699934
OG0011079,9.194006318,10.79990115,74.18081941,0.939862417,0.064739396
OG0010758,9.251212858,23.32676996,72.11718907,0.037789781,0.064890712
OG0002302,5.995870388,12.71223491,10.01638489,1.578866659,0.064939536
OG0009012,8.074864915,1.627205762,8.879787518,2.796306568,0.064942007
OG0001358,7.369268805,101.7540341,101.1583347,0.739179807,0.065039697
OG0002294,9.000868615,13.39808015,217.149318,0.892892988,0.065045209
OG0004636,7.543691922,18.32615664,65.18115647,0.84679774,0.065052739
OG0002255,7.891498755,53.47548517,71.0425858,0.037888412,0.065142787
OG0001891,6.78165819,40.65182332,12.28789024,0.037722707,0.065154289
OG0006500,5.335746695,1.759947209,6.748869533,2.689880919,0.06522017
OG0006079,7.224259844,0.778738481,11.60558962,1.61084285,0.065244762
OG0003094,9.125444399,1.853786685,41.13507181,1.748343788,0.065325633
OG0002516,7.862459359,159.7495418,78.9543713,0.037767563,0.065330814
OG0001976,8.201494628,0.791656927,9.442904261,1.709724845,0.065405818
OG0001461,11.77296281,0.942765821,11.04818174,1.481772782,0.065422887
OG0003188,6.697603176,70.33622277,76.63252004,0.629481666,0.065521618
OG0001538,7.707503264,154.1782903,70.28425068,0.037935893,0.065626899
OG0010975,8.903784607,368.3319977,287.6251068,0.852245711,0.06570624
OG0006659,7.8981826,18.81450705,118.7541618,0.637160605,0.065753562
OG0005566,8.551692147,28.44341219,10.47925274,0.037984724,0.065852602
OG0006796,7.48633708,17.12538146,132.2899908,0.680100836,0.065853027
OG0003451,9.277843987,0.927626466,10.65275512,1.434689066,0.065905431
OG0002063,8.420467708,12.30616952,10.14191999,0.038020988,0.065915183
OG0002057,8.642254883,2.54384972,57.23234776,1.683482497,0.065985015
OG0001496,9.458017296,27.36803153,15.56905349,0.038006943,0.066002322
OG0000154,5.620728455,68.76821583,40.26590582,1.179661737,0.066036581
OG0008463,9.094457307,41.0428084,68.68279561,0.716619789,0.066083942
OG0003271,5.954972309,51.1507216,50.05754133,0.990306323,0.066089254
OG0008434,6.641931251,0.521149914,7.79821308,2.324870855,0.066100923
OG0002995,7.742608442,7.838552612,76.67800456,0.952975915,0.066162984
OG0000808,9.338525103,37.60939332,106.7756915,1.738830008,0.066233883
OG0001464,11.78227385,18.25797375,110.3276189,0.808897903,0.066292101
OG0010570,8.605148103,91.41013335,69.94500513,0.037905828,0.066293003
OG0005812,5.165606705,411.257766,150.8541695,0.897603789,0.066300403
OG0002202,9.873463424,36.36355764,17.6144524,0.038077388,0.066366034
OG0006593,6.068573312,2.91235555,13.59071201,1.34884656,0.066421358
OG0004032,8.539629303,184.2970893,64.70932174,0.037984764,0.066473811
OG0006940,7.888095011,13.81102606,70.19971896,0.654751501,0.066503322
OG0004884,9.1157799,1.366254526,11.02829434,1.427029565,0.066527936
OG0005829,5.53481303,86.84274614,61.41424593,0.783158973,0.066565711
OG0008270,4.903616844,0.563136554,7.823565058,2.247950245,0.066739452
OG0006025,6.031865294,4.84586094,12.81646981,1.253030222,0.066759229
OG0003541,7.474835724,6.074684319,61.66589205,1.57278532,0.066848145
OG0009303,8.357218976,17.4591273,12.09715009,0.03805014,0.067047548
OG0006926,8.614856841,53.88755832,110.223213,0.669923864,0.067077829
OG0003260,6.528060347,301.3047417,999,0.759570524,0.067195562
OG0009961,8.390300976,101.3520785,90.79750163,0.03820279,0.067198016
OG0005837,9.586964041,1.289951949,4.893296122,4.629971701,0.06722487
OG0001646,8.442199788,28.45193205,91.38521533,0.803930836,0.067227604
OG0006674,6.723886402,1.805947157,9.617577369,1.656476026,0.067311611
OG0006332,4.210181927,35.09549911,55.08125219,0.670680714,0.067313867
OG0010967,7.681192777,2.831070453,28.78276744,1.081175722,0.067335466
OG0004688,7.860507953,10.48398101,220.7762077,1.045425617,0.067384873
OG0000831,10.91156619,16.41951706,50.94659929,0.742861668,0.067393484
OG0000981,8.297873267,57.23584281,72.66403049,0.644947417,0.067416756
OG0000422,7.448136189,119.7529856,61.31368874,1.080050028,0.0674882
OG0003632,7.577428189,220.3658878,75.04464245,0.038241682,0.067521635
OG0007203,8.00215172,39.34230521,8.379835415,0.038092676,0.067575073
OG0006384,6.093650834,1.610416862,8.897042304,1.835846449,0.067624479
OG0001671,7.577969545,183.3955433,271.2381605,0.751169925,0.067694214
OG0000657,12.56910106,2.454650216,51.23663626,2.18176066,0.067840286
OG0009062,5.686755077,82.70366048,196.6764688,0.714976798,0.067855646
OG0009689,6.497576309,33.08559079,154.0516422,0.661856225,0.067863381
OG0009056,7.360401735,0.479105651,9.174396257,1.59338461,0.067932503
OG0003397,7.289145285,11.89171388,57.17656471,0.66511326,0.067986574
OG0008508,9.972308578,0.641804362,10.33473829,1.431972037,0.068109925
OG0003348,6.199480281,15.41048994,64.45386706,0.832542025,0.068256995
OG0004710,7.514564411,28.46412205,9.576001467,0.038394779,0.068359725
OG0002549,7.623441567,42.10909743,11.22322529,0.038401535,0.068488209
OG0002508,6.125758214,20.44068656,61.90575923,0.932928579,0.068493539
OG0010692,10.80977504,16.19024672,73.44309344,0.66055912,0.068522705
OG0000079,10.84592163,19.02458348,12.69668786,0.038417004,0.068576428
OG0003597,7.772741206,9.240229752,57.29444174,1.21448231,0.06872616
OG0010577,7.421566077,19.85209745,13.80314705,1.073162475,0.068732098
OG0004013,4.256153995,144.1730592,53.8759989,0.873093214,0.068826932
OG0009134,8.685144559,24.47233744,65.54314,0.727496439,0.06887308
OG0003948,7.185341197,132.2283341,75.24599239,0.038477303,0.069006544
OG0008580,4.431250336,8.515415335,45.65741604,0.935708802,0.069016679
OG0002394,5.233478766,2082.127897,413.8035281,0.946076182,0.069061241
OG0004964,7.871531315,2.717637114,17.15162522,1.045401015,0.069088767
OG0002435,8.559760206,6.161462092,45.32205898,2.416306608,0.069189005
OG0005719,6.682075271,129.7884161,59.64998917,0.66753096,0.069257025
OG0003392,7.238964165,11.65333357,9.075058487,1.580694696,0.069297322
OG0008699,6.554571475,18.59180872,79.55409107,0.670841764,0.069322617
OG0008594,3.659791819,1.881940264,9.297663761,1.712219621,0.069457635
OG0005925,5.621548262,1.723749976,9.337235789,1.840000115,0.069587792
OG0000904,5.666092545,4.154068353,6.786638898,2.379895939,0.06960397
OG0002262,7.354693388,16.07745944,76.01928403,0.679936926,0.069651564
OG0002341,5.280070503,57.9823255,64.58127649,0.753768066,0.06968997
OG0001913,7.377391515,33.3497285,71.24281185,0.650958808,0.069723189
OG0007346,9.537954529,296.5460106,72.43290137,0.03866648,0.069932227
OG0004283,4.888141448,3.638579486,7.885478809,1.873270631,0.069987187
OG0001696,8.157591741,2.162287676,8.403727839,1.724526403,0.070079537
OG0003360,6.707290765,152.8033472,83.51527366,0.680853022,0.070190216
OG0005570,5.220346673,50.95841758,60.47448081,0.925544184,0.070364878
OG0001654,13.55536552,1.019747741,10.87979752,1.262374652,0.070398645
OG0003292,7.876903366,18.26893049,248.7738856,1.068355881,0.070572882
OG0010608,8.361027399,45.00262019,63.31000086,0.03873202,0.070591006
OG0000947,7.119190363,945.7421647,999,0.808130259,0.070734233
OG0006248,8.169335593,276.2394275,789.0113078,0.914430085,0.070737022
OG0010717,7.404442669,100.0740504,453.2606146,0.655711737,0.070900562
OG0000806,11.69347015,45.00438546,66.32605327,0.943934144,0.070936715
OG0010003,7.663561918,7.257405642,44.90326395,1.458777347,0.070970245
OG0007241,8.208886593,18.95798801,321.7638283,0.720822696,0.070987372
OG0003389,5.998242808,33.54121669,65.89544101,0.9555699,0.071016241
OG0004880,6.791603613,3.29428305,14.03114995,1.105733683,0.071038499
OG0008374,5.348272519,15.37773046,67.12346468,0.786301323,0.071090975
OG0005742,8.78071482,21.39141273,51.82788407,1.970357353,0.071100461
OG0002569,4.644914748,615.6742957,201.0253132,0.038686431,0.071145415
OG0009193,7.747844124,44.08420303,58.63241284,0.626573667,0.071165923
OG0004773,7.008915055,21.46827326,61.91255112,0.615058044,0.071240871
OG0008344,7.576222389,42.9934026,84.76269489,0.808723401,0.071246382
OG0004014,6.79116805,39.12184898,73.51191679,0.597697426,0.071273378
OG0005586,8.594477483,123.5528737,807.6243932,0.904102819,0.071331987
OG0000571,9.057127609,92.89373243,16.29918057,0.038740123,0.071334998
OG0001904,9.559088161,19.13741211,209.2460094,0.940620234,0.071355863
OG0010391,7.073538753,51.09141337,217.9566809,0.708817153,0.071428877
OG0010840,8.137619945,65.92413422,286.0306216,0.683927323,0.071597582
OG0002046,5.941282715,2.158007645,6.448356512,2.868636514,0.071692039
OG0009346,6.163416685,1.241203102,7.523435205,1.943265436,0.071721961
OG0009539,8.46366815,5.976938467,13.92828903,1.085240223,0.071727687
OG0004754,8.399745604,1.319652405,13.09592918,1.156033154,0.07196898
OG0000550,6.857924715,201.8466152,72.18289677,0.038810713,0.071988843
OG0000953,12.43484631,0.58656667,8.888205883,1.663088067,0.072027671
OG0007063,6.424609227,2.690133132,15.87230939,0.948339614,0.072054008
OG0000381,8.54541467,35.02773077,17.4211755,0.869169105,0.072083866
OG0004864,8.384489547,93.33858124,999,0.665800987,0.072141069
OG0005064,8.688043885,64.64074516,737.0719386,0.786372221,0.072155601
OG0001901,3.665137246,12.23868394,9.630291055,1.353375307,0.072169758
OG0002109,9.359950763,2.382448782,51.72718764,1.632216809,0.072223444
OG0008317,7.332064042,1.890879016,10.98850414,1.860630778,0.072224478
OG0007188,7.60643393,0.298090977,7.53291095,2.783003485,0.072315361
OG0006014,8.251153177,219.9808066,60.06811478,0.038850021,0.072365923
OG0006757,4.235900073,12.75635639,9.662124983,1.428628523,0.072370402
OG0008497,5.263577141,125.6704192,303.5373914,1.022910352,0.07239025
OG0000067,8.430057151,125.2772832,60.88294718,0.697283876,0.072522508
OG0005134,4.380448983,54.00308183,49.39703396,1.089547513,0.072663673
OG0009297,8.352395654,1.844317326,12.90913231,1.501341875,0.07267545
OG0004468,6.48474198,1.138692629,10.97963456,1.448317868,0.072841288
OG0005034,8.547784289,9.743654429,87.50674886,0.631902495,0.072868344
OG0004219,7.927653615,5.340435218,12.68869845,1.720555988,0.072868891
OG0008609,6.133272145,18.29489531,57.9655312,0.816611671,0.072883697
OG0004925,7.944807908,19.18379483,69.09099352,0.725801219,0.072895242
OG0010537,10.6537322,33.27309075,131.619185,1.126458913,0.072971518
OG0002330,12.80432035,0.667883382,8.128361461,1.724264007,0.073063922
OG0004660,7.301481911,9.275986747,27.30156629,0.776063044,0.073142793
OG0006364,6.473217292,254.9585719,999,0.631006184,0.073154634
OG0003246,6.873239845,110.61938,56.04883193,0.039117649,0.073200735
OG0002986,6.807896764,39.19548845,203.82903,0.664215848,0.073228689
OG0009783,8.250625736,55.41976796,25.52010331,0.815317855,0.073228841
OG0011009,8.940728609,189.2237206,68.87098887,0.039052907,0.073357797
OG0010551,4.79217856,2.200758432,8.145119043,1.659585739,0.073489691
OG0002564,13.31950223,4.724378819,70.7963561,1.154081286,0.073523329
OG0003617,8.905840887,179.5031916,688.0852352,0.77619754,0.073578086
OG0000878,9.276789243,415.972791,72.85451516,0.039190224,0.073668703
OG0005633,9.759601213,1.581705993,39.73492839,1.073042999,0.073674942
OG0000618,9.572239973,53.21028911,67.14312068,0.743148793,0.073702273
OG0001016,12.71978502,8.217126171,114.6200333,0.642503426,0.073802073
OG0001977,9.13929978,216.3309602,999,0.8503949,0.073995703
OG0004183,10.78155048,0.611924764,8.507825644,1.607612352,0.074144181
OG0000925,5.356584718,462.6903932,520.661994,1.026381436,0.07415738
OG0009205,6.579031693,21.04127774,201.1352042,0.921507352,0.07422053
OG0006130,6.625931651,48.45509349,58.7723083,0.665868846,0.074342349
OG0002563,8.170318209,25.5490401,69.58500897,0.632489443,0.074345928
OG0006817,6.688875255,2.149934214,7.856084396,1.684323649,0.074571228
OG0004654,7.835056006,25.00808373,5.743444233,0.039078437,0.074618124
OG0006317,8.211512974,7.384879785,173.5822356,2.122342962,0.074628289
OG0003033,9.656186265,594.2087361,999,0.794327678,0.074752596
OG0006676,9.409449172,12.64219047,244.6522527,1.172212055,0.07482345
OG0001061,9.850004184,1.152869614,7.626194721,1.703947619,0.074837171
OG0008467,4.44838336,18.21712321,28.5794132,0.998989841,0.074977051
OG0005608,3.375335021,49.26678183,57.35621541,1.360660692,0.074982503
OG0003620,7.967819428,96.91877239,78.6096427,0.03940513,0.07507843
OG0008876,6.759828455,16.71412548,67.88880341,1.179815113,0.075121877
OG0006033,5.730571203,0.602463589,5.548014868,2.699693156,0.075241293
OG0002248,4.718281927,13.87966178,6.677717451,2.071425516,0.075344586
OG0010250,8.444722101,86.90559719,62.02295421,0.039504419,0.07539854
OG0003540,7.889139432,12.9622333,69.78193196,1.096087853,0.07539971
OG0010811,8.144114389,185.4043445,999,0.722622709,0.075564888
OG0010647,8.655037872,23.20037794,119.6458301,1.174371168,0.075617769
OG0005445,4.632837363,3.210822651,8.962781102,1.53420323,0.075727431
OG0004374,12.26283763,0.418838686,6.441407866,2.17045403,0.075814415
OG0005435,9.832544799,61.30109491,79.76450391,0.039444877,0.075827756
OG0004727,8.370298463,32.4545313,203.4648416,0.630130988,0.075839581
OG0005968,4.85518767,6.072208082,7.668249491,1.680752564,0.075878243
OG0010429,7.295397035,28.5134363,128.8688293,0.672393061,0.075910554
OG0004103,6.288935774,96.45459056,60.40982128,0.705987251,0.07595642
OG0001872,4.717276403,110.9633359,69.81147593,0.686290066,0.075994164
OG0008365,4.673947351,17.07649042,57.00873169,1.956838683,0.076026822
OG0007269,7.554513013,7.517996205,5.866022874,0.039414176,0.076213633
OG0004207,7.516250107,27.9151509,55.15918433,1.555690907,0.076543337
OG0003621,8.56426403,28.63901418,224.3082143,0.924164844,0.076563438
OG0006042,4.65935071,23.98952912,77.99195601,1.349788724,0.076644028
OG0006361,4.589397156,261.7372511,999,0.816872484,0.076777314
OG0008060,2.971493683,7.011079702,7.503184663,2.107645444,0.076785863
OG0009740,8.014376109,0.40746779,8.536403837,1.425185762,0.076814433
OG0004763,8.036666611,13.50491948,113.5230251,0.644241282,0.076844724
OG0004492,6.627471498,5.116084373,86.39182064,1.774860769,0.076845697
OG0004813,6.991268146,3.961151002,140.755894,2.317888424,0.076923397
OG0001179,6.324796721,7.740152557,9.624047474,1.873119775,0.076940749
OG0010451,8.033416773,185.929231,56.23982383,0.039550549,0.076950035
OG0009343,7.389281633,41.57259896,337.1655582,0.662502038,0.077066473
OG0002521,8.832631118,140.9627572,999,0.837410075,0.077128461
OG0009044,7.736844584,83.21039627,127.6260315,0.788643012,0.077155291
OG0006456,7.016161983,16.55612398,93.48784924,0.6323006,0.07731997
OG0001984,6.240174031,103.121942,76.22370396,0.631644737,0.077359839
OG0000288,6.777019877,280.5339936,509.9494151,0.700939639,0.077420195
OG0000922,5.46459551,170.27944,206.7732809,0.827932136,0.077545451
OG0008804,4.862135369,8.378670786,16.33671217,0.844490273,0.077605358
OG0002281,6.406152653,183.8241487,68.12329387,0.039667155,0.077790525
OG0000007,10.21381995,22.73926768,49.86119349,1.256201878,0.077822106
OG0002512,7.602728042,19.21440526,89.58822478,1.001527991,0.077883118
OG0001008,10.17679608,774.5013936,799.9457402,0.749026378,0.077887008
OG0003317,7.80459652,12.38102737,14.63121877,0.039824809,0.07798455
OG0004631,4.024258205,75.97232134,60.79557539,0.651071664,0.078025902
OG0007189,8.654498139,13.45350656,165.4457327,1.630117746,0.078095023
OG0003358,11.72663619,175.0223624,999,0.736816972,0.078190386
OG0000800,9.311476238,6.815688561,10.25582834,1.116019579,0.078368295
OG0002598,9.549306081,84.18029514,49.3720427,0.796007288,0.078397094
OG0003116,2.729915931,126.2757175,65.71298226,0.726370304,0.078399987
OG0001312,6.375371582,14.82564446,43.20043601,1.026498212,0.07861305
OG0009473,10.35765507,41.14312025,177.9474216,0.761227871,0.078705237
OG0009362,6.134804903,103.9810501,999,0.896761707,0.078750038
OG0002777,8.489140808,55.44802312,10.40883205,0.039985998,0.078796661
OG0003567,7.760980072,112.5265296,378.7455104,0.618427254,0.078953817
OG0008213,4.537973296,129.1364119,65.89296567,0.576369527,0.07895721
OG0006795,8.59165506,110.3952799,71.84350485,0.039990349,0.079026518
OG0009491,7.526229137,1919.322012,999,0.621003516,0.07904179
OG0009118,8.706025941,90.1178576,999,0.81324399,0.079060151
OG0004249,9.560624952,40.15646398,374.2257906,1.11088023,0.079109155
OG0002532,6.647743549,17.58039962,212.386293,1.482425711,0.079218115
OG0010381,10.0299106,33.58196747,61.66826585,1.358056159,0.079290066
OG0000498,7.228264505,2.786907781,8.844444107,1.374131152,0.079348109
OG0003300,7.36528221,785.4272096,999,0.624860852,0.079425935
OG0009897,7.15387535,94.98149502,755.048839,0.823576924,0.079441072
OG0002003,7.202786591,55.62105212,80.86996741,0.623087036,0.079541027
OG0009110,8.074041064,0.608990003,7.213539577,1.665420721,0.079585978
OG0006350,7.05401584,0.507051109,7.765166858,2.394864079,0.079716405
OG0001091,6.21028755,37.86432594,64.42015147,0.668025109,0.079719806
OG0008772,5.431934307,1.346801272,8.800420987,1.308559524,0.079892978
OG0003476,9.384559321,14.60426279,66.72188883,0.962026895,0.08001006
OG0002029,3.854202927,36.06774398,12.31262133,1.226438528,0.080158928
OG0004345,5.646399869,80.26526341,53.26292291,1.017189691,0.080275965
OG0000321,6.271739955,171.5305327,67.46712848,0.649308303,0.080417066
OG0008596,4.058041328,73.94255128,70.07158281,0.593377341,0.080449384
OG0000965,6.301660337,7.367395752,7.304534559,1.653046775,0.080482272
OG0002276,12.99451055,190.3892145,410.74871,0.981403568,0.080508436
OG0009387,9.904512928,87.61408753,999,0.756059902,0.080514707
OG0008749,5.907088769,0.417520675,7.704275959,1.55388971,0.080528675
OG0004240,8.287098494,12.45959309,150.085293,1.076224529,0.080594155
OG0006846,6.449737115,40.24492666,61.91426782,0.680937286,0.080696435
OG0001182,10.4157178,145.0983819,999,0.9242853,0.080702105
OG0005647,4.378354977,28.57393879,74.75136329,0.606187881,0.080795901
OG0004514,8.543607109,12.08948623,75.6404786,0.62746987,0.080859623
OG0009811,8.210979826,394.4879214,74.76874296,0.040152483,0.080861955
OG0001399,8.5131549,9.626006269,62.56946235,1.373728308,0.080906897
OG0009593,8.033380084,1.053918351,7.138443403,2.1512774,0.08097834
OG0004553,8.441444381,319.5179896,937.8035915,1.047577452,0.081073948
OG0003616,5.530455632,236.6487475,58.37018141,0.040160586,0.081120352
OG0006668,7.770613615,285.8139274,999,0.599126232,0.081194923
OG0003401,7.9451382,330.8954355,999,0.692777859,0.081224211
OG0006268,10.86593289,6.646189874,49.77652194,1.050946883,0.081231517
OG0009284,8.124690676,83.10432228,999,0.647023314,0.081313075
OG0002985,6.040710955,34.87265089,59.29475798,0.706357775,0.081403786
OG0002039,8.671768034,11.33235394,58.06123243,2.039059053,0.081421999
OG0010495,6.61483271,51.1445692,13.07033222,0.0402432,0.081440694
OG0004597,5.808545527,284.6808339,843.1725888,0.710115005,0.081490998
OG0008554,7.83786802,506.9354195,999,0.728575068,0.081987906
OG0008758,8.949320534,10.13311111,68.26335566,1.163194968,0.082024133
OG0006198,4.425303278,90.0140761,62.08564335,0.574635502,0.082108508
OG0000348,11.44186363,49.62048854,263.6013727,1.105938864,0.082221781
OG0000672,8.27035849,48.69411553,15.40966826,0.040443786,0.082223839
OG0010314,8.032605473,38.18150057,61.68836501,0.65265087,0.082263969
OG0010523,7.841880737,4.854161412,89.41116569,1.081974698,0.082288776
OG0002575,5.589039802,102.2570361,65.52997769,0.040415851,0.082291742
OG0004369,7.3643903,133.9042015,607.2884314,0.784584084,0.082311686
OG0008971,5.797549284,34.22338053,386.7639325,1.127268676,0.082350359
OG0002893,3.059048094,88.57890716,202.6074701,0.639473054,0.082446393
OG0006156,5.340752696,77.52097073,999,0.818416147,0.08245977
OG0006848,9.775817237,1251.557781,999,0.691391403,0.082480512
OG0006758,5.381197176,22.45564574,71.14009283,0.635092544,0.082506769
OG0009513,9.438137682,132.1812849,734.7570417,0.965065378,0.082538435
OG0009466,4.979185391,5.32625394,6.045449704,1.967265972,0.082585166
OG0004195,9.916674497,14.23541742,152.825785,0.670938298,0.082635389
OG0003225,11.76174127,321.1429368,999,0.689184105,0.082707227
OG0009617,8.372898848,5.975458074,9.929662406,1.106197158,0.082737336
OG0006479,7.617311177,11.43882285,4.660200772,0.040137695,0.082821216
OG0003495,8.347956297,40.31805784,400.7991463,0.74088103,0.082944652
OG0006352,7.013324533,1056.78284,999,0.707964099,0.083242318
OG0007344,8.327909771,3.020635542,40.71229626,1.315144248,0.083311098
OG0006255,7.210753791,43.90634434,217.7920533,0.654417933,0.083425691
OG0009834,6.390896009,49.85517835,88.78056426,0.853579226,0.083480258
OG0001384,8.2491733,222.06631,470.7883836,0.599377534,0.083684715
OG0003367,7.972283078,1.898154197,5.302959141,2.428306083,0.083686023
OG0004361,4.784943121,14.09330912,73.71346013,1.017163168,0.083714039
OG0002285,9.436308215,318.1186712,999,0.709574757,0.083738122
OG0009595,4.257531749,46.91499247,68.13977982,0.63414205,0.083739735
OG0000527,13.15462203,11.00267702,92.33047218,1.080840807,0.083745505
OG0004533,6.654421438,132.9411922,30.25177499,0.040543858,0.08384535
OG0001389,9.247671945,25.38150958,64.34201385,0.623430887,0.083952048
OG0000896,11.0169118,17.87406077,70.74672691,0.615550313,0.083965173
OG0010517,8.607259481,12.90426298,71.02718837,0.922709125,0.083983497
OG0006965,6.375555018,0.55902624,5.995322297,2.03410468,0.084103973
OG0004585,6.061495629,26.4394329,73.7067751,0.667298589,0.084123323
OG0008879,8.001855856,0.50987338,6.964268459,2.220110999,0.084234386
OG0008803,6.730509304,126.9460289,845.6994515,0.792406063,0.084310781
OG0010422,9.815195386,61.13055652,999,0.937045735,0.084314318
OG0005714,8.194232187,3.872291222,51.77025915,1.431941555,0.084368913
OG0006113,8.969329049,1.596670805,8.852033771,1.236077244,0.084388441
OG0002596,6.22654091,1.308998431,6.147534325,2.026995277,0.084411193
OG0000181,7.842676633,37.17810363,7.872274421,0.040698483,0.084517167
OG0006851,8.229918535,67.05957412,13.01996977,0.04083905,0.084676674
OG0004738,5.664481727,35.90376565,73.51141223,0.555369598,0.08468583
OG0000585,7.523861255,3094.382529,700.5346491,0.596076133,0.084715361
OG0003574,6.771177934,1.535691485,8.146294981,1.349743895,0.085009548
OG0010843,12.55150208,21.4401139,74.71111772,0.632436603,0.085193441
OG0006072,10.38714587,0.454519965,7.079458157,1.499981584,0.085357776
OG0006123,6.598984635,0.437629021,5.69710366,2.01087098,0.085471335
OG0004558,7.248364341,99.30552894,618.4483316,0.871363915,0.085472484
OG0009772,9.124218882,13.42638377,76.4726981,0.567657412,0.085504409
OG0007183,5.422603188,34.76854028,62.24611334,0.808096756,0.085511183
