OG,Cnat_Orthofinder_input,Mcav_coral_only_denovo,Ofav_coral_only_denovo,Past_longest_proteome,Ssid_longest_proteome,Total
OG0011426,1,1,1,1,1,5
OG0011427,1,1,1,1,1,5
OG0011428,1,1,1,1,1,5
OG0011429,1,1,1,1,1,5
OG0011430,1,1,1,1,1,5
OG0011431,1,1,1,1,1,5
OG0011432,1,1,1,1,1,5
OG0011433,1,1,1,1,1,5
OG0011434,1,1,1,1,1,5
OG0011436,1,1,1,1,1,5
OG0011437,1,1,1,1,1,5
OG0011438,1,1,1,1,1,5
OG0011439,1,1,1,1,1,5
OG0011440,1,1,1,1,1,5
OG0011441,1,1,1,1,1,5
OG0011443,1,1,1,1,1,5
OG0011445,1,1,1,1,1,5
OG0011446,1,1,1,1,1,5
OG0011448,1,1,1,1,1,5
OG0011451,1,1,1,1,1,5
OG0011455,1,1,1,1,1,5
OG0011457,1,1,1,1,1,5
OG0011458,1,1,1,1,1,5
OG0011459,1,1,1,1,1,5
OG0011462,1,1,1,1,1,5
OG0011464,1,1,1,1,1,5
OG0011465,1,1,1,1,1,5
OG0011466,1,1,1,1,1,5
OG0011467,1,1,1,1,1,5
OG0011468,1,1,1,1,1,5
OG0011469,1,1,1,1,1,5
OG0011470,1,1,1,1,1,5
OG0011472,1,1,1,1,1,5
OG0011474,1,1,1,1,1,5
OG0011475,1,1,1,1,1,5
OG0011476,1,1,1,1,1,5
OG0011477,1,1,1,1,1,5
OG0011478,1,1,1,1,1,5
OG0011479,1,1,1,1,1,5
OG0011480,1,1,1,1,1,5
OG0011481,1,1,1,1,1,5
OG0011482,1,1,1,1,1,5
OG0011484,1,1,1,1,1,5
OG0011485,1,1,1,1,1,5
OG0011486,1,1,1,1,1,5
OG0011487,1,1,1,1,1,5
OG0011488,1,1,1,1,1,5
OG0011489,1,1,1,1,1,5
OG0011491,1,1,1,1,1,5
OG0011492,1,1,1,1,1,5
OG0011493,1,1,1,1,1,5
OG0011494,1,1,1,1,1,5
OG0011495,1,1,1,1,1,5
OG0011496,1,1,1,1,1,5
OG0011497,1,1,1,1,1,5
OG0011498,1,1,1,1,1,5
OG0011499,1,1,1,1,1,5
OG0011500,1,1,1,1,1,5
OG0011501,1,1,1,1,1,5
OG0011502,1,1,1,1,1,5
OG0011503,1,1,1,1,1,5
OG0011504,1,1,1,1,1,5
OG0011505,1,1,1,1,1,5
OG0011509,1,1,1,1,1,5
OG0011510,1,1,1,1,1,5
OG0011512,1,1,1,1,1,5
OG0011513,1,1,1,1,1,5
OG0011515,1,1,1,1,1,5
OG0011516,1,1,1,1,1,5
OG0011517,1,1,1,1,1,5
OG0011519,1,1,1,1,1,5
OG0011522,1,1,1,1,1,5
OG0011525,1,1,1,1,1,5
OG0011529,1,1,1,1,1,5
OG0011533,1,1,1,1,1,5
OG0011535,1,1,1,1,1,5
OG0011536,1,1,1,1,1,5
OG0011537,1,1,1,1,1,5
OG0011539,1,1,1,1,1,5
OG0011541,1,1,1,1,1,5
OG0011542,1,1,1,1,1,5
OG0011544,1,1,1,1,1,5
OG0011547,1,1,1,1,1,5
OG0011548,1,1,1,1,1,5
OG0011549,1,1,1,1,1,5
OG0011550,1,1,1,1,1,5
OG0011551,1,1,1,1,1,5
OG0011552,1,1,1,1,1,5
OG0011553,1,1,1,1,1,5
OG0011555,1,1,1,1,1,5
OG0011556,1,1,1,1,1,5
OG0011570,1,1,1,1,1,5
OG0011627,1,1,1,1,1,5
OG0011632,1,1,1,1,1,5
OG0011634,1,1,1,1,1,5
OG0011637,1,1,1,1,1,5
OG0011659,1,1,1,1,1,5
OG0011664,1,1,1,1,1,5
OG0011666,1,1,1,1,1,5
OG0011695,1,1,1,1,1,5
OG0011696,1,1,1,1,1,5
OG0011701,1,1,1,1,1,5
OG0011702,1,1,1,1,1,5
OG0011711,1,1,1,1,1,5
OG0011726,1,1,1,1,1,5
OG0011739,1,1,1,1,1,5
OG0011750,1,1,1,1,1,5
OG0011766,1,1,1,1,1,5
OG0011793,1,1,1,1,1,5
OG0011797,1,1,1,1,1,5
OG0011809,1,1,1,1,1,5
