OG,Cnat_1,Cnat_2,Cnat_3,Cnat_4,Cnat_5
OG0000654,541.249,137.611,368.371,262.45,128
OG0000655,5,4,28,3,0
OG0000656,30635.964,12522.088,32697.382,17698.268,4409
OG0000657,1215,625.002,1102,662,258
OG0000658,217,92,115,200,107
OG0000659,374,62,195.953,479.038,4
OG0000660,1539.814,1545,1730,1589,647
OG0000661,0,0,6,1,1
OG0000662,0,0,0,0,12.462
OG0000666,205.95,212,147.992,163,191.002
OG0000667,399.122,603.017,521.005,386.126,1355.925
OG0000668,440.403,86.514,455.939,719.468,68
OG0000669,137.89,48.1,92.466,73.259,168.999
OG0000670,4168.691,2109.809,4849.869,2845.901,1433
OG0000671,120,31,141,188.359,47
OG0000672,506,284,508,394,229.001
OG0000673,5,21,188,152,119.952
OG0000674,1,123,3,5,270
OG0000675,660.008,774,738,461.087,244
OG0000676,0,1,0,0,39
OG0000677,2,51.305,111.548,2.711,124.424
OG0000678,1839.172,1618,2368.001,1276.161,620
OG0000679,2,0,0,0,38
OG0000680,0,62.366,4,0,100.04
OG0000681,2523,2872.899,2154,1721,1215.672
OG0000682,1750.754,1378.426,1722.268,1226.975,368.259
OG0000683,0,113.303,0,2,156.479
OG0000684,236.439,414.602,291.009,243.887,544.466
OG0000685,323,1306,410.02,254,592
OG0000686,13,0,18,0,0
OG0000687,765.433,344.721,404.063,569.634,260.526
OG0000688,556,521,609,241,86
OG0000689,1177,976,1344,937.001,517
OG0000690,32,1416.353,14,23,1923.727
OG0000691,360,378,471,466,258
OG0000692,22,16,16,9,12.475
OG0000693,121.014,130.041,139,129.032,115.408
OG0000694,2599.923,2100.328,2196.623,1135.542,908.109
OG0000695,311.006,158.997,269,208.017,84.759
OG0000696,199,71,185.471,161,12.018
OG0000697,757.568,783.533,768.434,569.838,283.498
OG0000698,6779.373,1496.919,2960.006,9183.611,332
OG0000699,93,344,116.015,147.998,372.461
OG0000700,1,0,10,1,26
OG0000701,1506.937,1875.007,1053.752,1172.039,621.933
OG0000702,132.084,28,153.009,178,0
OG0000703,400,174,108,1845,100
OG0000704,2644,2106,2626.109,1490,1372
OG0000705,1,3,17,16,0
OG0000706,2469.905,1540.329,2725.321,1170,1420.235
OG0000707,271,410,294.768,220.921,358
OG0000708,1519.546,754,899.539,624,536.018
OG0000709,1,972.394,11,11.808,1367.455
OG0000710,668.998,589.818,896.821,375.988,187
OG0000711,3,463.423,4,11,415.803
OG0000712,2195.146,1222,1781.145,1211.001,985
OG0000713,287,708.104,313,548.575,1133.315
OG0000714,501,257.002,307,207.912,129
OG0000715,1157.002,973.197,1287.604,781,440
OG0000716,320.002,183.034,324,302.532,92.033
OG0000717,48,3,76,67,2
OG0000718,129,74,122,84,15
OG0000719,194.989,30.999,295.793,280.978,127
OG0000720,2011.383,3635.429,1614.916,1218.196,846.395
OG0000721,1107.97,345.785,1298,732,76
OG0000722,11464.912,5918.016,6286.114,3413.996,3859.545
OG0000723,683.015,1359.217,855,657.153,629
OG0000724,246,51,124.02,153,16
OG0000725,2258,1679.02,2421.091,1743.002,1644.395
OG0000726,5,1.463,7,10.071,1
OG0000727,10,72,17,15,54
OG0000728,868.643,789.462,500.942,414.046,233.813
OG0000729,289,506,234.01,134,229
OG0000730,54,137,199,97.925,171
OG0000731,98,89,114,41,8
OG0000732,595.212,395.403,552.388,474.737,159.086
OG0000733,5,9,9,4,187.001
OG0000734,379,286.285,384,117,170
OG0000735,379.508,546.998,239.002,572.003,133
OG0000736,0,6,0,1,11
OG0000737,42,7,45.002,15,0
OG0000738,0,105.83,0,3.006,112.107
OG0000739,1431,738.136,1294,441,361
OG0000740,29,4,15,12,2
OG0000741,93,10,89,100,188.484
OG0000742,0,393.48,3,2,424.584
OG0000743,9865.026,8477.138,12788.862,7836.01,3474.958
OG0000744,10,9,13,4,7
OG0000745,200.045,94,388.177,215,9
OG0000746,364,352,254,404,359
OG0000747,59,27,115.994,33,46
OG0000748,497,518,509.016,371,558.006
OG0000749,1355.904,1186.967,1629.366,934,333
OG0000750,89,82,66,75,9
OG0000751,100.728,12,86,163.219,0
OG0000752,232,211,187.572,109,59.999
OG0000753,165.003,73.934,129.305,54.331,24
OG0000754,222,197,241,222,82
OG0000755,41,71,37,31,23
OG0000756,52,6,39,39,4
OG0000757,73,106,119,20,35
OG0000758,375,327,381,463,36
OG0000759,235,334,316.989,197,218
OG0000760,1159.994,988,1308.993,691,305
OG0000761,29,92.079,22,2,40
OG0000762,3,1,1,1,5
OG0000763,11,0,9,16,1
OG0000768,0,41,0,0,30
OG0000769,23,111.803,18,28.949,160.152
OG0000770,52.192,86.39,58.022,25.006,3
OG0000771,0,47,2,6.075,115.986
OG0000772,4201.108,4287.933,4428.848,2920.008,3469.988
OG0000773,835.503,221.916,1282.999,1038.42,58.016
OG0000774,507.736,463.928,510.132,388.643,256.119
OG0000775,32.993,59.667,65,25,34.677
OG0000776,152,289,202.7,207.246,236
OG0000777,1,0,0,0,25
OG0000778,15,3,10,14.97,64
OG0000779,4,1201.991,12,10,1366.759
OG0000780,7,0,9,0,0
OG0000781,7,254.914,6.999,1.691,395.896
OG0000782,39,505.299,4,10,1197.524
OG0000783,11407.32,10630.168,15092.497,10088.58,5313.99
OG0000784,59,134,99,21989.58,1993.17
OG0000785,309,189.442,252.007,231.001,594.285
OG0000786,5,0,0,0,5.62
OG0000787,2,121.002,10,29,127
OG0000788,12808.076,7097.348,9112.177,4615.803,932
OG0000789,4679.702,2459.874,7542.039,4893.077,2494.59
OG0000790,171,69,276,38,18
OG0000791,25.845,18,46,63.033,14
OG0000792,45,157,99.889,41,23
OG0000793,60.748,106.325,58.49,126.672,187.614
OG0000794,204,198,141,203,33
OG0000795,140,33,209,191,37
OG0000796,1,934.362,2.998,11.995,1350.941
OG0000797,22.004,79,16,17,73
OG0000798,750.877,462.607,306.851,307.993,451.056
OG0000799,209,108,194,189,45
OG0000800,4,12,0,2,10
OG0000801,83,18,76,126,9
OG0000802,2,345.192,1,4,547.943
OG0000803,23,8,24,28,26
OG0000805,958.668,826,1052,412,183
OG0000806,133,23,110,53,14
OG0000807,0,886.974,5.186,10.494,1272.107
OG0000808,1139.862,930.724,1183.21,1001,1092.999
OG0000809,0,0,76,0,5
OG0000810,0,74,1,0,111
OG0000811,30.004,14,19,31,18
OG0000812,6,3,8,13,0
OG0000813,295,295,297,264,136
OG0000814,1592.067,1177.431,945.33,814.802,958.9
OG0000815,178.202,236.49,128,96.236,179.525
OG0000816,192.998,124,189.997,265,477.574
OG0000817,1359.006,1208,1300,1219.666,673.09
OG0000818,1018.457,173.076,236.149,113,0
OG0000819,8488.48,6627,8483,6849,2906
OG0000820,355,346,277,282,7219.549
OG0000821,467,381,472,442.01,520
OG0000822,0,16,0,0,16
OG0000823,6856,12250.596,4769.827,1755,1337
OG0000824,1456.994,1000,1663.465,1024,549
OG0000825,1502,1101.999,1373.999,1583.894,492
OG0000826,1950.144,1441.001,1807.09,1365,830
OG0000827,121.019,124.824,89.002,122.027,19.015
OG0000828,442,1057.011,508,292,306.388
OG0000829,441.003,328,380.036,513.045,96
OG0000830,2587.475,2019.452,1409.794,1309.605,2770.52
OG0000831,0,0,0,0,22
OG0000832,59.629,6,51,16.004,34
OG0000833,205,122,248.005,183,44
OG0000834,17.882,37.499,0,37.089,40
OG0000835,844,454,772,260,26
OG0000836,75.968,77.488,70.784,32.397,1
OG0000837,448.133,306,530,357.272,38
OG0000838,5122.14,5967.174,6835.831,5021.137,2183.202
OG0000839,802,1208,545,518.02,374
OG0000840,614.089,620.791,594.37,404,396
OG0000841,146,41,123,173,12
OG0000842,470,252,602,175,118
OG0000843,988.002,387.001,712.898,336,107
OG0000844,315.968,380,284,235,186
OG0000845,340,1724.056,691,260.936,159
OG0000846,9573.999,5125,9649,7023,1884
OG0000847,90,41.958,1077.954,44,14
OG0000848,4240.002,3146.073,4081.204,2052.999,2339.907
OG0000849,323,256.238,345,272,103
OG0000850,774.957,131.048,1595.112,502.375,0
OG0000851,231,104,68,512,66
OG0000852,11001.424,10801.352,10035.2,5602.307,2759.998
OG0000853,664,576.006,730,428.036,159
OG0000854,165,95,193,206,21
OG0000855,375,268,312,239,193.003
OG0000856,76,92,58,43,60
OG0000858,287,201,325.969,278.978,165
OG0000859,472,467,253,232,425
OG0000860,1,0,7,0,5
OG0000861,6,2,2,0,8
OG0000862,0,1,0,0,20.082
OG0000870,3399.458,2755.001,4392.249,3308.031,1700.782
OG0000871,678.004,921.256,869,790,832.002
OG0000872,197,660.143,220,276,796.02
OG0000873,0,1142.868,19,9,79.038
OG0000874,136,1114.403,92,143,152.931
OG0000875,376.922,302,458.397,356,249
OG0000876,48,110,1078,71,0
OG0000877,6438.96,5432.117,8283.997,4956.003,3195.022
OG0000878,6,16,10,12,18
OG0000879,439.909,110,292.965,84.841,57
OG0000880,12,41.106,37,18,359.111
OG0000881,5,6,9,10,19
OG0000882,1,1,1,0,11
OG0000883,0,10,0,0,16
OG0000884,0,0,0,0,16
OG0000885,73,61,1244.525,280.098,4
OG0000886,30,173.854,33.987,51,254.271
OG0000887,0,17,61,12,6
OG0000888,191.247,238,93.661,116.001,76.008
OG0000889,5491.108,4588.643,5632.576,4409.806,979
OG0000890,2,2,9,9.005,4
OG0000891,0,57.621,0,0,82.546
OG0000892,0,16.954,0,1,18.589
OG0000893,37,3,46,2,397
OG0000894,389,259,245.835,175,125
OG0000895,197,28,124,67,26
OG0000896,1,444.756,1,8,505.11
OG0000897,2425,1922.289,3610.202,2145.432,791
OG0000898,1092.41,951.602,1038.542,827.05,35
OG0000899,51,205.879,87,79,262.205
OG0000900,33,145,25,33,130
OG0000901,303.549,55.001,189.737,155,86.067
OG0000902,67,16,69,63,45
OG0000903,192,145,164,82,51
OG0000904,229.246,115,191.011,205,212.002
OG0000905,538,551,570.002,525.981,211
OG0000906,1041,666,1046.164,654,463
OG0000907,647,930.002,140,299,453
OG0000908,0,10,5.01,11,5
OG0000909,3001,714.797,1403.942,555,317
OG0000910,214,135,102.244,57,88
OG0000911,0,0,0,0,106
OG0000912,475,342,400,381,349
OG0000913,145.597,94.093,166.702,138.569,894.855
OG0000914,435.184,102.018,5547.564,555.652,61
OG0000915,135,26,42,64,8
OG0000916,999.003,276,1092.005,960,455
OG0000917,111.039,186.983,101.728,65.733,60.491
OG0000918,1675.692,1160.08,664.629,838.972,807.429
OG0000919,877.136,877.777,1051.748,705,387.758
OG0000920,3494.726,2843.712,4040.545,2561.199,1456.641
OG0000921,2,0,1,3,1
OG0000922,1658.82,114.876,1174.396,341.634,14
OG0000923,888,587,1029,507.9,481.034
OG0000924,48.959,0,3,2,2
OG0000925,1311,812,1791.96,1134.705,205
OG0000926,1794,4597,2397.012,3444.466,1591.001
OG0000927,1912.65,1186,1017.7,789,59
OG0000928,564.029,596.012,735,437.887,178.019
OG0000929,766,219,859,508,200
OG0000930,0,99.889,2,3,149.19
OG0000931,699.681,401.883,544.549,457.23,303.509
OG0000932,31,439.159,56,39,649.409
OG0000933,26,37,7,18,8
OG0000934,0,135.227,0,0,166.523
OG0000935,237.003,329,118,193.396,183
OG0000936,915.001,151,829,1207.026,8
OG0000937,26,87,85,20,61
OG0000938,0,190.011,2,1,243.006
OG0000939,155.521,310.991,35.002,130,46
OG0000940,0,7,1,2,5
OG0000941,160.048,25.081,124,163,28
OG0000942,188,21,256.989,147.258,4
OG0000943,224,165,152,137,11
OG0000944,1774.291,365,191,84,1988.873
OG0000945,681.71,451,794.852,438,196
OG0000946,58,164,120,28,25
OG0000947,475,419.619,602,549,272.189
OG0000948,4335.025,5665.117,5867.121,6147.091,861.73
OG0000949,163.709,2583.97,64,34,223.414
OG0000950,4412.1,2037.004,2637.101,3865.983,491.001
OG0000951,7653.279,5708.163,7217.66,4451.589,1309
OG0000952,72,124.74,65,35,75
OG0000953,0,357.008,4.995,3.563,388.926
OG0000954,405.999,348.801,472.997,258,80
OG0000955,2287.65,9285.636,4151.928,928,942.223
OG0000956,9842.001,8420.296,9385.718,7007.06,3949.996
OG0000957,55,203.606,29.987,29,342.473
OG0000958,2465,10315.833,3552.506,2409.388,1923
OG0000959,46.032,128,113,26,62
OG0000960,224,356,243,69,361.584
OG0000961,714.233,471,535,361,95.973
OG0000962,45.978,4,0,20,0
OG0000963,0,173,0,18,43
OG0000964,1497,677,2029.672,914.058,115
OG0000965,6676.324,6340.91,8118.441,4378.009,2197
OG0000966,718,1209.759,471,300,333
OG0000967,354.135,156,189,163,61
OG0000968,377,1313,956,207,971
OG0000969,281,74,531.033,187,0
OG0000970,1287,774,983,1161,291
OG0000971,926,918,1088,529,202
OG0000972,174,137,234,173,62
OG0000973,0,7,0,0,0
OG0000974,142.926,156.988,115,59,202
OG0000975,2254.951,2492.796,3100.901,2868.047,1325.65
OG0000976,16,14,5,8,3
OG0000977,46.393,9.775,59.563,86.009,1.121
OG0000978,1071.019,873,1124,485.997,155
OG0000979,226,504,218,86,480.686
OG0000980,7.015,18.01,13,19.543,12.014
OG0000981,8,144.703,10,8,64
OG0000982,284,140,221,219.772,71
OG0000983,27,25,13,16,27
OG0000984,2554,1402.913,1579,590,267
OG0000985,12,1,5,5,0
OG0000986,179,281,254,104,119
OG0000987,396,257,417,230,39
OG0000988,4197.857,2492.408,3605.691,2720.985,421
OG0000989,273,232,321,207,171
OG0000990,2133.186,1950,2486.525,1726.494,1359
OG0000991,903.91,512.913,563.097,516.989,174
OG0000992,630.404,409.452,753.853,427.305,177.759
OG0000993,188,160,135,234,70
OG0000994,68,88,85,48,27
OG0000995,70,120,87,61,132
OG0000996,20,16,43,21,10
OG0000997,883,247,1407.853,568,146
OG0000998,1,1,0,0,31.994
OG0000999,0,0,1,0,16
OG0001008,2,998.223,8,8,1038.038
OG0001009,0,20,0,0,30
OG0001010,8198.017,5881.602,8625.884,6059.48,2013.67
OG0001011,333.998,91.009,267,399.983,269.277
OG0001012,0,11.1,0,0,20.358
OG0001013,2,0,0,0,28
OG0001014,64,12,79,82,31
OG0001015,54.911,13,95,81,6
OG0001016,163,119.086,218,474.918,16
OG0001017,2,3,1,0,23
OG0001018,13,12,17,23,34
OG0001019,22,7,31,57,15
OG0001020,3,3,15,1,1
OG0001021,1,13,38.003,4,0
OG0001022,249.036,55.001,167,286.205,18
OG0001023,2,58.806,50,20,106.472
OG0001024,24,39.687,15,39,28.177
OG0001025,16,15,1,0,72
OG0001026,7,552.477,6,3,922.34
OG0001027,54,43.519,49,80,86.743
OG0001028,406.012,543.009,389.224,225.984,135.002
OG0001029,8,3950.911,16,52.571,5055.187
OG0001030,2,0,1,0,47
OG0001031,0,4,0,0,17.003
OG0001032,116,166,117,153.014,209.6
OG0001033,81,80,72,47,66
OG0001034,4538,3454.013,4548.006,3589.436,2177.156
OG0001035,1740.019,932,1374.075,1038.001,426
OG0001036,20,5,284,62,1
OG0001037,263.515,445.532,268.103,183.201,53.284
OG0001038,89.999,95.618,128.999,58,616.892
OG0001039,444,97,570.263,624.567,25
OG0001040,37,83,30,122,4
OG0001041,5805.547,5908.002,6548.951,5176.745,3320.645
OG0001042,58,94.269,82.067,67.138,199.584
OG0001043,1004.953,1921.038,1266.372,672.993,1478.965
OG0001044,245,200,337,245,201
OG0001045,757.992,763,760.992,527,178
OG0001046,0,63.481,1,0,62.095
OG0001047,118,191,154,209,197
OG0001048,16,5,35.006,37,2
OG0001049,0.999,224.61,0,0,285.952
OG0001050,85,36,95,9,1596.461
OG0001051,38,13,19,4,3
OG0001052,262,291.001,162.001,106,295
OG0001053,34,22,5,16,3
OG0001054,126,101,78,56,85.437
OG0001055,165,112,204,60.169,44
OG0001056,134,43,89,73,30
OG0001057,56,31,40,29,15
OG0001058,803.433,483,801.232,665.456,333.941
OG0001059,3,0,0,0,31
OG0001060,1,40,5,6,9
OG0001061,215.372,48,250.005,71.174,155.437
OG0001062,238,40,260,264.014,2
OG0001063,63,75,53,46,20
OG0001064,0,53.756,0,0,69.151
OG0001065,29,28,83,55,32
OG0001066,298.025,100,197.024,227,56
OG0001067,136,118,104,129,94
OG0001068,324,188.996,357,198,48
OG0001069,65,564.724,74.478,92,687.109
OG0001070,318.834,168.189,105.78,73.008,67
OG0001071,14,10,26.421,74.024,20.856
OG0001072,1113.001,749.002,1033.073,749,837
OG0001073,11,46,30,30,27
OG0001074,109.655,20,97.029,146.223,0
OG0001075,2952.001,2004.042,4969.272,2761.015,1928.993
OG0001076,301.598,255.919,370.345,339.942,148
OG0001077,50,6,47,98.109,0
OG0001078,4,1624.844,11.346,28.999,2410.206
OG0001079,310,304,199,125,321
OG0001080,26,415.373,53.066,47.897,480.834
OG0001081,27.079,55,30,22,62
OG0001082,13,416.002,341.109,386,1
OG0001083,662,744.004,900.123,634,332
OG0001084,36,10,39,31,10.003
OG0001085,57,17,76,110,0
OG0001086,121.65,112.037,151.053,159.111,114.198
OG0001087,0,98.701,0,1,141.567
OG0001088,499,419,649,730.999,360
OG0001089,130.989,62,157.99,98.355,28
OG0001090,1092.299,560.549,1158,1325,52
OG0001091,1,98.878,0,2,155
OG0001092,405,610,418,336,166
OG0001093,78,86,76,63,70
OG0001094,1715.633,321.999,326,318,376
OG0001095,104,82,105.117,118,16
OG0001096,0,30,0,0,93
OG0001097,168.959,80,71,73,7
OG0001098,60.038,144.381,38.519,161.802,53
OG0001099,133,323,126,117,167
OG0001100,2,557.153,2,7,977.977
OG0001101,238.875,178.427,233.476,191.097,79.297
OG0001102,10,9,17,27,2
OG0001103,15,257.717,11,15,459.416
OG0001104,4,1,4,9,97.007
OG0001105,561,508.432,675,376,142.95
OG0001106,716.631,615.804,1911.3,463.224,293.354
OG0001107,320.388,135.877,214.002,99.089,63.337
OG0001108,985.533,707,864,702,234
OG0001109,169,64,96,48,12
OG0001110,372.309,204.335,281.721,225.81,81
OG0001111,213,311,200,144,107
OG0001112,103.361,56,136,114.001,16
OG0001113,184,219,250,233,35
OG0001114,1447.27,943.266,1440.863,1111.389,313
OG0001115,221,123.271,193,302,302.996
OG0001116,697.507,190,430,707.996,136
OG0001117,26,16,64,65,0
OG0001118,0,0,15.889,13.26,0
OG0001119,4500.007,3571.011,4443,3520.025,1393.007
OG0001120,197,190,160,124,126
OG0001121,260,171.001,250.668,205,44
OG0001122,3016.945,2003.797,3071.146,2250.804,1656
OG0001123,553,242,639.486,500,123
OG0001124,98,63.327,104,30,0
OG0001125,0,203,0,5,237
OG0001126,569.07,169,413,347.971,60
OG0001127,604,511,624,378.698,473
OG0001128,98,125.82,83.189,67.786,147.45
OG0001129,1334.772,1160.075,1417.583,1324.507,796.475
OG0001130,699.065,98.173,218.65,229.879,11
OG0001131,801.045,658,687.215,676,446.961
OG0001132,84.021,386,189.358,131,190.005
OG0001133,273,71,265.999,226.998,102
OG0001134,280,87,187,135,8
OG0001135,4,1106.995,5,9,5
OG0001136,465,285,460,400,232
OG0001137,302.621,107,142,178,63
OG0001138,46,11,26,11,9
OG0001139,849,1000.001,1012,661,659
OG0001140,0,28.705,0,1,31.741
OG0001141,113,255,317,101,83
OG0001142,22,31,23,9,8
OG0001143,1,53,0,1,109
OG0001144,267.611,164,251.996,296,161.916
OG0001145,2495.928,1668,2821.545,2263.123,782.833
OG0001146,417,406,495,687.015,386
OG0001147,788.211,453.121,1088.2,844.586,251.044
OG0001148,1345,1027,1166.035,1549.957,621
OG0001149,1575.001,1327.846,2264.04,1561,514
OG0001150,357,319,400.2,345,129
OG0001151,0,63.018,0,0,101.29
OG0001152,42.491,14.295,6.327,29.724,2.627
OG0001153,404.641,263.395,226.111,1047.121,93.057
OG0001155,8116.973,8144.443,7865.207,5630.002,3223
OG0001156,155.01,49,75,46,3
OG0001157,351,216,375.992,261,33
OG0001158,5,6,6,5,3
OG0001166,6,6,7,1,9.003
OG0001167,1,0,40,0,0
OG0001168,0,5,1,0,4
OG0001169,2,927.81,5,19,1723.066
OG0001170,0,103.65,1,2,154.832
OG0001171,139,291,160.59,282,401
OG0001172,3,1648.544,14,18,1993.266
OG0001173,262,147,225,275,44
OG0001174,305,419,293,198,165
OG0001175,0,188.718,0,1,190.514
OG0001176,5,308.866,5,1,353.895
OG0001177,6,1480.492,12,13,2026.386
OG0001178,665.002,760.999,703,366,130
OG0001179,2,2,1,0,56
OG0001180,1,0,0,0,20
OG0001181,133,119.996,139.009,91,62
OG0001182,2,12,0,0,32
OG0001183,268,241,243,390,150.999
OG0001184,4,0,0,2,2
OG0001185,3612.233,2367.401,3957.618,2324.394,1102.258
OG0001186,209,191,291,176,99
OG0001187,0,0,0,0,21
OG0001188,4,0,1,0,76
OG0001189,39,156,10,3,7
OG0001190,22,21,21,26,40
OG0001191,1,1,0,0,937.093
OG0001192,30,30,19,23,55
OG0001193,175,54,112,416,46
OG0001194,1,103.882,2,1,168.943
OG0001195,170,195,191.01,213,176
OG0001196,38,79,39,27,10
OG0001197,3,1,1,0,47
OG0001198,99,51,86,37,13
OG0001199,1,0,73.604,3,0
OG0001200,23012.806,19772.128,29821.957,40758.335,2213
OG0001201,61,65,47,45,51
OG0001202,74,30,33,15,16
OG0001203,448.504,338,186,192,223
OG0001204,2,4,56,49,0
OG0001205,9446.803,5076.014,7839.011,6174.94,1374
OG0001206,91,1210.893,111.043,145.001,1663.806
OG0001207,53.657,11,256,81.691,0
OG0001208,0,364.182,7,6.025,434.989
OG0001209,4,2,46,23,0
OG0001210,1051.717,649.677,674.366,697.547,246
OG0001211,3,0,0,0,70
OG0001212,51,23,8,88,2
OG0001213,6,671.013,3,11,826.818
OG0001214,3771.155,1734.001,2864,1606,524
OG0001215,3,1,0,1,25
OG0001216,224.067,1050.776,362.341,197.023,1156.002
OG0001217,1329,256,711,1430,137
OG0001218,5,1163.263,9,15,1416.717
OG0001219,47.074,17.068,44.002,47.941,0
OG0001220,15,5428.708,43,54,7080.099
OG0001221,51.785,12.756,43.021,239.631,40.999
OG0001222,0,0,6,3,0
OG0001223,88.002,101,136,53,22
OG0001224,0,173.802,1,0,239.905
OG0001225,210.065,567.828,180.041,204.296,975.498
OG0001226,2,1138.544,9,13.597,1238.948
OG0001227,218.999,129,285,64,14
OG0001228,11,7,6,6,4
OG0001229,16,1,11.006,18,19
OG0001230,4276.871,2837.676,4150,3655.305,1639.689
OG0001231,176,34,141.027,168,2
OG0001232,1,22,0,2,41
OG0001233,0,127.005,0,5,175
OG0001234,9,1,4,2,119.011
OG0001235,0,299.163,3,3,331.465
OG0001236,82,45,71,89,110
OG0001237,73,141,143,96,189
OG0001238,166.007,91.001,107,132,67
OG0001239,3763.889,4223.084,3701.019,4587.89,20297.217
OG0001240,3,186.593,1,1,322.137
OG0001241,207,95,534.622,134,117
OG0001242,87,139,85.012,35,69
OG0001243,106,96,101,51,79
OG0001244,2,260.641,5,5.009,397.048
