OG,Cnat_1,Cnat_2,Cnat_3,Cnat_4,Cnat_5
OG0019789,0,46,1,1,53
OG0019790,0,8,0,0,23
OG0019791,1,0,0,0,55
OG0019792,3,1,1,1,30
OG0019793,0,4,0,0,4
OG0019794,2,2,0,0,15
OG0019795,0,4,0,0,7.999
OG0019796,0,18.967,0,0,25.873
OG0019797,0,11,0,0,15
OG0019798,1,119,0,2,105
OG0019799,3,0,0,0,22
OG0019800,0,90,0,3,110
OG0019801,4,0,0,0,20
OG0019802,0,15,0,0,15
OG0019803,0,65,0,2,72
OG0019804,0,30,0,0,36
OG0019805,0,9,0,0,9
OG0019807,0,8,0,0,11
OG0019808,1,0,1,0,18
OG0019809,2,1,2,5,2
OG0019810,0,133,1,0,150
OG0019811,0,43,0,0,37
OG0019812,1,293,3,3,335.782
OG0019813,0,3,0,0,10
OG0019814,0,8,0,0,9
OG0019815,0,152.837,1,1,163.881
OG0019816,1,143,1,2,181
OG0019817,0,91.69,0,0,97.674
OG0019818,0,115,0,0,95
OG0019819,0,1,0,1,44.473
OG0019820,0,13,0,0,8
OG0019821,22,0,2,1,2
OG0019822,0,32,0,0,39
OG0019823,0,20.141,0,1,21.091
OG0019824,0,10,0,0,11
OG0019825,0,47,1,0,35
OG0019826,0,28,0,0,31
OG0019827,0,56,0,2,59
OG0019828,0,40,0,0,64
OG0019829,1,92,0,1,94
OG0019830,0,0,1,0,18
OG0019831,0,11,0,0,20
OG0019832,0,16,0,0,17
OG0019833,0,27.998,0,0,33
OG0019834,0,32,0,0,15.778
OG0019835,0,10,1,0,24
OG0019836,0,44,0,0,51
OG0019837,0,34,1,0,31
OG0019838,31,3,21,20,0
OG0019839,2,0,4,1,0
OG0019840,0,173,0,1,215
OG0019841,0,17,0,0,20
OG0019842,0,15,0,0,11
OG0019843,0,5,0,0,0
OG0019844,0,5,0,0,0
OG0019845,1,0,0,0,43
OG0019846,0,5,0,0,1
OG0019847,0,48,0,0,22
OG0019848,0,109.152,0,0,114.48
OG0019849,0,1.228,0,2,4.347
OG0019850,0,14.772,1,1,10.653
OG0019851,0,5,0,0,14.719
OG0019852,0,13,0,0,10
OG0019853,0,40,0,0,65
OG0019854,0,91,1,1,98
OG0019855,0,7,0,0,15
OG0019856,0,0,1,0,14
OG0019857,0,10.36,0,0,15.489
OG0019858,0,12,0,0,18
OG0019859,0,8,0,0,14
OG0019860,22,147,15.078,27.014,153
OG0019861,0,13,0,0,9
OG0019862,0,7,0,0,3
OG0019863,1,20,0,0,39.012
OG0019864,0,9,0,0,28
OG0019865,0,45,1,0,36
OG0019866,1,14,0,0,25
OG0019867,2,144,2,2,239
OG0019868,0,418,3,6,377
OG0019869,0,71,0,1,123
OG0019870,0,62,0,0,83
OG0019871,2,0,0,0,8
OG0019872,1,0,0,0,25
OG0019873,0,4.345,0,0,2.981
OG0019874,0,10,0,0,8
OG0019875,0,90,0,0,98
OG0019876,0,21,1,0,37
OG0019877,0,46,0,1,47
OG0019878,2,6,3,3,0
OG0019879,0,31,0,0,32
OG0019880,0,447.312,5,11,537.99
OG0019881,0,2,0,0,7
OG0019882,0,47,0,0,40
OG0019883,1,268.641,1,2,269.454
OG0019884,1,47,0,0,60
OG0019885,0,20,0,0,21
OG0019886,0,60,1,0,53
OG0019887,0,0,1,0,24
OG0019888,0,6.853,0,0,15.774
OG0019889,0,18.479,0,0,24.287
OG0019890,0,21,0,0,22
OG0019891,0,16.141,0,0,16.909
OG0019892,0,26,0,0,50
OG0019893,150.001,31.001,166,182,0
OG0019894,0,5,0,0,8
OG0019895,0,0,9.997,0,0
OG0019896,0,3.067,0,0,8.979
OG0019897,0,4,0,0,6
OG0019898,1,0,0,0,11
OG0019899,1,70,0,1,125
OG0019900,0,41,0,0,54
OG0019901,0,41.808,0,0,65.146
OG0019902,1,121,0,6,152
OG0019903,0,34.806,0,1,50.992
OG0019904,0,1,22,0,0
OG0019905,0,35,0,0,24
OG0019906,0,65,0,0,33
OG0019907,11.847,0,6,0,1
OG0019908,0,34.873,0,0,50.451
OG0019909,0,3,0,0,6
OG0019910,0,8,0,0,19
OG0019912,0,11,0,0,13
OG0019913,0,17,0,0,18
OG0019914,1,56,2,1,60
OG0019915,0,7,1,0,0
OG0019916,0,32,0,0,21.7
OG0019917,0,11,0,0,7
OG0019918,0,193,0,0,154
OG0019919,0,0,28,0,0
OG0019920,0,14,0,0,16
OG0019921,0,24.999,0,1,29.909
OG0019922,0,26,0,0,26
OG0019923,0,379.25,3,7,471.852
OG0019924,0,0,0,0,18
OG0019925,0,8,0,0,7
OG0019926,0,230,1,2,266
OG0019927,0,28,13,1,0
OG0019928,0,16,0,1,20
OG0019929,1,66,1,0,78
OG0019930,1,16,0,0,13
OG0019931,0,94,0,2,109
OG0019932,0,77,0,1,59
OG0019933,0,111,1,0,129
OG0019934,0,0,0,0,50
OG0019935,5,10,6,3,1
OG0019936,0,17,0,0,33
OG0019937,0,31,0,1,36
OG0019938,0,16,0,0,9
OG0019939,11,0,9,18,0
OG0019940,0,0,12,0,0
OG0019941,1,0,22,0,0
OG0019942,0,93,1,0,94.405
OG0019943,0,118.949,1,3,167
OG0019944,1,411.874,3,7,421.13
OG0019945,0,15,0,0,6
OG0019946,0,10.586,0,0,8
OG0019947,0,90,1,0,76.621
OG0019948,0,20,1,0,20
OG0019949,0,8,0,0,12
OG0019950,0,13,0,0,18
OG0019951,0,43,0,0,56
OG0019952,3,492,1,4,445.969
OG0019953,0,0,0,0,28
OG0019954,0,80,1,1,0
OG0019955,3,0,11,1,0
OG0019956,0,102,0,2,111.976
OG0019957,0,4,0,0,14
OG0019958,0,13,0,0,16
OG0019959,0,37,0,0,21
OG0019961,0,193.007,4,5,223.009
OG0019962,0,5,0,0,6
OG0019963,0,4,0,1,0
OG0019964,0,18,0,0,32
OG0019965,0,0,37,0,0
OG0019966,2,194,4,2,228
OG0019967,0,120,1,1,130
OG0019968,2,0,0,0,20
OG0019969,0,27,0,0,45.002
OG0019970,0,10,0,0,11
OG0019971,0,12,0,0,13
OG0019972,76,13,75,169.002,1
OG0019973,0,3,0,1,10
OG0019974,0,78,0,0,65.195
OG0019976,0,46,0,3,72
OG0019977,0,180,2,1,301.999
OG0019978,0,6,0,0,7
OG0019979,3,3,3,0,2
OG0019980,2,1,0,0,6
OG0019981,0,198.758,1,1.128,193.648
OG0019984,0,0,0,0,13
OG0019985,2,0,1,0,33
OG0019986,0,17,0,0,34
OG0019987,36,3,23,40,0
OG0019988,3,0,0,0,19
OG0019989,0,10,0,0,17
OG0019990,0,16.68,0,0,18.836
OG0019991,0,17,0,0,13
OG0019992,0,58,0,0,70.873
OG0019993,0,47,0,0,54
OG0019994,0,60,1,0,52
OG0019995,0,9.299,0,1,11.778
OG0019996,0,3,0,0,7
OG0019997,0,30,0,0,48
OG0019998,1,0,0,0,28
OG0019999,0,9.805,0,0,12
OG0020000,0,21,0,0,12
OG0020001,0,18,0,0,26
OG0020002,0,4,0,0,7
OG0020003,0,13,0,1,21
OG0020004,0,40,0,1,66
OG0020005,0,13,0,0,17
OG0020006,0,0,2,0,5
OG0020007,0,48,0,0,72
OG0020008,3,0,0,0,18
OG0020009,0,1,16,1,0
OG0020010,0,64,0,0,49
OG0020011,5,1,15,12,2
OG0020012,1,5,35,8,0
OG0020013,13640.88,4193.069,8048.836,10778.812,1881
OG0020014,0,181,3,2,150
OG0020015,1,56,1,1,90
OG0020016,0,40,1,0,55
OG0020017,5,0,1,0,24
OG0020018,0,28,0,1,82.69
OG0020019,0,256,3,1,249
OG0020020,0,3,0,0,14
OG0020021,0,21,0,0,22.991
OG0020022,0,48,0,0,48
OG0020023,0,44,0,1,53
OG0020024,0,14,0,0,11
OG0020025,3,0,0,0,13
OG0020026,0,15,1,0,19
OG0020027,3,0,0,0,9
OG0020028,0,4.999,0,0,18.999
OG0020029,1,0,1,0,6
OG0020030,0,138,0,1,124
OG0020031,0,16,0,0,30
OG0020032,0,17.02,0,0,21
OG0020033,0,64,1,0,134
OG0020034,0,1,14,3,0
OG0020035,0,16.769,0,0,8.461
OG0020036,0,0,0,0,9
OG0020037,19,4,30,28,0
OG0020038,1,0,0,0,17
OG0020039,0,3,0,0,4
OG0020040,0,20,0,0,31
OG0020041,0,104,0,1,116.871
OG0020042,0,14,0,0,17
OG0020043,0,0,15,1,0
OG0020044,0,246,1,5,229.333
OG0020045,0,37.312,0,1,39.536
OG0020046,1,0,13.908,0,2
OG0020047,0,193,2,3,254
OG0020048,0,0,0,0,23
OG0020049,0,4,0,0,2
OG0020050,0,25,1,2,37
OG0020051,4,2,6,7,0
OG0020052,10,1,2,11,0
OG0020053,0,36,0,0,72
OG0020055,0,0,14,0,0
OG0020056,0,5,0,0,2
OG0020057,0,114,0,2,104
OG0020058,0,24,0,1,22
OG0020059,0,7.006,0,0,11.717
OG0020060,0,4,0,0,2
OG0020061,0,62,0,0,71
OG0020062,0,63,1,0,101.001
OG0020063,0,10,0,0,57.001
OG0020064,0,0,20,1,0
OG0020065,1,0,4,0,13
OG0020066,0,29.841,0,1,38.679
OG0020067,0,20,0,0,20
OG0020068,0,5,0,0,14
OG0020069,0,10,0,0,20
OG0020070,0,26.481,0,0,21.133
OG0020071,1,0,0,0,13
OG0020072,0,143,1,2,199
OG0020073,0,3,0,0,4
OG0020074,1,0,1,0,24
OG0020075,0,8,0,0,14
OG0020076,0,4,0,0,4.849
OG0020077,0,77,1,2,93
OG0020078,0,4,0,0,5
OG0020079,0,71,3,1,102
OG0020080,5,0,2,1,0
OG0020081,0,4,0,0,6
OG0020082,0,15,0,2,28
OG0020083,0,13.359,0,2,9.501
OG0020084,1,0,0,0,11
OG0020085,0,274,3,2,252
OG0020086,0,42,1,0,57
OG0020087,2,0,1,1,1
OG0020088,0,37,0,0,38
OG0020089,1,1,0,0,8
OG0020090,0,11,0,0,11
OG0020091,0,88,0,1,77
OG0020092,56,10.397,24,57,12.249
OG0020093,0,12,0,0,9.776
OG0020094,0,103,1,1,194
OG0020095,0,164.664,0,0,174.841
OG0020096,0,15,0,1,29
OG0020097,0,96,2,0,104
OG0020098,1,0,9,0,0
OG0020099,2,7,1,2,4
OG0020100,1,0,16,0,0
OG0020101,0,79,0,0,79
OG0020102,13,0,15,0,1
OG0020103,0,0,0,0,10
OG0020104,0,36,0,2,65
OG0020105,1,0,3,0,4
OG0020106,0,44,0,0,37
OG0020107,4,0,4,6,0
OG0020108,0,12,0,0,18
OG0020109,62,14,78,115,0
OG0020110,0,124.972,1,7,126.996
OG0020111,0,30,0,0,37.745
OG0020112,1,71.89,5,2,106.113
OG0020113,1,8,0,1,3
OG0020114,9,8,3,3,3
OG0020115,1,51,0,0,47
OG0020116,27,8,34,40,0
OG0020117,0,34,1,0,43
OG0020118,0,11,0,0,14
OG0020119,2,1,34,3,0
OG0020120,0,0,0,0,6
OG0020121,3,0,0,0,6
OG0020122,0,0,0,0,11
OG0020123,0,16,0,0,9
OG0020124,0,22,0,0,27
OG0020125,0,0,0,0,11
OG0020126,0,20,0,0,37
OG0020127,8,1,2,11,0
OG0020128,0,16,0,0,17
OG0020129,0,5,0,0,7
OG0020130,0,2,0,0,5
OG0020131,0,1,0,0,4
OG0020132,0,58,0,0,54.995
OG0020133,0,7.918,0,0,6.798
OG0020134,0,17,1,0,17
OG0020135,0,20,0,0,31.64
OG0020136,0,3,0,0,5
OG0020137,0,24.348,0,0,24
OG0020138,0,14,0,0,3
OG0020139,0,19,0,0,40.67
OG0020140,0,48,0,1,57
OG0020141,0,10,0,0,11
OG0020142,0,27,0,0,61.532
OG0020143,0,0,8,1,0
OG0020144,0,84,0,0,82.311
OG0020145,0,132,1,0,166
OG0020146,0,63,0,1,89
OG0020147,12,2,29,32,0
OG0020148,0,3,0,0,6
OG0020149,0,39,0,0,50
OG0020150,0,32,0,0,29
OG0020151,0,9,0,0,12
OG0020152,0,27,0,1,39
OG0020153,0,52,0,1,52
OG0020154,0,0,0,0,25
OG0020155,0,18.891,0,0,61.003
OG0020157,0,266,0,0,376
OG0020158,0,34,0,0,40
OG0020159,0,171,1,1,158
OG0020160,0,10.889,0,0,8.891
OG0020161,0,0,0,0,5
OG0020162,0,17,0,0,22
OG0020163,1,2,0,0,23
OG0020164,0,44,0,1,70
OG0020165,0,14,0,0,22
OG0020166,0,32,0,0,57
OG0020167,0,59,0,1,71
OG0020168,0,20,0,0,22
OG0020169,0,0,2.001,0,6.009
OG0020170,0,27.209,0,1,17.782
OG0020171,0,158,0,2,180.823
OG0020172,0,365,3,4,385
OG0020173,0,24,0,1,13
OG0020174,0,0,4,0,19
OG0020175,67,27,76,42.932,8
OG0020176,0,25,0,1,37
OG0020177,0,119,1,1,122.992
OG0020178,0,12,0,0,20
OG0020179,0,59,0,0,60.821
OG0020180,0,37,0,0,31
OG0020181,0,7,0,0,5
OG0020182,1,0,2,0,1
OG0020183,1,69,1,0,92
OG0020184,0,12,0,0,24
OG0020185,0,2,0,0,28
OG0020186,0,45,0,0,44
OG0020187,2,0,0,0,51
OG0020188,0,42.838,0,0,68.999
OG0020189,0,13,0,0,23
OG0020190,0,9,0,0,17
OG0020191,0,19,0,0,26
OG0020192,0,24,1,1,21
OG0020193,0,9.106,0,0,16.542
OG0020194,4,13.998,1,1,9
OG0020195,0,0,1,0,14.002
OG0020196,1,365,5,2,365.967
OG0020197,0,22,0,0,10
OG0020198,0,30,0,0,22.994
OG0020199,0,46,0,0,41
OG0020200,0,27,0,1,53
OG0020201,0,6,0,0,9
OG0020202,0,21,0,0,10
OG0020203,0,14,1,0,14
OG0020204,0,13,0,0,22
OG0020205,0,28,1,1,37
OG0020206,0,7.373,0,0,11.209
OG0020207,0,1,0,0,21
OG0020208,0,168,3,2,215
OG0020209,0,9,0,0,15
OG0020211,0,37,0,1,67
OG0020212,28,4,34,52,0
OG0020213,0,63,0,2,47
OG0020214,0,21,0,0,34
OG0020215,0,249,1,1,231
OG0020216,21.081,17,7,11,25
OG0020217,0,36,1,0,24
OG0020218,0,95,0,0,148
OG0020219,0,144,0,0,87.545
OG0020220,0,24,0,0,28
OG0020221,0,221.157,1,3,330.135
OG0020222,0,23,0,0,22
OG0020223,0,337.838,0,5,423.191
OG0020224,1,428,3,4,645
OG0020225,0,29.464,0,0,31.313
OG0020226,0,135,0,1,142
OG0020227,0,11,0,0,34
OG0020228,0,21,0,0,29
OG0020229,0,52,0,0,52
OG0020230,0,83,0,1,92
OG0020231,0,30,0,0,34
OG0020232,3,0,0,0,8
OG0020233,0,93,1,0,89
OG0020234,0,0,17,0,0
OG0020235,0,3,0,0,3
OG0020236,0,5,0,0,4
OG0020237,0,19,0,0,19
OG0020238,0,4,0,0,2
OG0020239,0,25.887,0,0,14.079
OG0020240,0,22,0,0,12
OG0020241,3,0,0,0,78
OG0020242,72.946,24,128,135.007,0
OG0020243,0,29,0,1,41
OG0020244,0,11,0,0,19
OG0020245,0,4,0,0,5
OG0020246,0,43,14,0,0
OG0020247,0,90,0,2,113
OG0020248,0,82,0,1,133.321
OG0020249,1,489,3,6,442
OG0020250,9,5,6,6,3
OG0020251,0,2.056,0,0,8.673
OG0020252,0,35.994,0,0,43.987
OG0020253,0,9,0,0,15
OG0020254,0,86,0,2,66
OG0020255,0,33,0,0,27
OG0020256,0,97.41,0,3,91
OG0020257,0,11,0,0,12
OG0020258,0,29,0,1,21
OG0020259,7,0,0,0,7
OG0020260,0,16,0,0,16
OG0020261,2,2,0,0,48.001
OG0020262,0,5,0,0,4
OG0020263,0,7,0,0,5
OG0020264,5,0,1,0,18
OG0020265,0,40,0,1,48
OG0020266,0,4,0,0,4
OG0020267,0,19,0,0,29
OG0020268,3,3,2,0,15
OG0020269,0,107,1,0,179
OG0020270,0,6,0,0,12
OG0020271,0,25.67,0,0,16
OG0020272,3,0,0,0,19
OG0020273,0,0,0,0,37.663
OG0020274,0,8.497,0,1,0
OG0020275,1,0,21.384,0,0
OG0020276,0,16.772,0,0,22.826
OG0020277,2,0,0,0,13
OG0020278,0,0,0,0,7
OG0020279,2,0,0,0,13
OG0020280,46.001,39.002,132.039,37,14
OG0020281,0,57,1,0,62.739
OG0020282,0,4,0,0,7
OG0020283,34,7,41,50,0
OG0020284,0,18,0,1,17.956
OG0020285,0,38,0,0,43
OG0020286,0,13,0,0,16
OG0020287,0,10,0,0,22
OG0020288,33,158.958,30,40,249
OG0020289,12,70,23.002,17,84
OG0020290,0,8,0,0,4
OG0020291,3,1,0,0,12.004
OG0020292,381,242,390.658,233.938,145
OG0020293,0,1,0,0,35.605
OG0020294,0,8,0,0,7
OG0020295,0,20,1,0,25
OG0020296,0,29,0,0,30
OG0020297,1,234,0,0,250.595
OG0020298,0,0,0,0,8
OG0020299,0,29,0,0,24
OG0020300,0,38,0,0,54
OG0020301,0,2,1,0,5
OG0020302,0,25.999,0,0,46.979
OG0020303,27,10,10,23,7
OG0020304,0,9,0,1,24
OG0020305,1,0,22.785,0,0
OG0020306,0,0,0,0,30
OG0020307,0,74,1,0,66
OG0020308,2,0,1,0,25
OG0020309,0,35,0,1,29
OG0020310,0,30,0,1,41
OG0020311,0,30.717,1,1,27.164
OG0020312,0,56,0,1,57
OG0020313,0,9,1,0,13.947
OG0020314,0,9,0,0,12
OG0020315,0,1,0,0,5.739
OG0020316,0,32,0,0,54
OG0020317,0,37,0,0,48
OG0020318,0,16,0,0,22
OG0020319,3,1,1,0,39
OG0020320,0,20,0,0,20
OG0020321,0,163,0,2,268.994
OG0020322,0,13,0,0,18
OG0020323,6,1,8,15,0
OG0020324,1,0,0,0,8
OG0020325,1,102,0,0,110
OG0020326,0,1,36,0,0
OG0020327,0,0,1,0,7
OG0020328,1,0,0,0,32
OG0020329,0,0,0,1,6
OG0020330,0,22,0,0,27
OG0020331,0,18.001,0,1,26
OG0020332,0,3,0,0,5
OG0020333,0,0,0,0,6
OG0020334,0,10,0,0,16
OG0020335,0,6,1,1,12
OG0020336,0,32,0,0,21
OG0020337,197.011,219,251.075,167,72
OG0020338,0,12,0,0,17
OG0020339,0,21,0,2,31
OG0020340,0,16.902,1,0,47
OG0020341,0,0,21,0,0
OG0020342,0,17,0,0,11
OG0020343,0,27,1,4,27
OG0020344,0,0,0,0,9.132
OG0020345,7,0,12.001,1,51.001
OG0020346,0,58,0,0,65
OG0020347,0,19,0,0,23.721
OG0020348,0,2,0,0,7.818
OG0020349,0,17,0,0,14.691
OG0020350,0,3.119,0,0,15.672
OG0020351,0,7,0,0,7
OG0020352,54,58,51.07,40.679,0
OG0020353,0,54,0,2,47.119
OG0020354,2,147.06,0,1,173.03
OG0020355,0,74,0,0,112.233
OG0020356,0,0,10,0,0
OG0020357,0,1,0,0,22.519
OG0020358,0,14,0,0,12
OG0020359,0,2.55,0,0,7.439
OG0020360,0,30,0,1,43
OG0020361,0,122,3,4,169
OG0020362,0,20.896,1,0,9.367
OG0020363,2,0,1,0,19
OG0020364,0,54.587,0,0,62.889
OG0020365,0,12,0,0,16
OG0020366,0,4,0,0,5.404
OG0020367,1,189.996,0,0,186.999
OG0020368,0,23,1,0,25
OG0020369,0,1,2,0,18
OG0020370,175,149,209.023,278,111
OG0020371,0,163,0,1,160
OG0020372,0,15,0,1,26
OG0020373,0,24,0,0,26
OG0020374,0,5,0,0,15
OG0020375,1,0,0,0,51
OG0020376,0,29,0,0,38
OG0020377,0,62.489,0,0,70.345
OG0020378,2,5,3,2,0
OG0020379,0,9,0,0,20
OG0020380,0,26,0,0,33
OG0020381,0,30,1,1,24
OG0020382,0,32,0,0,27
OG0020383,0,20.625,0,0,51.207
OG0020384,0,20,0,0,21
OG0020385,0,0,0,0,29
OG0020386,1,0,1,0,59
OG0020387,0,30,0,0,27
OG0020388,0,18,0,0,11
OG0020389,0,0,0,0,18.001
OG0020390,0,1,0,0,3
OG0020391,0,20,0,0,11
OG0020392,0,5.697,0,1,11.789
OG0020393,1,22.478,0,0,22.331
OG0020394,0,80,1,0,78
OG0020395,0,24,0,0,30
OG0020396,0,14,0,0,10
OG0020398,0,1,0,0,11
OG0020399,15,3,18,31,0
OG0020400,0,30,0,0,42
OG0020401,0,82,0,1,84
OG0020402,0,29.257,0,0,22.469
OG0020403,0,5,0,0,0
OG0020404,206,46,177,242,12
OG0020405,8,18,11,1,35
OG0020406,131,280,135.986,202,364.047
OG0020407,5,3,2,6,4
OG0020408,0,224,2,0,222
OG0020409,5,1,0,2,9
OG0020410,0,7,0,0,10
OG0020411,0,27,0,0,37
OG0020412,0,6,0,0,12
OG0020413,2,0,0,0,17
OG0020414,0,79.653,0,1.872,83.931
OG0020415,0,7.402,0,0,3.011
OG0020416,0,43.991,0,0,54
OG0020417,0,61,0,0,60
OG0020418,0,31.689,0,0,46.954
OG0020419,0,2,0,1,6
OG0020420,0,15,0,0,22
OG0020421,0,15,0,0,49
OG0020422,0,0,0,0,6
OG0020423,0,0,14,0,1
OG0020424,1,1,2,1,31.99
OG0020425,0,69.078,1,0,72
OG0020426,1,221,3,5,422
OG0020427,0,0,0,0,10
OG0020428,0,16,34,1,0
OG0020429,0,10,0,0,17.982
OG0020430,11,2,13,41,0
OG0020431,0,8.999,0,0,16.275
OG0020432,0,53,0,1,77
OG0020433,0,5.988,0,0,13.394
OG0020434,0,29,0,0,35
OG0020435,1,0,7,1,0
OG0020436,2,1,0,0,66
OG0020437,1,302.199,0,3,366
OG0020438,0,71,0,0,90
OG0020439,5,0,1,0,75
OG0020440,2,2,0,0,32
OG0020441,0,24,0,0,29
OG0020442,0,47,0,0,43
OG0020443,1,6.999,0,0,14.802
OG0020444,1,0,0,0,14.001
OG0020445,0,67,1,1,78
OG0020446,0,11,0,1,16
OG0020447,0,50.605,0,0.982,54.631
OG0020448,0,35.774,0,0,33.419
OG0020449,0,46.987,0,0,68.932
OG0020450,0,8,0,1,20
OG0020452,0,23,0,1,30
OG0020453,161,24,195,172,43
OG0020454,24,2,15,8,0
OG0020455,0,16,0,0,5
OG0020456,0,194,0,0,257
OG0020457,0,13,0,0,33
OG0020458,0,11,0,1,7
OG0020459,0,12,0,0,9
OG0020460,0,26,0,1,43
OG0020461,0,0,0,0,7.011
OG0020462,1,36,0,1,53
OG0020463,1,64.02,0,3,85
OG0020464,0,360,2,4,377.999
OG0020465,0,7,0,0,17.014
OG0020466,0,0,3,0,10.756
OG0020467,0,12,7,4,0
OG0020468,0,113,1,0,149
OG0020469,22,1,11,32,0
OG0020470,3,2,1,0,111
OG0020471,7.328,2,3,13,0
OG0020472,0,50,0,1,49
OG0020473,0,0,23,0,0
OG0020474,0,7,0,0,11
OG0020476,0,10,0,1,13
OG0020477,1,1,0,0,29.117
OG0020478,0,187,0,2,260
OG0020479,0,29,0,0,19
OG0020480,0,5,0,0,9.414
OG0020481,2,0,0,0,5
OG0020482,0,13,27,10,0
OG0020483,0,9.601,0,0,1.393
OG0020484,0,100,1,0,185
OG0020485,1,292,0,2,0
OG0020486,0,18,0,0,20
OG0020487,0,186,3,1,201.562
OG0020488,0,78,0,0,97
OG0020489,0,18,1,1,27
OG0020490,0,54,1,0,71
OG0020491,0,7,0,0,21
OG0020492,0,0,0,0,13
OG0020493,1,0,0,0,31
OG0020494,1,1,0,0,32
OG0020495,0,12,0,0,12
OG0020496,0,15,0,0,32
OG0020497,0,0,18,0,0
OG0020498,0,8,0,0,12
OG0020499,0,10,0,0,13
OG0020500,0,57,0,0,25.274
OG0020501,0,4,0,0,2
OG0020502,0,19,0,0,27
OG0020503,0,0,10,2,0
OG0020504,2,0,1,0,16
OG0020505,0,3,0,0,8
OG0020506,0,12,0,0,24
OG0020507,0,4,0,0,1
OG0020508,0,11,0,0,17
OG0020509,10.004,23,8.001,36.002,9
OG0020510,0,9,0,0,8.514
OG0020511,0,12,0,0,18
OG0020512,0,39,0,0,49
OG0020513,0,0,0,0,7
OG0020514,0,0,0,0,6
OG0020515,0,79,0,0,72
OG0020516,0,1.919,0,1,18.873
OG0020517,1,3,1,2,2
OG0020518,0,2,0,0,2.826
OG0020519,1,22,0,0,33
OG0020520,0,19,0,0,18
OG0020521,0,19,0,0,44
OG0020522,4,2,0,0,68
OG0020523,0,56,0,0,25
OG0020524,0,96,0,0,126
OG0020525,0,38,0,0,41
OG0020526,49,10,77,103,1
OG0020527,0,130.409,0,1,125
OG0020528,0,66,2,0,75
OG0020529,0,47,0,1,29
OG0020530,1,113.544,0,2,139.334
OG0020531,115,27,120,146,7
OG0020532,0,83,0,0,94
OG0020533,0,31,0,1,44.584
OG0020534,0,14,0,0,24
OG0020535,1,44.047,0,1,77
OG0020536,55.658,8,43,46.998,0
OG0020537,0,13,0,0,16
OG0020538,0,14,0,0,17
OG0020539,1,0,0,0,35
OG0020540,0,169.04,0,1,168.5
OG0020541,3,0,0,0,9
OG0020542,0,25,0,1,19
OG0020543,0,3,0,0,6.732
OG0020544,0,173,1,1,165
OG0020545,8,1,0,0,2
OG0020546,8,0,0,0,82
OG0020547,17,7,19,30,0
OG0020548,0,5,0,0,9
OG0020549,1,0,0,0,43
OG0020550,0,19,1,0,27
OG0020551,1,2,0,0,52.003
OG0020552,0,95,0,0,126
OG0020553,0,17.04,0,0,39
OG0020554,0,48,0,1,53
OG0020555,0,194.621,2,1,189.842
OG0020556,9,1,9,0,3
OG0020557,5,155,6,9,250
OG0020558,0,4,0,0,2
OG0020559,0,103,1,0,204
OG0020560,0,9,0,0,9
OG0020561,0,2,0,1,2
OG0020562,0,28,0,0,16
OG0020563,0,73,0,3,119
OG0020564,1,0,0,2,54
OG0020565,0,13.58,0,0,4.831
OG0020566,0,293,5,2,357
OG0020567,0,259,1,5,338
OG0020568,0,7,0,1,16
OG0020569,0,205,1,0,311.684
OG0020570,38.8,6,23.122,21.964,0
OG0020571,0,18,0,0,19
OG0020572,0,30.581,0,0,31
OG0020573,0,34,0,0,33
OG0020574,0,9,0,0,23
OG0020575,0,31,0,0,32
OG0020576,0,12,0,0,10
OG0020577,0,0,2,0,99.001
OG0020578,1,178.762,0,1.019,132.25
OG0020579,0,36,0,0,27
OG0020580,0,36,1,3,60
OG0020581,0,24,0,1,29.405
OG0020582,0,17,0,0,24
OG0020583,86,53,98,74,35
OG0020584,0,57,2,1,92
OG0020585,0,35.149,1,1,37
OG0020586,0,28.084,0,0,42.872
OG0020587,0,104,1,0,80.823
OG0020588,0,13,0,0,35
OG0020589,0,50,1,0,50
OG0020590,0,25,2,1,40
OG0020591,7,0,4,0,0
OG0020592,0,41,0,1,56
OG0020593,1,0,17,0,0
OG0020594,0,31.55,0,0,41.996
OG0020595,0,16,0,0,18.002
OG0020596,0,10,0,0,15
OG0020597,0,5,0,0,19
OG0020598,0,129,1,5,149
OG0020599,0,21,0,2,32
OG0020600,0,1,23,0,0
OG0020601,0,22,0,0,31
OG0020602,0,1,0,0,5.411
OG0020603,69,22,70,106,18
OG0020604,12,11,5,9,1
OG0020605,0,18,0,1,16.533
OG0020606,0,4,0,0,19
OG0020607,0,27,0,0,26
OG0020608,0,140,0,1,157
OG0020609,10,14,5,0,11
OG0020610,5,172.786,1,0,333.826
OG0020611,0,43,0,0,35
OG0020612,0,14,2,0,26
OG0020613,0,175.926,1,1,218.771
OG0020614,0,407,0,8,346
OG0020615,822.727,700.241,832.347,625.985,393.654
OG0020616,0,42,1,0,58
OG0020617,66,20,105,50,0
OG0020618,0,5.588,0,0,9.489
OG0020619,2,1,0,0,37
OG0020620,1,369,1,2,359
OG0020621,0,324.744,1,1,365
OG0020622,0,5.064,0,0,4.122
OG0020623,3,0,11,0,0
OG0020624,0,43,0,1,25
OG0020625,0,73,1,0,99
OG0020626,0,0,24,2,0
OG0020627,0,7.376,0,0,20.341
OG0020628,0,37,1,0,52.353
OG0020629,0,28,2,0,32
OG0020630,641,623,630,598,166
OG0020631,0,20,0,0,17
