OG,Ofav_1,Ofav_2,Ofav_3,Ofav_4
OG0016119,172,162,244,94
OG0016120,56,7.004,3.003,12
OG0016121,33,13,33,5
OG0016122,6.149,0,17.558,19.682
OG0016123,250.192,198.309,105.466,342.891
OG0016127,42,55.654,103.002,39
OG0016130,36,55,35,41.195
OG0016137,1457.006,2117.497,1023.614,2852.596
OG0016140,103,117.004,256.002,156
OG0016143,74.485,302.86,85.223,135.039
OG0016144,131,160.597,83.303,156
OG0016145,786.898,798.012,352,797
OG0016146,351.523,311.077,95,398
OG0016147,51,24,55.035,40
OG0016148,958,1062.551,462,1345.041
OG0016150,9,12.037,36,7
OG0016151,255,152,84,131.722
OG0016152,156,118,199.113,76
OG0016153,190,220,440.285,189
OG0016154,11.58,3,14,5
OG0016155,313.995,265,469.276,240
OG0016157,199,138,288.1,82.008
OG0016162,195.718,171.321,72,160.083
OG0016164,59,115,112,56
OG0016167,404,332,608.227,216.005
OG0016168,25.702,47.023,90.262,51.303
OG0016172,101,120,73,106
OG0016173,386.259,394.552,613.198,334
OG0016177,86,99.176,124.962,75
OG0016180,91,120,85,59
OG0016181,94,94,28.201,85
OG0016182,19.956,35.222,17.792,49.802
OG0016183,371.685,319.399,122,597.828
OG0016184,294,255.996,85,276
OG0016186,68.487,94.807,30.001,43.039
OG0016187,467,402,669.186,281
OG0016188,8,19.062,0,3
OG0016189,229.424,340,205,320
OG0016190,97,79,28,84
OG0016191,105,115,60,64
OG0016195,175.002,178,84,149
OG0016198,11047.993,12525.112,5133.094,14111.17
OG0016199,73,122,189.961,58
OG0016200,132,116,61,116
OG0016205,187,107,46,223
OG0016209,54.785,59.629,44.95,113.666
OG0016211,2,2,10,0
OG0016212,752.482,716.362,1211.594,570.337
OG0016213,97,144.591,179,151.01
OG0016215,23,102,48,43
OG0016216,847.418,1155.149,598.331,1037.209
OG0016217,351,152,57,373
OG0016220,162.008,226,101.991,205.513
OG0016222,120,142.278,71,227.143
OG0016228,117,126.64,42,94
OG0016230,38.012,63.105,109.189,45.14
OG0016235,11,17,27,15
OG0016241,265.569,370.832,239.506,353.57
OG0016242,294,698.088,220,397.927
OG0016244,129.562,102.999,233.958,134
OG0016245,151.016,115,21.015,128.765
OG0016246,330.932,366,263.009,1435.086
OG0016248,46,72,100,31.491
OG0016252,165,190.612,334.569,154.673
OG0016253,52,71,114,61
OG0016257,203.066,77.644,73.05,162.667
OG0016265,354.253,417.922,186.132,491.926
OG0016266,304.03,274.502,105,588.999
OG0016267,183.087,350,121,189.043
OG0016268,162,128.198,192,113
OG0016271,59,35.184,7,39
OG0016277,494.004,559,330.085,597.818
OG0016282,134.843,106.937,48.615,338.692
OG0016283,92,119.299,247.47,80
OG0016287,54,109,83.032,357
OG0016290,3,1,57,20
OG0016293,3,3,295.245,130
OG0016294,42,50,90,44
OG0016295,65,63,11,39
OG0016296,109,169,266.679,128
OG0016297,131.776,298.969,69.016,190
OG0016298,85.331,70.948,13.994,97.458
OG0016299,403.099,320,571.227,222.064
OG0016301,201.111,218.266,440.985,201.368
OG0016302,114.269,163,224.978,131
OG0016312,485,217.162,88,459.473
OG0016313,410.687,369.002,278.175,681
OG0016314,107,120.27,270.424,144
OG0016315,136,143,217.98,103
OG0016316,454.832,438.94,854.783,370.148
OG0016317,81,65.921,21,183.049
OG0016320,268.838,303.822,168,447
OG0016323,104,94,33,88.652
OG0016324,0,4,4,3
OG0016325,1603.089,1505.335,774.731,2276.634
OG0016329,240,280.985,560.347,260
OG0016334,17,18.244,24,13
OG0016339,319,296,124,528.001
OG0016340,21,44,59,39
OG0016341,13,16,28,13
OG0016342,506.635,457,245,582.01
OG0016344,250.147,137.895,75.981,176.01
OG0016347,161,207.403,87,160.594
OG0016349,146.348,189.33,308.322,177.529
OG0016350,25,14,6.001,25
OG0016352,391,386.001,210,526.067
OG0016359,376.755,709.365,335,720.138
OG0016360,70,58,29,77.336
OG0016361,385.954,302.621,623.112,236.226
OG0016363,277.786,295,187,298.166
OG0016364,146.054,75,138,29
OG0016365,125.974,112,221,85
OG0016369,538.669,556.312,209.055,562.542
OG0016374,149.753,165.674,274.883,123.711
OG0016377,393.469,420.765,689.352,405.379
OG0016381,38.096,60.003,22.002,62
OG0016388,112,86.406,228.208,104
OG0016389,119,230,108,184
OG0016390,21,14,54.347,59
OG0016393,124.51,326.029,104.778,77
OG0016394,250.101,186.939,354.745,135.262
OG0016395,52,55,118,59
OG0016396,71,148.976,69,187.764
OG0016397,213.004,184,332.496,104
OG0016401,28,10,3,130
OG0016403,205.862,164.367,54.388,162.745
OG0016404,19,24,31,17
OG0016407,1479,1177.356,588.663,1304.469
OG0016408,130.205,180.008,269.202,155.051
OG0016410,93,83.998,368.724,0
OG0016413,97,115.044,64,132
OG0016414,31,83,12.212,46
OG0016415,452,516,254.652,497.723
OG0016417,358.533,270.102,505.938,236.002
OG0016418,711.125,237.535,308,147.455
OG0016420,952.998,600.993,449.121,1024.076
OG0016421,3,2,0,1
OG0016422,128,158.332,219.455,115.206
OG0016423,103,128.032,243,121
OG0016426,29,56,95,43.947
OG0016427,87,105,34,103.999
OG0016428,153,207.624,90,83
OG0016429,24,30,8,27
OG0016430,212.393,197,367,148
OG0016431,81,84,183.945,74
OG0016434,52.436,51.88,89.739,45.28
OG0016435,235,193.448,60.259,176.207
OG0016437,14,8,36,16
OG0016439,201,216,70.683,134
OG0016443,82.712,104.004,180.582,88.127
OG0016447,27,28,21,22
OG0016450,389.057,479.034,99,385.966
OG0016453,528.108,442,215.125,1974.938
OG0016454,265,257,422.001,107
OG0016457,124,173,139.356,242.997
OG0016458,11,11,5,22
OG0016460,147,105,56.088,94.35
OG0016463,35,32,10,26
OG0016466,71,65,121,49
OG0016468,100,62,176.325,71
OG0016469,202,263.513,455.613,242
OG0016470,77,44.204,24,59
OG0016472,4,1,6,2
OG0016473,21,46.038,44,40
OG0016474,467.979,515.959,280.459,464
OG0016475,118,84,65,80
OG0016478,49,45,103,74
OG0016480,27,25,41,23
OG0016481,50,57,32,66
OG0016482,108.237,132.997,206,105
OG0016485,112,156,65.395,128
OG0016487,268,237,114.036,313
OG0016490,62,73.999,119,47
OG0016491,453,475.158,308,1438.204
OG0016493,204,228,409.51,240
OG0016499,145.019,295,66,213
OG0016500,96,67,47,67
OG0016501,127,118,75,223.007
OG0016502,740.178,786.555,333.874,925
OG0016503,375,136.581,64,495
OG0016507,344,355.022,700.973,968.185
OG0016509,127,75,146,70
OG0016513,303,384,238,295.996
OG0016515,115,101,57,100
OG0016517,725.665,728.47,514,1372
OG0016520,56.397,38.6,33.779,28.84
OG0016523,6,2,11,3
OG0016524,21,14.007,26,18
OG0016525,119,116,48,143
OG0016527,948.311,1101.031,998.696,1177.482
OG0016528,104,91.929,25,59
OG0016531,8.06,11.272,12.204,6
OG0016532,1125.38,865,774.658,952.023
OG0016533,178,270,232.31,276
OG0016534,24,32,44,17
OG0016537,290,339.108,181,348
OG0016539,22,15,21,5
OG0016541,51.614,117.393,126.263,151.408
OG0016543,608,412.505,160.989,510.475
OG0016544,192,162.988,84,187.002
OG0016546,106,112,183.405,106
OG0016547,237,246,427.031,145.151
OG0016548,1,2,5,3
OG0016550,291.096,229,82,211.036
OG0016552,435.544,333.991,207.572,906.379
OG0016553,140,101,80,144
OG0016556,251,286.005,216.014,388.825
OG0016557,42,40,58,50
OG0016558,173.342,203,84.96,237.001
OG0016563,619.421,515,952.465,387.946
OG0016564,164,155.565,82,252
OG0016566,114,72,28,53
OG0016568,300,343,102,228.104
OG0016570,145,112.259,245.014,100.672
OG0016574,273,265.944,472.044,223.635
OG0016578,204,202,67,182
OG0016580,127,155,226.14,133
OG0016585,107,0,80,15
OG0016589,2983.041,683.929,433.05,2692.871
OG0016591,29,6,251,18
OG0016594,673.68,756.009,314.84,787.177
OG0016595,288,272,255.199,385
OG0016598,74.98,123,161.269,79
OG0016599,3,0,1,7
OG0016600,268.129,362,643.855,395.799
OG0016602,87,138.315,43,61
OG0016604,0,3,1,0
OG0016605,25,45,64,30
OG0016610,391.704,429.354,758.769,318
OG0016611,12.073,12.794,17.603,32.252
OG0016613,103,106,26,99
OG0016618,265.156,367.736,142,217
OG0016620,386.005,525.831,298.004,1138.959
OG0016633,826,960.917,559.741,868.39
OG0016635,349.007,295.625,89,507.724
OG0016637,459.594,526.687,178.004,419.569
OG0016638,180.234,189,371.748,168
OG0016641,57,64,25,38
OG0016644,9,7,7,2
OG0016646,223,245,473.537,216.584
OG0016650,423,428,152,345
OG0016660,14,22,20,12
OG0016664,216.996,164.362,343.166,113
OG0016666,140,113.153,188,76.079
OG0016667,289.786,244.002,143,426.239
OG0016668,7,5,16,6
OG0016670,305.378,460.949,144,417.639
OG0016673,346,356.061,136,428.025
OG0016676,81.198,72.387,24.916,44.896
OG0016678,70,88,37,129
OG0016684,404.786,639.686,332.949,693.479
OG0016686,88,88,242,83
OG0016690,60,60,86.011,48
OG0016694,55.708,94.758,35.681,74.321
OG0016695,12,9,17.125,12
OG0016700,77.793,108,180.995,73
OG0016704,3,6,17,7
OG0016705,81.762,72.095,165,62
OG0016709,1006.12,1211.808,369.524,1930.754
OG0016715,154,164,298.25,133
OG0016720,630.127,491.004,874.077,424.849
OG0016721,65,101,168.022,105
OG0016723,190.012,148.292,72,128
OG0016729,2,0,0,6.717
OG0016730,198,351.454,49,215.169
OG0016733,4,5,17,8
OG0016737,61.06,58,31.157,73
OG0016738,281.634,236.409,79.385,273.31
OG0016740,270.588,231.113,152.456,236.503
OG0016741,475.704,401.855,160.379,768.574
OG0016743,501.224,241,105,579
OG0016745,81,82,140,72.367
OG0016747,325.123,245,167.026,264.025
OG0016748,43,59,71.047,47
OG0016751,448.996,355,172.096,323.395
OG0016756,1015.294,1740.612,605,957.27
OG0016757,336.302,380.691,626.105,871.988
OG0016760,51,57,35,52
OG0016761,518.999,453,226.003,386.918
OG0016765,419.998,420.336,338,458
OG0016767,250,216.963,91,266.999
OG0016769,29,36,59.009,33
OG0016771,6,5,16,2
OG0016777,146,138,27,125.001
OG0016780,57,50,151,76
OG0016783,162.311,226,91.194,276
OG0016786,2154.589,1593.812,656.058,1723.557
OG0016787,37,36,74,23
OG0016788,49,78,115,60
OG0016789,582,659,205.109,843.949
OG0016792,496.445,735,319,1337.091
OG0016794,11,11,12,13.045
OG0016795,11,14,22,14
OG0016796,786.559,245.001,63,285.951
OG0016809,6185.735,5380.436,2773.646,7788.042
OG0016811,153.996,169.09,80,132
OG0016812,158,165,44,160.014
OG0016816,23,39,90,45.001
OG0016825,127,177.462,61,255
OG0016831,743.706,1010.758,331,735.23
OG0016835,817.325,631.759,294.891,1020.628
OG0016840,1231.529,1117.687,494.882,1391.974
OG0016843,5.247,7,7,6
OG0016844,127.406,187.31,15.996,110.746
OG0016845,97.004,114,181,72
OG0016849,225.224,255.32,277,306
OG0016850,243.758,237,373.558,104.05
OG0016853,679.009,646.294,358.225,944.032
OG0016855,474.884,272,512.601,823
OG0016857,74,89,116,61
OG0016859,178,186,60,109
OG0016861,4,4,13,5
OG0016862,537.509,546,214,819.029
OG0016864,100.765,29.038,222.545,34.499
OG0016865,448.997,570.004,164,473.912
OG0016866,112,208,63,123
OG0016871,201.458,322,313.456,306
OG0016875,502.1,531.653,1036.502,487.154
OG0016876,435.264,408.344,233.361,396.263
OG0016877,322.02,257.921,179.062,225.016
OG0016878,5,4,12,5
OG0016882,1551.056,1387.434,626.771,1532.626
OG0016883,313.283,122,362,98.029
OG0016886,18,20,38,22
OG0016891,339,434,95,370
OG0016897,509.222,720.372,272.612,1098.254
OG0016898,635,844.167,380.087,793.001
OG0016900,605.873,603.477,267.975,746.031
OG0016903,603,972,414.186,893.726
OG0016904,10,5,19,3
OG0016905,89,161,102,160.889
OG0016917,123,85,14,92
OG0016919,499,546.021,279.999,524.027
OG0016921,666.694,520,253.623,857.197
OG0016922,65,79.759,95,32
OG0016923,1130.322,902.498,1821.263,721.533
OG0016925,5600.578,6768.591,5581.946,5762.416
OG0016928,453,366.422,229.565,420
OG0016932,1791.726,1547.892,927.347,3841.612
OG0016937,49,63,175,80
OG0016944,48,48,27,139
OG0016947,13,26,38,23
OG0016948,1001,809,591.293,1042.412
OG0016953,301.876,190.886,51.431,200.838
OG0016957,158,213,341.408,165
OG0016959,59.619,3,94.979,17.524
OG0016960,3,4,4,1
OG0016965,26,28,44,25
OG0016966,604.753,495.244,159,922.128
OG0016968,126,325,19,26
OG0016972,89,76,37,104
OG0016976,516.848,592,190,381.577
OG0016984,962.562,1465.487,1172.96,1268.032
OG0016988,31,41,40,32
OG0016989,220,362.393,306.956,383.914
OG0016991,10,12,44.016,32
OG0016993,269.968,300.173,188.768,320.118
OG0016994,47,47,26,43
OG0016995,1544.725,2284.684,1065.671,1815.954
OG0016996,9,7,18,10
OG0016999,225.002,324.001,122,308
OG0017001,380.883,548.034,168,676.002
OG0017005,165,139,96,306
OG0017006,71,279.005,100,182
OG0017007,2,7,0,1
OG0017008,213.04,189,152.001,203
OG0017010,45,14,5,20
OG0017011,38,34,2,18
OG0017014,618.902,555.1,174,583.698
OG0017016,163,175.002,278.103,131
OG0017018,232,164,137,213.203
OG0017019,131,186.577,106,241
OG0017022,1865.953,1185.004,1480.584,2950.006
OG0017023,405.525,369,91,377.58
OG0017025,42.057,64.092,94.186,47.087
OG0017028,258,187.64,377,164
OG0017030,1113,724.057,578.683,1587.401
OG0017034,274.206,235,149.541,302.001
OG0017036,362.412,304,147,1548.49
OG0017037,178,157,70.259,117
OG0017050,1,0,3,4
OG0017057,105.388,147,280,136
OG0017060,47,50.479,8,36
OG0017061,164,171,73,237
OG0017063,32,54,13,34
OG0017066,23,31,59,23
OG0017067,10,118,193.998,75.04
OG0017073,1413.621,1036.699,158.935,671.414
OG0017077,66,60,103,34
OG0017081,169.562,173.791,290.827,124
OG0017082,37,62.484,16,72.864
OG0017083,191.045,1057,409.655,822.828
OG0017085,67,90,147,70
OG0017098,9,12,10,3
OG0017099,171,142,268,92
OG0017100,503.742,381,150.007,502
OG0017102,164,127,108,144
OG0017106,783.07,595.195,228,663.437
OG0017107,356,270.759,166,267
OG0017108,2433.639,2062.644,823,2516.811
OG0017109,349,353.845,106,456.133
OG0017113,174.014,213,144,207
OG0017117,162,375,284,374.019
OG0017118,621.055,482,221.55,436.757
OG0017120,1326.871,1549.058,742.417,1601.194
OG0017122,228,241,190,213
OG0017124,168.838,207.49,388.524,146
OG0017128,80,92,131,65
OG0017134,215,138,55,110.013
OG0017141,59.28,52,120.563,46
OG0017146,140,194,26.03,93
OG0017147,50,82,13,51
OG0017152,534.962,238,76,440
OG0017155,2342.117,2539.031,969.998,2447.98
OG0017157,218,262,43,246.444
OG0017162,1259.372,1256.661,677.007,1926.489
OG0017165,82,194,153,92
OG0017170,0,0,0,3
OG0017172,330.998,350.827,516.001,286
OG0017173,408.82,208.348,120,517.52
OG0017175,139.723,210.783,65.266,96.959
OG0017177,934.701,1316.264,694.729,974.647
OG0017179,650.789,602.183,296.214,1153.411
OG0017180,572.018,776.837,340.114,730
OG0017182,12,13,21,7
OG0017191,128,205,56,125
OG0017195,24.001,54.86,195.697,650.261
OG0017196,971.52,988.011,485.252,1435.317
OG0017197,365,396.473,740.562,349.189
OG0017201,178,205.999,151,213
OG0017202,542,678.389,364.905,787.967
OG0017203,669.716,707.192,336.991,643.479
OG0017206,397,392,65,438.274
OG0017208,1208.157,1234.664,569.799,1311.974
OG0017212,11,14,10,12
OG0017215,137.806,261.435,51.671,101.33
OG0017216,44,56.43,105,59
OG0017227,481,454.081,198,443.801
OG0017235,264.571,294.718,183.185,499.063
OG0017238,471,594.956,249.104,484
OG0017240,448,388.706,163,440
OG0017247,2,28,0,1
OG0017250,1031.01,1418.707,1161.573,1675.097
OG0017253,166,124,235.911,123.878
OG0017254,73,60,20,107
OG0017255,3405.043,5368.643,3879.264,6584.531
OG0017258,399,395,107,482.708
OG0017260,135,85,56,73
OG0017262,337.904,307.861,187,274.002
OG0017268,337.492,441,195,350.344
OG0017270,198,246.005,104,238
OG0017276,348.002,282,123,500.436
OG0017277,436,367.794,176.714,458.871
OG0017279,5,10,9,13
OG0017287,12,10,4,8
OG0017291,105,126,72,138
OG0017294,262,268,118,253
OG0017297,2207.958,3113.356,2338.887,2760.361
OG0017299,26.34,21.205,46.054,27.206
OG0017308,222,476.976,257.308,1091.521
OG0017312,12,15,5,29
OG0017313,128,120.573,92,149.068
OG0017316,37,46,7.054,52
OG0017319,1501.896,1687.359,666.661,4220.57
OG0017321,57,67,11,42.028
OG0017324,88,93,44.061,124
OG0017325,0,0,7,0
OG0017328,99.614,99.81,60.875,159.72
OG0017330,428.487,498,372,617.735
OG0017334,636.16,885.132,532.304,861.743
OG0017343,325.193,302.064,86,238.002
OG0017345,2255.028,3014.351,1324.809,2176.156
OG0017358,643,439,142,478
OG0017362,0,0,0,10
OG0017364,285.672,302,83,190.152
OG0017374,249,230,142.001,240.007
OG0017375,144.94,105.247,52.063,124.707
OG0017382,173,121,75,165.001
OG0017384,359,428.999,737.287,399.993
OG0017386,216.264,260.671,350.395,151.763
OG0017387,422.051,391.676,94.001,498
OG0017388,138,147,105.006,284.663
OG0017392,592.005,648,249.889,1425.35
OG0017393,151,95,34,136
OG0017397,2590.831,2607.969,992.985,3499.143
OG0017401,196.993,166.794,344,181.513
OG0017405,18,12,30,8
OG0017406,134.907,173,270.999,149.943
OG0017407,7,0,8,5
OG0017408,4,5,6,1
OG0017409,3,3,8,7
OG0017410,11.818,16,22.892,14
OG0017411,111.863,120,174.177,87.066
OG0017412,12,6,17,5
OG0017413,20,17,28,16
OG0017414,0,1,0,5.093
OG0017415,4,3,12,5
OG0017417,0,0,4,3
OG0017418,139.064,123.948,281.107,126.603
OG0017419,451,443,765.29,333
OG0017420,26,16,49,26.17
OG0017421,0,0,2,1
OG0017422,8,4,15,3
OG0017423,101,202.998,264.285,140
OG0017424,5,5,6,5
OG0017425,8,13,16,8
OG0017426,224,263.02,430,176
OG0017427,13,15,16,7
OG0017428,22,19,38,17
OG0017429,156.996,208.871,347,136
OG0017430,126.004,134.079,277.029,116
OG0017431,2,0,0,3
OG0017432,9,8,23,10
OG0017433,6,0,9.003,2
OG0017434,60,38,133,50
OG0017435,14,25,42,17
OG0017436,9,8,27,5
OG0017437,14,31.007,32,20
OG0017438,416.554,360.994,670.443,296
OG0017439,763.996,784.17,1579.213,740.48
OG0017440,4,3,4.025,3
OG0017441,10,14,0,10
OG0017442,44,77.769,105,35.97
OG0017443,313,260,492.2,226.551
OG0017444,3,2,17,6
OG0017445,11,11,21,5
OG0017446,53,60,103,52
OG0017447,11,11,22,17
OG0017448,11,9,23.162,12
OG0017449,89,86,117.032,61.158
OG0017451,293.855,279.253,490.994,195.034
OG0017452,12,3,10,4
OG0017453,12,4,0,5
OG0017454,40,35,80.012,30.111
OG0017455,5,11,12,5
OG0017456,1.134,2,3.314,0
OG0017457,87,134,172.076,113
OG0017458,24,26,52,28.162
OG0017459,17,28.083,60,19
OG0017460,13,12.062,28,21
OG0017461,229,237.02,414,183.996
OG0017462,99.08,143.269,207.061,68.51
OG0017463,224.212,292.144,461.526,186
OG0017465,52,63,175.869,67
OG0017466,79.001,126,251.009,68
OG0017467,32,18.978,42.237,22.46
OG0017468,98.092,109.481,159.049,88
OG0017469,103.035,145,230.967,94
OG0017470,303,329,594.881,317.98
OG0017471,6,5,11,3.012
OG0017472,12,7,16.098,5
OG0017473,7,7,19,10
OG0017474,10,63,10,0
OG0017475,5,3,0,5
OG0017476,10,6,11,4
OG0017477,14,10,14,22
OG0017478,13,19,40,16
OG0017479,59.534,137,151,67
OG0017480,16,24,31,18
OG0017481,1,3,0,3
OG0017482,2,5,10,3
OG0017483,0,0,6,5
OG0017484,74,75,157.999,51
OG0017485,31,32,64,24
OG0017486,4,20,19.985,6
OG0017487,174,285,464,204
OG0017488,2,5,9,1
OG0017489,5,1,8,10
OG0017490,27,21,55,8
OG0017491,340.497,284.814,516.108,163
OG0017492,265,387.796,485.359,214.621
OG0017493,28,35,51,21.325
OG0017494,29,39,57,39
OG0017495,0,0,0,4
OG0017496,20,21,37,15
OG0017497,20,33,51.008,30
OG0017498,231,205,422.627,135
OG0017499,4.206,6,15.718,5
OG0017500,443,579.403,988.732,451.003
OG0017501,3,6,9,3
OG0017503,7,3,2,2
OG0017504,0,0,5,1
OG0017506,66,61.999,93.043,54.003
OG0017507,16,9,26,5
OG0017508,12,0,0,135
OG0017509,0,0,6,11
OG0017510,63,48,84,40
OG0017511,4,7,13,6
OG0017512,3,8,15,10
OG0017513,147.729,148.446,266.051,142
OG0017514,77,94,173.27,60.198
OG0017515,8,13,31,13
OG0017516,618.938,1641.189,575.208,467.592
OG0017517,47.471,73,126.013,56
OG0017518,8,15,15,12
OG0017519,7.823,6,15,4.075
OG0017520,49,58,81,65.839
OG0017521,3,7,8,7
OG0017522,167.252,197,436.038,178
OG0017523,244,262.985,528.249,284
OG0017524,16,5,34,11
OG0017525,38,66,117.213,42
OG0017526,89.509,85,135,68
OG0017527,20.482,17.702,44.475,22.328
OG0017528,286.021,309.133,522,218
OG0017529,22,30,36,25
OG0017530,19,28,28,17
OG0017531,96,148,234.543,130
OG0017532,3,6,11.769,4
OG0017533,30,41,52.574,30
OG0017534,122,126.413,217,90
OG0017535,50,48,70,33
OG0017536,275,412.526,722.666,332
OG0017537,48,51.503,121,71.695
OG0017538,7,11,23,11
OG0017539,0,0,3,0
OG0017540,119.421,165,307,161
OG0017541,7,8,9,1
OG0017542,330.613,546.401,920.955,430.109
OG0017543,3,7,7.076,3
OG0017544,3,15,22,6
OG0017545,9.037,17,25,15
OG0017546,4,10,31,9
OG0017547,441.633,422.991,715.347,278.063
OG0017548,19.668,8.106,16.035,13.423
OG0017549,39.421,24.931,75.26,34.07
OG0017550,157.391,140,299,122.046
