OG,Ofav_1,Ofav_2,Ofav_3,Ofav_4
OG0014935,142,95.292,221,65
OG0014936,59,83,100.424,61
OG0014937,31,36,64,35
OG0014938,14,18,38,17
OG0014941,32,64,103,39
OG0014942,143.12,197.854,343.373,183.998
OG0014943,25,27,64.084,29
OG0014946,22,58,28.005,42
OG0014947,250.902,232,375,175
OG0014949,306.247,171,414.435,134
OG0014950,190,205,342.053,141
OG0014951,677.844,491.504,1060.024,476.102
OG0014953,0,0,58.427,13
OG0014954,16,19,39.089,10.247
OG0014956,76.001,100,112.503,58.058
OG0014957,232,185,372,148
OG0014958,90,108,142.692,101
OG0014959,233.965,174.661,368.727,129.345
OG0014960,1032.849,995.219,471.893,759
OG0014961,214.001,191.134,363.744,160
OG0014962,117,125.203,254,84
OG0014963,70,96,161,81.358
OG0014965,358.992,335.176,619.162,253
OG0014966,432.631,216.155,513.694,203
OG0014967,305.89,314.116,617.643,273.191
OG0014968,42.527,58.753,71.059,54.137
OG0014969,188,228.48,366.284,180.944
OG0014970,36,43,72,32
OG0014971,775.73,830.672,1320.793,628.602
OG0014972,364.998,585.377,1121.562,471
OG0014973,269.704,281,419.585,205.174
OG0014974,215,215.007,352.014,141.057
OG0014976,241,253.377,545.931,232.609
OG0014978,358,293.026,562.662,260.037
OG0014979,163,118,67.009,107
OG0014980,146,260.448,273.841,189.998
OG0014981,15,53.454,13.672,55.471
OG0014982,0,31.117,39.328,129.529
OG0014984,117,79,136.185,59
OG0014985,4,16,1,14
OG0014986,115,142,274.722,130.033
OG0014987,130.067,127,179,83.979
OG0014988,78,81.266,146,50
OG0014989,19,28,52,16
OG0014990,272,397,518.763,268
OG0014991,185,234,322.656,165.864
OG0014992,70.214,72.262,155,81
OG0014993,50,26,29.166,54
OG0014994,259.169,204.089,355,140
OG0014995,167,179,319.196,149
OG0014996,58,77,19.092,135
OG0014997,316.011,312.415,657.864,274
OG0014998,26.002,44,92,25.964
OG0014999,63,97.053,140,67
OG0015000,68,101.057,155.972,74
OG0015001,193.011,163.121,367.69,162
OG0015002,154.004,176.097,341.501,161
OG0015003,90,126,230.17,99
OG0015006,127.995,130,202.484,99.134
OG0015007,27.106,32,68,25
OG0015008,13.001,25,28.129,23
OG0015009,76,93,180.67,68
OG0015010,202,181,310.285,120
OG0015012,87,105.971,134.257,86
OG0015013,2,2,1,2
OG0015015,228.786,191.071,431.543,226.815
OG0015020,604.394,536.898,985.001,374
OG0015022,10,10,22,5
OG0015023,152,129,311,107.01
OG0015024,136,147.072,220,126.08
OG0015025,137,121.417,234.027,80
OG0015026,507.695,549.344,1069.952,496.627
OG0015028,414.982,460.999,838.209,430.042
OG0015029,28,8,1,7
OG0015030,544.995,428,765.38,303.603
OG0015031,177.991,169,335.356,166
OG0015032,241,170,355.582,94
OG0015034,479.42,530.676,1020.482,425.02
OG0015036,18.999,102.167,37,84.001
OG0015037,54,228.01,45,1
OG0015040,125.685,108,199.997,104.982
OG0015042,389,276.366,510.805,205.513
OG0015043,46,60,76,50
OG0015044,50,26,68,21
OG0015045,91.407,82,124.055,58
OG0015046,409.79,417.999,798.674,399
OG0015047,152.496,187.97,121,511.999
OG0015048,7.047,6.269,13.835,1.344
OG0015049,258.01,173,345.026,143
OG0015051,197,255.797,370.019,225.013
OG0015052,103,49.153,140,53.006
OG0015053,17,31,32,11
OG0015054,0,0,5,4
OG0015055,1465.745,1734.776,3127.928,1595.157
OG0015056,260,304.145,549.988,226.607
OG0015057,73,31,31,56
OG0015058,218.042,291.13,356.39,175
OG0015059,57,73,141,50
OG0015060,68.385,53,95,37
OG0015061,53,43,60,18
OG0015062,63,52.393,103,55
OG0015063,36,24,59,31
OG0015064,68,107,152,67
OG0015065,205.765,225.091,441,185.223
OG0015068,286,342,567.601,243.154
OG0015069,138,88.992,162,64.005
OG0015070,33,42.07,60.103,26
OG0015071,206.155,158,343.379,121
OG0015072,330,322.582,461.392,233
OG0015073,90,94,169,58.033
OG0015075,81,139,223.996,79.036
OG0015076,201,146.154,85,184
OG0015078,0.872,3,15.534,6
OG0015079,81.347,97,157,77.539
OG0015080,412.735,465.012,868.922,420
OG0015081,9,47.587,19,174
OG0015082,233.479,182,362,127
OG0015083,57,39,93,29
OG0015084,118.018,115.302,206.629,89.003
OG0015086,166,232.126,441.312,211.266
OG0015087,276,247.331,394.641,182.008
OG0015090,55,35,65,26
OG0015091,33,28.012,69.356,34.255
OG0015092,167,212.692,363,174
OG0015093,242,349,582.356,319.031
OG0015094,173.487,151.371,287.304,113.415
OG0015095,263.508,197.003,343.738,157
OG0015096,73,65,153,59.972
OG0015097,429.256,406.676,732.74,371.996
OG0015098,216.703,181.408,319.629,169.192
OG0015099,224,324.192,465.236,196
OG0015100,231.308,300.36,539.687,233.455
OG0015101,28,22,22,22
OG0015102,294.518,326.188,472,213.615
OG0015103,5,6,3,6
OG0015107,17,15,37,10
OG0015108,7,5,5,3
OG0015109,2,0,4,6
OG0015110,11,29,39,19
OG0015111,8,6,16,7
OG0015113,150.001,143,258,110
OG0015114,139,177.666,212.944,112.928
OG0015116,30,26,67,31
OG0015118,61,68,99,64
OG0015120,219.605,246.733,401.456,175
OG0015121,20,14.501,21,10
OG0015122,1001.18,1037.653,1634.006,762.668
OG0015123,192.913,287.322,501.026,175
OG0015124,41,27,4,37
OG0015125,3,2,0,0
OG0015126,126.345,221.996,389.84,151
OG0015127,287.566,231.881,513.923,241.145
OG0015128,143,170.599,319,150.555
OG0015129,102.792,113,271.255,119.671
OG0015130,316.023,340.851,174.195,297.971
OG0015131,113,183,346,190.635
OG0015132,158,145,247.395,127
OG0015133,103.129,146.549,250.586,93.413
OG0015134,89.436,75.477,189.409,95.849
OG0015135,43,63,150,58
OG0015136,312,372.134,625.517,276.018
OG0015137,418,338.075,656.284,273
OG0015138,0,3,2,1
OG0015139,158.602,129.816,240.49,88.248
OG0015142,215.754,284.269,458.268,238.093
OG0015143,150.406,175,302.619,168
OG0015146,39,45,93.466,52
OG0015147,13.361,12.941,37.173,10.65
OG0015148,51,52,58.976,27
OG0015149,332.014,401.612,739.216,334.463
OG0015150,109,111.809,200,100.039
OG0015151,4.219,2,7.001,2.002
OG0015152,109.503,97.08,31.348,102.953
OG0015153,145,108,269,92.423
OG0015154,146,143,265,126
OG0015156,29,67,110,59
OG0015157,279,350.594,580.639,256
OG0015158,256,258.879,450.221,199.87
OG0015159,456.637,363.578,685.069,323
OG0015162,716,674.098,1286.707,506
OG0015163,93,59,154.437,52
OG0015164,21.451,31.716,74.086,37.71
OG0015165,147.001,188,303.237,129
OG0015166,217.195,228,481,220
OG0015168,350,210.589,470,167
OG0015170,202,103,63,127
OG0015171,104,140,206.243,89
OG0015173,334.574,304.07,515.99,218
OG0015174,104,137.421,187.909,110.669
OG0015176,611.601,694.209,1107.116,604.099
OG0015177,42,73,108.117,46
OG0015178,45,34,79,42.974
OG0015179,84.042,93,145.195,79.465
OG0015180,210,196,354.41,152.348
OG0015181,22,29,47,12
OG0015182,274.642,305.62,574.179,269.021
OG0015183,29,52,77,44.783
OG0015184,75,44,10,48.715
OG0015185,120,163,268,117
OG0015186,158.158,215.453,77.463,152.487
OG0015187,163,161.355,319.432,113
OG0015188,93,75,195.164,88
OG0015189,50,61,118.514,40
OG0015190,1,0,18,4
OG0015191,49.996,131,38,74
OG0015192,408.806,402.564,717.295,338
OG0015194,87.059,92.791,178.278,90.5
OG0015195,37,36,44,8
OG0015198,17,14,23,10
OG0015199,381,300.009,98,811.096
OG0015200,8,2,1,4
OG0015202,19,20,37.02,19
OG0015203,164.817,279.665,389.683,201.685
OG0015204,402.245,240,545.902,201.255
OG0015205,72,59,90,42
OG0015207,10,1,1,1
OG0015208,191,179.899,313,127.044
OG0015209,393.252,419.005,832.816,377
OG0015210,184,48,292.312,1
OG0015211,304.991,499.414,600.951,254.696
OG0015212,832.928,1726.999,756.382,1211.176
OG0015213,217,291.456,617,254
OG0015215,18,44,65,39
OG0015217,431.306,322,1055.277,295.034
OG0015218,27,42,101,56
OG0015219,125,91,182.302,61
OG0015220,1,3,2,0
OG0015221,227,266,586.69,293.047
OG0015226,196,194.799,324.206,158
OG0015228,9,22,13.408,8
OG0015229,21,35,88,29
OG0015230,14,2,8,4
OG0015232,240.014,279.046,450.397,171
OG0015233,151.002,144.864,83.583,187.998
OG0015235,424.002,586.961,1731.137,476.075
OG0015239,12,22,24,18
OG0015240,288.651,424.256,744,406
OG0015242,179.712,99,327.781,136
OG0015243,852.006,480,253.937,765.863
OG0015244,1,0,14,15
OG0015246,385.813,429.517,804.458,320.254
OG0015248,27,45,40,12
OG0015250,70,75,172.093,57
OG0015251,97,129.656,211.564,102
OG0015252,60,35,82,29
OG0015253,38,31,91.507,37
OG0015256,16.335,0,7.025,10.096
OG0015257,110,75,28,86
OG0015259,82.327,110,201.552,67
OG0015261,305.838,423.018,175.876,303.088
OG0015262,386,459.081,855,379.559
OG0015263,129,66,235.376,76
OG0015264,2,3,10,3
OG0015265,80.023,60.005,93.304,36
OG0015266,203.04,255.002,380,195
OG0015267,93,139,189,119
OG0015268,48,76,100,60
OG0015270,4,0,6,0
OG0015271,311.051,293.168,652,246.3
OG0015272,30,26,59,34
OG0015273,44.042,123,123,37
OG0015274,2,1,2,0
OG0015275,158,133,273,131
OG0015276,164,116,256,100
OG0015277,147.796,208.32,362.792,162.421
OG0015278,200,304,157.73,323.777
OG0015280,134,184,357.404,136.272
OG0015281,46,47,67,24
OG0015285,61,148,164,59
OG0015286,129,147,248,131
OG0015287,146,183,292,235
OG0015288,166,142.557,75,196
OG0015289,118,63,180,57
OG0015290,470,456.016,729.914,319.862
OG0015291,99.229,37.986,108,34
OG0015293,210,209.245,374.274,173
OG0015294,13,9,24,17
OG0015295,22,7,6,127.335
OG0015296,31,9,6,39
OG0015298,24,352,45,0
OG0015301,346.005,367,692.999,270.231
OG0015302,19,19,40,28
OG0015305,6,3,2,2
OG0015306,25,41,70,39
OG0015307,51,85,174,82.288
OG0015309,127,124,191.008,89
OG0015311,105,121,209.365,88
OG0015313,1646.701,2042.749,3881.081,2276
OG0015314,224,163.013,81,395.477
OG0015315,290.083,303.191,459.653,209.516
OG0015317,375.575,817.047,700.402,602.822
OG0015318,466.016,368.219,735.004,379.419
OG0015319,23,28.083,38,14
OG0015320,70,101,157,83
OG0015321,15,33,28,17
OG0015322,233.062,205,464.042,185.994
OG0015323,36,27,11,22
OG0015324,87,98,178.007,87
OG0015325,102,162.161,241.175,92.528
OG0015326,291,216,208.996,250.302
OG0015327,293,327.079,564.658,253
OG0015329,131,146,287,101
OG0015330,129.078,187.05,357,165
OG0015331,135.063,146.312,273,117
OG0015332,478,510.37,278,541.455
OG0015333,135,188.093,168.864,64
OG0015336,103.04,63,124.109,47
OG0015337,304.048,288.998,522.324,222.011
OG0015339,90,137,202.118,88
OG0015340,184.449,106.001,239.32,70.024
OG0015344,1699.6,1413.047,651,1581.478
OG0015345,828.87,740.693,222.344,1298.64
OG0015346,0,0,4,1
OG0015347,870.366,903.586,631.036,1637.483
OG0015348,1,0,57,21
OG0015349,195,297.371,151,224.968
OG0015350,83,72,165,58
OG0015351,8,3,12,13
OG0015353,15,35,52,30
OG0015355,445.658,240.666,503.435,177.055
OG0015356,161.722,207.111,277.143,125.452
OG0015357,1027.356,873.298,1790.733,899.83
OG0015362,283.733,228,497.222,229.997
OG0015363,327.672,440,794.125,452.457
OG0015364,385.006,203.002,99,161
OG0015365,125,162.017,368.109,158
OG0015366,21,53.001,99.581,45
OG0015367,129,128.073,63,228.001
OG0015368,0,4,11,6
OG0015369,112,84,22,116.265
OG0015370,120.921,117.918,206.699,98.889
OG0015371,173,191.38,425,187.811
OG0015372,129,149.997,388.002,160
OG0015374,26,21,62,24
OG0015375,131.084,185,334.411,173.945
OG0015376,801.732,716.977,1463.226,702.063
OG0015378,138.714,103,199,88
OG0015380,153.992,175,296.212,142.039
OG0015382,73,81.054,133,60.068
OG0015383,5,0,6,0
OG0015384,209.611,218,367.024,144
OG0015385,94,110,158,58
OG0015386,102,128,263.034,139
OG0015387,41,36,75,33
OG0015390,44,86,139,45
OG0015391,17,17,7,26
OG0015393,262.489,292.688,498.41,268.011
OG0015394,474.005,338.383,684.176,347.036
OG0015395,227,229,97,233.007
OG0015397,391.187,564.705,914.844,403
OG0015398,308.007,373.092,657.818,300.134
OG0015401,63,85,133,63
OG0015402,259.442,351.02,582.001,250
OG0015403,64,77,120,64
OG0015404,296,293.098,464.321,226
OG0015405,88,82,140,58
OG0015407,176,161.832,317.864,116
OG0015410,136.025,117,193.804,77
OG0015411,315,259,508.255,186.1
OG0015413,28,4,29,9
OG0015414,252,242.307,480.068,239.008
OG0015415,37,51,77,31
OG0015417,52,40,91.422,34
OG0015418,1,4,6,0
OG0015419,71,69.993,30,67
OG0015420,46,17,73,26
OG0015422,39,43,75,30
OG0015425,136.011,189,280,182.995
OG0015427,149,109,45,124.002
OG0015428,35,30.054,73,37
OG0015429,121,96.001,24,152
OG0015431,139,151,248.007,126.72
OG0015435,158.366,182.717,290.336,138.053
OG0015436,476.451,328.148,591.56,251
OG0015438,382.16,527.771,889.45,428.998
OG0015439,258,173.17,357.329,116
OG0015442,27,24,15,8
OG0015443,2,3,3,2
OG0015446,38,45.779,57,34
OG0015447,1557.863,1847.854,795.769,1793.927
OG0015450,55,75,92,35
OG0015451,2341.071,2355.921,5041.46,2509.355
OG0015452,402.142,394.812,722.749,337
OG0015453,88,46,14,25
OG0015454,389,346.378,683.619,255
OG0015455,52,62,164,73
OG0015456,336.006,268,506,194
OG0015457,15,15,14,45.016
OG0015458,180,178.454,313,169
OG0015459,301,349.247,126.313,250.033
OG0015461,86,95,206.194,75
OG0015462,52,71,116.597,54
OG0015464,198,74,120,175
OG0015466,14,27,8.003,19
OG0015467,14,24,11,27
OG0015468,184,276,424.997,167.902
OG0015469,9,14,0,5
OG0015471,63,79,148,75
OG0015472,126,150.516,240,90.036
OG0015473,247.986,267.768,517.079,230.416
OG0015474,89.006,86,147,59
OG0015475,359.999,348.382,599.008,282
OG0015478,5,2,10,1.504
OG0015480,81,84.955,155.72,67
OG0015481,203,222.282,387,185.071
OG0015483,601.846,527.725,960.679,367.945
OG0015485,0,2,6,3
OG0015486,830.873,660.601,320,637.208
OG0015489,105.781,155.162,256.234,97
OG0015491,130,124,58,123
OG0015493,936.037,1083.421,1950.679,1040.443
OG0015494,101,118,184,80
OG0015495,560.14,755.006,1165.169,600
OG0015497,153,185.14,393.677,196.357
OG0015498,14,28,13,17
OG0015499,31,33,57,35
OG0015500,31.764,28,57,21
OG0015501,309.131,312.968,579.812,290.073
OG0015504,164.658,173.372,338.679,155
OG0015506,172.877,184,373.524,221.998
OG0015507,763.322,1091.613,527.827,1374.066
OG0015508,70.878,113.825,28.796,112.419
OG0015510,36,58,93,41
OG0015513,179.01,128,260.216,69
OG0015514,175,147,339.685,152
OG0015515,215.956,340.706,515.009,258.166
OG0015517,873.704,1119.998,323.206,1149.036
OG0015518,28,22,5,12
OG0015519,173.26,230.15,372.109,199.859
OG0015520,1112.966,643.384,1464.159,409
OG0015521,207,295,552,204
OG0015522,169,170,280.437,109
OG0015524,38,54,40,182.003
OG0015525,76.403,75.167,187.208,73.017
OG0015526,144,188.864,81.814,158
OG0015527,5.793,0,8.764,4.036
OG0015528,119,128,212.249,108
OG0015529,73,92,62,85
OG0015532,232,239.996,394.306,177.018
OG0015533,69,62,120,55
OG0015535,230.375,188.999,106,250.988
OG0015536,149,147.035,224,96
OG0015537,70.3,60.731,61.762,40.204
OG0015538,71.138,62.85,77.958,40.259
OG0015540,341.069,311.991,604.997,231
OG0015542,56,71.344,138.014,71
OG0015543,80,129.393,192.767,90.844
OG0015544,1249.006,902.996,488.995,1286.869
OG0015545,120.984,102.096,34,161.996
OG0015548,138.773,142,58,110.022
OG0015549,332.051,369,738.413,328.019
OG0015550,322.133,353.061,541,268
OG0015551,101.994,68.344,136,67
OG0015552,9.001,7,34,12
OG0015553,1041.071,164.52,102,304
OG0015554,1,0,6,3
OG0015557,21,24,54.206,19
OG0015559,308,390.408,550.001,297.354
OG0015560,612.564,422.279,269,885.186
OG0015561,17,29,49,37
OG0015564,199.006,180.003,325.95,142
OG0015565,128.119,102,229.954,102
OG0015566,690.002,510.265,1051.285,591
OG0015568,15,17,29.846,21
OG0015571,25,31,15,24
OG0015573,39,49,14,39
OG0015574,45,90,146,81
OG0015575,211,218.923,397.351,185
OG0015577,22,144,57,0
OG0015578,146,153.196,264.004,157
OG0015579,205,208,434.637,179.307
OG0015580,65,62,98,55
OG0015581,1.09,0,2.619,0
OG0015582,13,18,12,46
OG0015590,313,271,512.017,201
OG0015592,16,18,27.97,11
OG0015593,161.002,150.69,41.178,154
OG0015594,41.127,64.119,35.591,48.539
OG0015595,558.799,757.995,359.1,724.336
OG0015596,72,42,106,32
OG0015599,320,360,645.317,313
OG0015600,1,2,0,0
OG0015602,48,68,104,51
OG0015604,49,34,25.99,33
OG0015607,3227.637,2366.886,1024.546,2628.223
OG0015608,211,165,73,253.64
OG0015609,221,298,471.023,234.999
OG0015610,392,314,207,485.978
OG0015611,56,54,106.347,73
OG0015612,129,110,239.055,89
OG0015614,203,299,73,247.002
OG0015615,46.705,79.15,77.122,87.213
OG0015616,939.929,870.443,1783.626,902.143
OG0015618,630.368,563.991,1130.357,461.112
OG0015619,39,63,23,91
OG0015620,387.249,416.832,619.016,345
OG0015622,13,30,40,12
OG0015623,106.806,153,266.459,107
OG0015624,142,119.984,233.373,77
OG0015625,102.518,94.345,190.68,57.826
OG0015629,89.601,131.395,204.255,111.002
OG0015630,200.918,227,379.109,169
OG0015631,667.704,776.383,1171.878,552.644
OG0015634,134,87,41,137
OG0015641,109,122,33,79
OG0015644,915.836,932.343,335,871.008
OG0015646,260,264.004,121.998,275.2
OG0015648,92,86,51,123
OG0015649,13,4,6.213,6
OG0015651,130,119,272.215,117
OG0015652,24,23,42,10
OG0015653,185,98,177.38,74
OG0015655,247,129,68.179,181.103
OG0015657,39,55,78.914,43
OG0015659,71,28,26.133,58.434
OG0015660,142,169,87,90
OG0015665,0,0,26,4
OG0015666,297.643,288,163.177,623
OG0015667,109,131,247.633,99
OG0015669,76,122,256.999,112
OG0015670,77,131,167,99.018
OG0015671,19,16,24,17
OG0015672,614.978,717.356,1335.949,618.166
OG0015673,77.082,56,16,73
OG0015674,548.476,638,326,1026.341
OG0015675,28,41,33,45
OG0015676,241.546,291.048,518.667,252.11
OG0015677,123.863,116,208,97.247
OG0015679,10,18,16,10
OG0015680,23,31,23.404,8.811
OG0015684,516.372,447.45,905.723,349.794
OG0015686,32,35,24,59
OG0015687,53.999,42,11,58
OG0015688,64,108,183.209,110
OG0015690,164,146,262.631,110
OG0015692,43,63,44,55
OG0015693,1125.411,1019.382,402.737,1146.223
OG0015694,0,1,0,1
OG0015695,132,107,47,152
OG0015697,87,82.997,30,49
OG0015698,127,123.993,243.57,121
OG0015700,51,81,27,24
OG0015701,18.83,9,20.586,10.475
OG0015703,35,138,43,96
OG0015704,13,19,27.027,14
OG0015705,105.529,75,45.535,182.356
OG0015707,68,15,45,51
OG0015708,134,84,44,179.018
OG0015710,163,118.005,252,62
OG0015711,712.632,576.008,1069.646,475.338
OG0015712,13,14,18,12
OG0015715,101,86.493,36,110
OG0015716,931,787,1500.926,776.998
OG0015717,301.674,341.847,565.04,271
OG0015718,37,72,105,49
OG0015719,125,157.121,273.166,164.052
OG0015720,190.926,284.415,455.878,237.252
OG0015721,158,141,72,136
OG0015722,3,6,11,3
OG0015723,428.122,518.993,737.025,317
OG0015724,434,394,232,582
OG0015725,445,462.69,140.007,458.067
OG0015726,17,29,43,30.038
OG0015727,77.903,80,151,72.953
OG0015728,202.996,164.728,73,160
OG0015729,223,156.985,57,447.001
OG0015730,27,27,51,13
OG0015731,6,72,112.019,55
OG0015732,227,171,69,223
OG0015733,23,19,85,12
OG0015734,266.021,272.852,512,175
OG0015735,196,134,78,211
OG0015736,127,139.184,273.001,131
OG0015738,326.457,267.909,148,241
OG0015739,294.414,238,561,194
OG0015742,261.362,178,392,118
OG0015743,7,14,37,8
OG0015744,66,35,84,40
OG0015745,343,298.156,516.3,194
OG0015746,239,239.093,429.318,181
OG0015747,103,68,43.003,71
OG0015750,70,48,30,223
OG0015751,246,346.226,166.266,243.823
OG0015754,42.007,48.778,29.224,35.999
OG0015755,1313.627,1228.598,2279.564,1164.775
OG0015758,300.99,241,438,177.503
OG0015759,24,16,28,5
OG0015761,56,64.59,103.264,38.874
OG0015764,661.435,579.562,913.16,377.994
OG0015766,19,4,2,59
OG0015767,105,218.494,77,230
OG0015768,77,18,121,15
OG0015772,3.003,2,3,3
OG0015776,188,312.182,427.429,176.004
OG0015777,63,60,25,55
OG0015779,211.481,235.015,105.064,470
OG0015781,118,96,51,94
OG0015782,1126.221,2278.034,2135.347,1997.909
OG0015783,395.488,278,130,611.171
OG0015784,226,163,82,216.293
OG0015786,6,11,37,17
OG0015787,67,104,130.44,68
OG0015789,241,200,413,148
OG0015790,193,246.608,364.595,119.39
OG0015791,406.949,379.706,257.597,501.025
OG0015792,205,171,333.731,131.083
OG0015793,58,81,29,91
OG0015794,91,90.468,201.737,70.306
OG0015796,232,241,145,320
OG0015797,33,138,44,74
OG0015801,24.001,16,19,13
OG0015802,9,6,7,7
OG0015805,14,5,20,4
OG0015806,79,111.305,47,80
OG0015807,452.093,508.992,874.44,470.356
OG0015808,270.999,296.003,580.83,265.745
OG0015811,240.764,103,82,174.004
OG0015813,170.287,202.709,101.156,116.546
OG0015814,61,80,134,55.991
OG0015815,457.216,431.157,132.061,475.595
OG0015816,441.152,555.567,372.001,1147
OG0015817,589.586,976.912,725.452,1296.942
OG0015818,137,223,69,63
OG0015819,54,107,115.155,54
OG0015821,44,56,87.159,37
OG0015822,100.592,110,236,65
OG0015823,201,465.01,238,402
OG0015825,27,38.998,71,31
OG0015829,467,485.065,856.97,419.12
OG0015830,553,549.822,1125.618,576.111
OG0015831,129.636,130,306.755,120
OG0015832,194.24,161,227.028,125
OG0015833,3339.725,4030.902,1370.82,5513.394
OG0015835,48,46,58,38
OG0015837,157,166,343.398,220.007
OG0015838,176,197,83,127.001
OG0015840,78,66.28,50,66
OG0015841,459.623,329.781,119.413,264.957
OG0015842,22,28,12,22
OG0015844,297.155,208.026,148,326
OG0015848,245.189,186,363.52,148
OG0015849,29,37,65,31
OG0015850,824.789,996.756,1636.43,786.968
OG0015851,75,99.529,174.901,53.02
OG0015852,18,27,56,25
OG0015853,164,76.998,48,268
OG0015854,107,83.204,26,75.023
OG0015857,79.725,119.118,217.706,83.162
OG0015858,80,108.822,211.559,125
OG0015860,14,112,486,20
OG0015861,303,273.02,280.632,393.36
OG0015862,134,136,83,126
OG0015863,50.935,79.843,139.484,89.466
OG0015865,398,434.193,167,357.594
OG0015866,177.005,220.093,391.999,206.054
OG0015868,120.02,122.029,39,108.877
OG0015869,2,0,0,1
OG0015870,306.278,233.979,183.527,219.987
OG0015872,0,0,21.001,4
OG0015873,406.998,429.001,906.63,411.665
OG0015874,27.812,37,27,40
OG0015875,3,9,14,4
OG0015876,163,113,51,142
OG0015878,286.997,315.741,481.192,177
OG0015881,15.919,42,18,22.001
OG0015885,0,1,100,30.143
OG0015887,73,105,207.445,56.036
OG0015889,773,668.661,334.036,1495
OG0015890,957.875,1265.523,671.239,1011.676
OG0015892,461.998,513.595,774.001,462.009
OG0015894,424.784,414.859,199.179,416.833
OG0015895,855.528,912.597,345.663,693.154
OG0015896,350,465.49,762.215,315.186
OG0015898,32.912,44.043,27,30.25
OG0015901,60,57,111.909,63
OG0015902,17.003,27,39,27
OG0015904,329.164,501.374,166.093,1526.721
OG0015905,50.005,102.229,151.05,65.233
OG0015907,101.026,107.685,70.778,157.821
OG0015908,25.001,47,73.422,48
OG0015909,14,18,33,10
OG0015911,87,72,57.107,70
OG0015914,8,10,21,7.001
OG0015917,1,3,353.995,141
OG0015919,206,257.997,429.292,239
OG0015921,47,81,35,72
OG0015924,49,55,116,55
OG0015925,1820.188,1199.756,664.559,1795.035
OG0015926,1090.286,1019.811,1780.572,856.244
OG0015927,114.353,156,256.532,90
OG0015931,64,70,96,38
OG0015932,93,95,137,71
OG0015936,153,181.233,430.09,239.011
OG0015937,233.098,232.381,320,154.988
OG0015938,5.619,2.572,21.569,11.543
OG0015939,9,5,3,10
OG0015940,940,858.066,1631.131,752.985
OG0015943,125,110,38,136
OG0015945,114.097,119.996,220.084,103.993
OG0015947,74,82,206,89
OG0015950,94,98,171,78
OG0015953,272,201,173,368
OG0015956,716.222,507.54,910.583,340.303
OG0015957,29,54.238,124.992,85
OG0015958,49,58,85,50
OG0015960,8,1,9,1
OG0015961,27.588,11,47.001,17.865
OG0015967,477.172,504.863,211.096,374.72
OG0015968,104.847,163.596,76.834,110.152
OG0015969,409.275,324,662.441,303
OG0015970,367.858,455,877.597,434.472
OG0015973,106.311,149,28,271
OG0015974,452.826,400.991,677.997,267.209
OG0015975,2,4,0,1
OG0015976,1315.281,1430.561,2288.65,1111
OG0015978,74,131,62,145
OG0015979,107,166.165,223,88.589
OG0015980,98,88,47.022,65
OG0015981,438.997,347,156,449.517
OG0015982,186,134.008,287.169,122
OG0015984,4,1,8,1
OG0015985,2,1,2,2
OG0015986,310,248,140,319
OG0015987,26,30,52.999,29
OG0015989,48,50.93,78.077,29
OG0015990,294,317.5,528,291.011
OG0015991,349.132,454.92,856.469,403.742
OG0015996,704.74,808.833,1306.299,599.736
OG0015997,148,206.401,194,91
OG0015998,14,14,23.889,3
OG0015999,80,56,42,43
OG0016006,731.002,491.042,206.008,636.009
OG0016007,272.078,388.858,545.774,230.481
OG0016010,44,36,6,35
OG0016011,1,3,38.875,8.269
OG0016015,72.004,206.235,48.06,0
OG0016017,21,21,25,18
OG0016018,1407.196,1274.881,765.118,1829.035
OG0016019,195,150,61,209
OG0016020,769.278,519.34,1011.357,468
OG0016021,14295.793,16736.119,7913.96,24665.635
OG0016023,146,112.001,199.797,74
OG0016025,310,324.093,509,200.007
OG0016029,298,184,85,226
OG0016032,3,1,1,0
OG0016034,123,119,39,128
OG0016035,62,104.002,168.225,65
OG0016036,276,161,83,681.07
OG0016037,247.255,276.853,497.689,231
OG0016042,662.004,581,1032.15,403.199
OG0016043,0,6.11,11,9
OG0016046,126,96,204.605,77
OG0016048,401.007,531.234,178,381.693
OG0016049,177.824,153,303.164,88.029
OG0016052,164.278,159.508,343,191
OG0016053,143.053,158,67,164.767
OG0016054,51.59,37,77,27.018
OG0016055,217,239,408.154,156
OG0016057,877.561,840.107,271,1271.003
OG0016058,55,86.601,107.261,66
OG0016061,12,11,22,10
OG0016067,178,191,48,219.994
OG0016069,827.011,910.009,347,1058.509
OG0016070,367.947,237,95,320.479
OG0016071,611.998,504.807,788.575,410
OG0016072,134.001,189.966,87.001,167.002
OG0016076,281.999,330.001,196,330.047
OG0016079,268,242.249,425.177,148
OG0016080,48.793,172.461,33.387,0
OG0016082,105,116,267,136
OG0016083,168,79,75,184
OG0016089,220,219,363.143,203.387
OG0016090,355.909,245,114,305.468
OG0016092,186,194.841,39,291.995
OG0016093,171,119,49.978,218
OG0016094,84,76.225,17,57
OG0016095,74,78,57,124
OG0016097,265.449,231,445.86,160
OG0016101,0,3,0,0
OG0016102,289.49,354.915,708.276,344.369
OG0016103,76,76.009,31,74
OG0016106,193,267,37.043,558.116
OG0016107,242.448,241,71,333.217
OG0016108,0,0,2.045,0
OG0016109,623.645,324.003,148,982.337
OG0016110,88,37,13,45
OG0016111,127,175,308.526,128.203
OG0016115,13,16,5,7
OG0016116,367,1021.439,429.998,1965.59
OG0016117,50,41,85,36
OG0016118,189,202.788,387.748,153.122
