OG,Ssid_1,Ssid_2,Ssid_3,Ssid_4
OG0012224,75,86,148,147
OG0012227,160.002,158,108,127
OG0012228,12,0,1,0
OG0012230,78,69,63,20
OG0012232,107,164,108,81
OG0012233,1,8,6,16
OG0012234,6,15,1,1
OG0012236,49,121,59.988,63.147
OG0012237,176.998,195,104,125
OG0012238,54,68,34,41
OG0012240,321,731,285,203.004
OG0012241,337,190,122,74
OG0012242,12,14,14,5
OG0012247,3,1,5,4
OG0012248,0,0,0,0
OG0012249,302,417,297,313
OG0012258,139,241,263,136
OG0012259,60,76,46,44
OG0012260,5,11,1,0
OG0012261,0,0,0,0
OG0012262,60,33,27,30
OG0012265,241,285,282,254.47
OG0012273,0,0,0,0
OG0012275,449.999,395,321.187,367
OG0012276,5,0,0,0
OG0012277,492,846.054,370,431
OG0012278,0,0,0,0
OG0012279,86,107.986,76,82
OG0012281,85,84,57,39
OG0012282,0,0,0,0
OG0012284,360,439,248.039,309
OG0012285,35,44,22,39
OG0012287,605,890,379,390
OG0012288,0,0,0,0
OG0012290,4,0,2,1
OG0012292,162,152.032,233,148
OG0012294,1,0,1,2
OG0012295,29,38,19,32
OG0012299,113,85,68,47
OG0012300,33.968,29.909,129.21,76.406
OG0012301,1885.999,2723.661,1785.945,2342.65
OG0012303,132,172.105,131.557,191
OG0012304,56,65,52,24
OG0012305,35,31,14,21
OG0012306,99,117,117,140
OG0012309,7,13,3,5
OG0012310,192.359,140,121,138
OG0012312,28,36,15,6
OG0012315,28,9,10,14
OG0012316,116,65,90,134
OG0012317,62,91,42,86
OG0012318,434,435,309.997,316.032
OG0012320,762,898.226,476,681
OG0012321,190.055,273,118,165
OG0012322,108,108,51,84.318
OG0012323,24.394,28,14,12
OG0012324,39,47,21,22
OG0012326,6.295,5.141,23.568,18.377
OG0012328,67,92,66,59
OG0012330,516,482,309.001,308
OG0012331,136,188,136,248
OG0012332,53,66,82,35
OG0012333,83,45,43,42
OG0012334,121,273,177,91
OG0012338,196,247,111.002,140
OG0012340,0,0,0,0
OG0012343,1116.493,1331.011,731,954.635
OG0012347,63,93,94,41
OG0012349,3,18,4,2
OG0012352,13,7,5,12
OG0012354,113,160,105,125
OG0012355,4,10,17,7
OG0012357,1046.993,1367.713,1059.998,1037.589
OG0012359,105,116,89,107
OG0012365,181,181,135,89
OG0012366,68,62,58,32
OG0012367,140,120,55,164
OG0012369,14,41,20,27
OG0012373,540.992,551,612.961,804
OG0012374,1,0,0,0
OG0012375,3,0,0,0
OG0012376,0,0,0,0
OG0012377,67,41,33,23
OG0012378,67,41,40,76
OG0012379,112,153,167,158
OG0012380,36,55,15,22
OG0012383,2,7,0,0
OG0012384,13,21,27,39
OG0012386,14,14,19,8
OG0012387,84,105,54,47
OG0012388,775,1451.006,1116.002,607.99
OG0012389,523,612,445,523
OG0012391,20,17,31,12
OG0012392,169,170,90,68
OG0012397,45,61.003,27,23
OG0012398,0,0,0,0
OG0012399,81,115,82,68
OG0012401,58,59,45,22
OG0012403,923.008,1257.051,724,1055
OG0012404,1,3,3,3
OG0012407,266.002,647,212,248
OG0012411,195,216,51,56
OG0012416,1,0,0,0
OG0012418,0,0,0,0
OG0012419,0,0,1,0
OG0012421,573.32,672,290,604
OG0012422,373,526,275,312
OG0012423,10,5,11,4
OG0012424,13,22,28,42
OG0012426,47,149,42,35
OG0012428,654,902,484.994,473.577
OG0012429,499.599,548,388,320
OG0012430,40,21,4,10
OG0012432,1125,1193,685.093,716
OG0012433,295,323,195.441,168
OG0012436,226,354,175.002,201
OG0012437,0,2,1,0
OG0012438,8,13,19,12
OG0012440,1090.001,1162.893,758,707
OG0012441,70,205,86.02,80.206
OG0012443,97,100,31.049,13
OG0012445,177,276,62,52
OG0012447,0,0,0,0
OG0012452,840.971,655,785.006,712
OG0012453,715,499,526,649
OG0012458,67,75,21,22
OG0012459,226,72,65,144
OG0012460,123,82.03,54,2
OG0012462,37,18,2,8
OG0012464,0,1,0,0
OG0012476,2,1.602,18,16
OG0012491,3,8,18,31
OG0012499,9,20,35,22
OG0012525,308,425.479,213,190
OG0012528,2.955,4.208,8.611,5.646
OG0012532,14.453,17.528,56.807,42.224
OG0012553,0,0.852,1.138,0.604
OG0012567,6,13,9,3
OG0012575,15.876,15.001,74.928,27.284
OG0012588,18.847,4.436,28.552,22.256
OG0012601,7,7,32,48
OG0012607,17,13,32,28
OG0012608,0,0,0,0
OG0012620,0,0,0,0
OG0012623,3,6,23,7
OG0012629,26,30,104,91
OG0012635,335,382,201,299
OG0012644,12,1,31,10
OG0012647,3.209,21,36,10.639
OG0012648,7,24,30,15
OG0012659,149,189.734,86,139
OG0012660,0,0,0,0
OG0012663,0,0,0,0
OG0012664,20,10,37,34
OG0012674,23,33,13,21
OG0012684,2,4,21,25
OG0012688,5,8,22,13
OG0012704,1,0,1.995,4
OG0012710,25,22,17,13
OG0012713,403,147,171,113
OG0012724,0,0,0,0
OG0012737,5,19,42,33
OG0012738,16,22,37,47
OG0012773,21.546,8.385,23.765,10.302
OG0012779,8,3,18,3
OG0012788,32,18,81,62
OG0012795,55,90,57,54
OG0012796,40,89,32,23
OG0012798,8,11,9,16
OG0012799,36,81,140,130
OG0012806,53.66,62.75,39.982,24.877
OG0012813,4.662,4.592,0,6.388
OG0012831,14,24,20,32
OG0012837,2,8,4,24
OG0012843,16.786,16.398,49.288,23.059
OG0012851,0,0,0,0
OG0012863,6,0,0,0
OG0012870,21,26,26,50
OG0012875,8,28,65,35
OG0012880,7,6,24,16
OG0012881,12,12,17,8
OG0012889,7,10,27,10
OG0012893,12,16,14,6
OG0012903,0,3,18,6
OG0012906,5,0,0,0
OG0012907,11,13,21,4
OG0012909,87,92.404,180,102
OG0012924,12,20,30,35
OG0012928,12,15,28,7.537
OG0012929,10.818,31,38.262,16.673
OG0012930,1,0,0,0
OG0012931,3,12.373,23.165,41
OG0012945,0,0,0,0
OG0012949,42,30,43,56
OG0012956,8,11,27,21
OG0012983,19,8,45,0
OG0012987,13,9,27,32
OG0012989,0,0,0,0
OG0012991,0,0,0,0
OG0012993,3156,4760.822,1729.009,2521
OG0013002,9.958,0,22.17,13.525
OG0013028,13,9,13,31
OG0013029,4,7,26,13
OG0013032,34,34,63,52
OG0013035,23,28,11,25
OG0013045,29,31,50,47
OG0013050,10.251,10.976,3.73,0
OG0013056,5.372,1.074,4.363,1.013
OG0013065,13,11.27,31.705,25.007
OG0013066,324.423,527.003,244.039,442
OG0013071,509.997,483,326.991,393
OG0013072,727,930,541.452,644
OG0013075,112,70,83,34
OG0013078,1271,1558,988,963
OG0013084,0,9.327,15.323,12.977
OG0013087,0,0,0,0
OG0013097,6,14,32,17
OG0013098,0,0,0,0
OG0013104,2.252,1.421,7.084,1.108
OG0013108,10,20,54,27
OG0013118,9.448,9.845,10.845,9.68
OG0013123,0,2,0,0
OG0013137,26033.277,31237.881,19044.501,19825.904
OG0013140,47,1,0,0
OG0013151,10,8,15,20
OG0013158,32,19,47,25
OG0013179,3,1,8,9
OG0013180,7.403,5.895,23.556,8.56
OG0013184,4,0,0,0
OG0013186,0,0,0,0
OG0013188,17,17,44,52
OG0013191,20,30,58,42
OG0013193,397,523,402.996,307
OG0013194,0,0,0,0
OG0013195,5,2,9,9
OG0013200,8,25,46,33
OG0013207,8,6,15,14
OG0013219,19,16,37,23
OG0013231,7,12.689,31.086,38
OG0013234,15.747,3.111,23.625,13.036
OG0013241,0,0,0,0
OG0013249,4,10,5.476,0
OG0013252,14,11,24,51
OG0013253,0,0,5,0
OG0013270,13,20,19,13
OG0013272,4,0,0,0
OG0013292,9,41,18,45
OG0013295,1048,1496.006,835.999,926.295
OG0013296,887.939,820,514.924,586.888
OG0013301,19,19,53.044,30
OG0013303,11,20.637,47.356,27.746
OG0013304,9,14,35,26
OG0013307,32,47,164,74
OG0013309,3,9,22,19
OG0013312,1,0,0,0
OG0013316,1158,1235,717,926.997
OG0013323,41,20,22,64
OG0013328,790,1088,296.975,351
OG0013330,7,25,33,35
OG0013338,2,3,8,1
OG0013343,3,3,14,8
OG0013345,0,0,0,0
OG0013347,25,18,39,52
OG0013348,0,0,0,0
OG0013350,2,1,5,8
OG0013357,9,0,34.075,7.214
OG0013359,1180.001,1510,760,986.348
OG0013361,3,0,0,0
OG0013366,12,17,29,31
OG0013369,4,3,0,5
OG0013380,3,8.688,9,4
OG0013384,11,17,62,25
OG0013387,25,28,27,28
OG0013388,1,0,11,5
OG0013393,2836.183,3518.929,1827.996,2624.929
OG0013407,105,81,68,39.457
OG0013411,8,8,24,22
OG0013416,0,0,1,3
OG0013417,12,17,27,18
OG0013418,4.718,8.927,1.918,6.047
OG0013423,28940.494,22297.142,25990.98,44881.23
OG0013429,2197.001,2261,1732.196,1595.654
OG0013437,5,13,11,6
OG0013442,6,3,15,22
OG0013446,197,187,146,146
OG0013449,13,9,21,7
OG0013458,42,178,26,50
OG0013463,0,0,0,0
OG0013481,1,0,0,0
OG0013483,26,4,24,4
OG0013487,10.866,16.526,80.566,30.895
OG0013489,58.992,13,49,42
OG0013499,285,396,223,138
OG0013514,409.007,381,247,218
OG0013518,10,21,32,12
OG0013524,6,17,21,2
OG0013527,495,471.285,237.026,358.459
OG0013529,23,26,90,36
OG0013531,4.605,12.266,10.947,15.137
OG0013533,9,12,35,31
OG0013538,28,17,36,9
OG0013547,8,18,39,26
OG0013562,462,481,345,426
OG0013565,42.404,45.367,118.719,90.262
OG0013570,198,370,186,146
OG0013573,13,26,46,21
OG0013575,2,0,0,0
OG0013584,16,14,33,23
OG0013586,8.331,5,39,13
OG0013590,344.556,489.114,214,266
OG0013599,6,9,19,4
OG0013604,1,0,0,0
OG0013606,15,22,36,45
OG0013609,672.998,815.438,449,525.072
OG0013610,340,442,246,301
OG0013611,0,0,0,0
OG0013615,25,15,52,34
OG0013621,1,8,5,10
OG0013628,1,0,0,0
OG0013635,4,32,10,15
OG0013636,3,0,0,0
OG0013641,486,729.997,297,420.996
OG0013648,3.907,0,0,0
OG0013650,0,0,0,0
OG0013656,2.838,6.938,23.609,13.487
OG0013658,10,22,28.768,31
OG0013662,21.536,58.469,90.443,75.056
OG0013667,15,2,0,0
OG0013668,1795.051,1745.157,1183,1174.981
OG0013685,0,21,10.02,4.594
OG0013686,8,6,15,17
OG0013689,14,25,47,37.953
OG0013695,72,160,249,179
OG0013697,0,1,0,0
OG0013698,16,150,147.015,3
OG0013711,0,1.082,2.681,0
OG0013716,9,7,12,15
OG0013725,5,0,1,0
OG0013728,0,0,0,0
OG0013729,17,23,27,23
OG0013733,59,44,110,136
OG0013737,6,21,39,25
OG0013743,3,12,20,15
OG0013745,19,46,21,13
OG0013749,0,0,0,0
OG0013753,45,45,106,57
OG0013755,8.98,30.62,41.563,14.533
OG0013759,0,0,0,0
OG0013765,0,0,0,0
OG0013771,18,18,25,26
OG0013817,818.185,660,465,444
OG0013823,1,15,14,40
OG0013829,170.028,170.981,129.864,146
OG0013843,490,402,291,357
OG0013857,6,3,6,0
OG0013859,3,14,10,7
OG0013874,20.041,14,31,30
OG0013881,0,0,0,0
OG0013904,1.155,1,0,0
OG0013916,5,0,0,0
OG0013920,9,32,49,47
OG0013923,0,50,66,44
OG0013933,18,21,32,23
OG0013940,0,1.741,10.918,7.664
OG0013943,54,52,53,35
OG0013945,67,35,24,23
OG0013946,152,129.351,76.291,127
OG0013951,29,24,67,39
OG0013955,6.224,1.074,8.438,3.842
OG0013960,10,2,23,9
OG0013965,0,0,2,0
OG0013975,413,449,247,335
OG0013980,899,1995.004,621.019,1049
OG0013982,2209,3873.311,1617.089,1925.589
OG0013986,623.996,757,470.985,393
OG0013988,20,18,17,6
OG0013989,38.975,30,11,8
OG0013992,10,20,34,50.983
OG0013995,2,0,0,0
OG0013997,7,1,12,6
OG0014022,18,28,55,47
OG0014024,4,3,23,16
OG0014030,224,194,97,96
OG0014034,0,0,0,0
OG0014037,7,18,29,35
OG0014038,24.146,29.012,59.612,63.152
OG0014039,8,17,26,27
OG0014049,18.542,26.89,43.511,38.856
OG0014051,151.008,217.312,188,111
OG0014068,13,13,48,23
OG0014084,0,0,0,0
OG0014087,9,20,23,11
OG0014093,13,15,7,2
OG0014095,10,14,45,40.814
OG0014098,17,26,22,8
OG0014102,28,25,56,30
OG0014110,505,748,401,418
OG0014113,17,13,13,20
OG0014114,3.871,21.848,12.304,14.024
OG0014123,4,0,0,0
OG0014131,972.246,1311.657,809,795.07
OG0014135,8,10,6,6
OG0014144,10,3,45,22
OG0014159,2,0,0,0
OG0014160,17,27,56,42
OG0014161,128.908,151.365,389.144,270.511
OG0014164,8,2,7,1
OG0014167,13,18,30,24
OG0014169,12,0,2,0
OG0014172,0,0,0,0
OG0014173,7,7.835,40.505,17.922
OG0014175,16,14,37,34
OG0014181,11,13,33,45
OG0014189,14.687,4.983,47.097,22.679
OG0014191,14,15,35,14
OG0014197,0,0,0,0
OG0014202,4.027,8.716,21.842,13.003
OG0014204,23.064,37.556,84.309,75.4
OG0014205,15.014,13.082,55.975,57.765
OG0014216,107,111,68,45
OG0014234,220,210,172,195
OG0014243,381,421,281,335
OG0014247,4,1,0,0
OG0014262,196.121,272.996,138,167
OG0014265,3,0,0,0
OG0014277,19,43.98,74.386,54
OG0014284,397.012,464,253.001,327
OG0014304,2,3,1,0
OG0014313,94,69,52,88
OG0014317,0,0,0,0
OG0014320,19,89,9,16
OG0014321,3.719,1.529,24.65,20.204
OG0014332,14,16,42,43
OG0014333,346,351.005,241,273
OG0014340,135,218,111.001,143.124
OG0014341,249.009,127,99,111
OG0014342,4,3,9,10
OG0014343,1,0,0,0
OG0014363,8,17,10,31
OG0014366,19,25,50,29
OG0014367,15,30,53,44
OG0014373,2,26,12,6
OG0014375,0.998,4,0,0
OG0014378,73,194,66,73
OG0014381,4,0,0,0
OG0014383,1,0,0,0
OG0014388,1,0,0,0
OG0014396,18,28,65,61
OG0014399,0,0,0,0
OG0014401,30,55,98,57
OG0014403,43.998,14,41,19
OG0014404,185.275,260,117,148.082
OG0014410,225,248,755.01,589.063
OG0014420,0,0,0,0
OG0014426,23,49,101,60
OG0014427,469,40,0,0
OG0014428,527,463,1175.649,851.76
OG0014435,18,43,26,15
OG0014440,20,23,43,3.817
OG0014445,20,28,69,49
OG0014450,1.154,7.494,22.305,9.356
OG0014451,35,42,94,54
OG0014456,12,34.913,53,21
OG0014458,7,16,19,21
OG0014467,28,71,79,81
OG0014471,18,14.747,11,12
OG0014474,135,249,201.981,159
OG0014477,41,16,6,13
OG0014483,3.733,4.808,28.47,21.536
OG0014492,10,14,31,24
OG0014508,2,1,1,1
OG0014511,1262.799,1898.858,1031,1278
OG0014518,14,40,7,18
OG0014530,32,50,90,53
OG0014543,1,0,0,0
OG0014545,2,3,4,0
OG0014557,8,0,0,0
OG0014559,27,35,89,74
OG0014573,7777.42,8264.327,6269.784,6790.211
OG0014576,113,155.629,86,52
OG0014585,0,0,0,0
OG0014589,0,0,0,0
OG0014598,29,46,22,13
OG0014611,1,0,0,0
OG0014625,4,15.61,44.197,20.241
OG0014632,0,0,0,0
OG0014635,5,3,0,0
OG0014640,1,0,0,0
OG0014641,2,10,8,10
OG0014653,0,0,0,0
OG0014658,272,405,256.003,235.877
OG0014663,35,16,22,26
OG0014668,126,210,96,94
OG0014698,50,76,117,75
OG0014701,0,0,0,0
OG0014708,16,17,37,24
OG0014717,71,110,265,164
OG0014723,6,4,7,28
OG0014727,10,13,54,20
OG0014735,40,43,15,28
OG0014736,0,1.954,0,0
OG0014748,265,33,434.383,225.371
OG0014749,25,37,75,37
OG0014756,296,428,167,236
OG0014757,1,0,0,0
OG0014771,96,95,247,236
OG0014774,124,139.919,317,109
OG0014775,457.004,480.021,335,314.103
OG0014776,36,51,97,80
OG0014778,644.252,728,406,538
OG0014783,4,6,15,7
OG0014790,2.545,0,0,0
OG0014802,0,28,2,4
OG0014807,28,34,69,37
OG0014808,20,36,43,28
OG0014812,2,3,2,0
OG0014814,12,17,50,21
OG0014818,3,0,0,0
OG0014824,3,0,0,0
OG0014826,35,258,219,530
OG0014829,161,175,675.559,335
OG0014832,0,15,7,6
OG0014833,1,2,0,0
OG0014835,2,0,0,0
OG0014839,90,138.393,70,46
OG0014847,17,32,19,15
OG0014850,534,392,278.372,431
OG0014853,0,0,0,0
OG0014874,70,104,55,103
OG0014877,57,51,180,132
OG0014883,63.824,88,187,159
OG0014887,7,3,1,4
OG0014891,5,1,0,0
OG0014895,106,130,64,124
OG0014896,193,185,119,123
OG0014897,13,11,36,25
OG0014898,1,0,0,0
OG0014900,49,67,126,78
OG0014905,141,189,89,139
OG0014911,0,0,0,0
OG0014922,15,15,37,29
OG0014923,194,227,163,214
OG0014941,2,0,0,0
OG0014945,11,0,0,0
OG0014951,44,86,184,112
OG0014960,46,63.003,38,50
OG0014967,1,0,0,0
OG0014981,5,112,1,6
OG0014985,8,8,4,8
OG0014993,46,59,27,38
OG0014994,7,50.067,167.194,68
OG0015000,0,0,0,0
OG0015004,31,31.999,16,13
OG0015011,142.004,186,169,212
OG0015013,15,32,19,5
OG0015014,272,269,137,190
OG0015029,15,12,28,20
OG0015039,17,23,55,40
OG0015041,262,317,151,201
OG0015043,8,19,35.013,38
OG0015063,1,0,0,0
OG0015070,11,25,50,31
OG0015074,106,73,52,61
OG0015077,1496.945,1572.975,3797.997,3526
OG0015079,3,0,0,0
OG0015081,38,96.004,70,75
OG0015092,1,0,0,0
OG0015096,9,16,32,28
OG0015097,3,0,0,0
OG0015098,15.536,13.685,35.626,42.18
OG0015102,0,0,0,0
OG0015103,3,7,7,10
OG0015105,139,49,113,61
OG0015110,15,14,22,33
OG0015112,9,15,6,9
OG0015115,190,357.078,146,208.478
OG0015118,14,58,92,51
OG0015119,284,361,205,254
OG0015134,13,19,47,36
OG0015144,3640.865,3378.395,1972.013,2475.028
OG0015145,110,174,96,129
OG0015146,11,24,34,26
OG0015151,3,2,1,4
OG0015152,191.15,303,129,216
OG0015154,27.811,52.084,160.045,90.279
OG0015160,153.99,209,116,161
OG0015169,86,42,35,21
OG0015170,251,315,101,206
OG0015175,114,120,83,65
OG0015178,26.783,8.073,34.111,18.606
OG0015183,2,0,0,0
OG0015184,127,158,53,34
OG0015189,2,8,12,9
OG0015190,48.936,36.8,93.799,80.043
OG0015193,233,215,109.977,123
OG0015197,271,325,211,212
OG0015199,274.721,410,169,245.641
OG0015201,33,56,16,45
OG0015202,7,11,8,13
OG0015203,21,34,70,53
OG0015210,468,33,3,0
OG0015214,32,15,30,32
OG0015215,24.062,40,105,67
OG0015220,4,5,21,17
OG0015224,419,519.074,155,569
OG0015227,28,55,37,82
OG0015229,6,0,0,0
OG0015231,327.526,372,232,221
OG0015233,412.005,596,149,371
OG0015238,33,54,25,24
OG0015241,6,17,15,17
OG0015254,27,45,51,33
OG0015255,0,0,0,0
OG0015261,167,125,99,120
OG0015265,111,261,397,272.914
OG0015269,10,24,29,18
OG0015276,32,46,108,63
OG0015282,82,76,44,59
OG0015283,6,193,193,136
OG0015284,185,94,76,17
OG0015288,251,172,186,184
OG0015297,1199,1419.626,1068.905,1041.058
OG0015303,849,995.253,682.287,666
OG0015310,148,122.333,97,99
OG0015314,318.131,321,96,163
OG0015318,58.859,58.091,200.079,182.088
OG0015321,0,0,0,0
OG0015328,51,83,65,23
OG0015329,38,34,36.101,67
OG0015332,497.887,605,359,541
OG0015334,99,87,30,55
OG0015338,89,98,67,87
OG0015344,871,1146.001,635,888.026
OG0015351,6,4,5,10
OG0015355,22,31,99,54
OG0015364,192,241,146,207
OG0015367,308,225,124,154
OG0015369,328,322,168,236
OG0015371,1,0,0,0
OG0015373,956.471,657.015,447.993,472
OG0015377,59,9,1,0
OG0015381,1010.049,709,572,711
OG0015384,8,0,0,0
OG0015388,43,61,18,40
OG0015391,7,7,14,7
OG0015392,80,87,37.004,57
OG0015400,45,58,22,13
OG0015405,3.816,0,0,0
OG0015406,809,677,334,523
OG0015412,519,696,425,650
OG0015418,6,15,17,20
OG0015419,50,66,65,55
OG0015420,20,34,104,54
OG0015423,483.015,487,326,418
OG0015424,260.153,385,208,264
OG0015427,226,211,150,175
OG0015429,110,152,60,75
OG0015430,210,187,84,139
OG0015432,95,141,67,70
OG0015433,1274.012,774,312,718
OG0015444,137,192,164,151
OG0015445,46,90,41,53
OG0015448,283.001,312,144,243.008
OG0015450,0,9,14,6
OG0015462,48,52,88,45
OG0015463,411,797.86,381,349.999
OG0015466,12,31,6,20
OG0015467,62,56,93,90.001
OG0015469,87,103,63,83
OG0015470,233,184,163,140
OG0015477,44,64,38,42
OG0015483,4.345,0,0,0
OG0015490,738.123,1145,509.984,552.398
OG0015493,13,0,0,0
OG0015496,412,388,267,325
OG0015498,172.743,313,127,86
OG0015499,20,28,47,42
OG0015506,1,4,6,1
OG0015508,168,208,189,243
OG0015509,49,83,63,28
OG0015510,4,8,15,10
OG0015514,2,0,0,0
OG0015517,62,58,40,58
OG0015518,51,29,24,38
OG0015521,10.714,22.329,47.446,42.809
OG0015522,38.906,42.001,135.563,105.861
OG0015526,81,63.013,63,104
OG0015527,1412,1869,863,1175.007
OG0015528,0,1.436,21.348,3.54
OG0015529,68.76,86,42,30
OG0015531,565,931.153,398,673
OG0015544,1220.877,1747.994,963.083,1087.043
OG0015545,199,356,160,336
OG0015546,55,56,156,132
OG0015548,107.152,141,114.987,90
OG0015555,579,742.038,424.467,441
OG0015556,1246.008,1248.876,725.28,1002
OG0015558,178,198,101,222.962
OG0015560,3850.756,3724,1757.004,2338.985
OG0015562,219,189,392.486,412
OG0015563,77,80,38,31
OG0015564,0,0,0,0
OG0015568,9,4.475,10.279,0
OG0015569,538,562.002,335,409
OG0015570,32,21,66,27
OG0015573,22,24,21,25
OG0015574,2,0,0,0
OG0015576,199,317,122,216
OG0015580,17.385,28.185,65.437,26.662
OG0015582,26,64,20,9
OG0015584,317,322,269,265
OG0015586,138,236,95,75
OG0015587,354,462,163,363
OG0015588,420,275,107,220
OG0015589,187,155,142,100
OG0015595,364,327.908,239,303
OG0015597,176,235,94,171
OG0015598,137,108,112,123
OG0015601,47,45,36,26
OG0015605,14,31,20,15
OG0015606,1105.79,989.805,732,874.88
OG0015607,108,83,70,57
OG0015610,640,1075,518,557
OG0015617,880,950.998,592,585
OG0015619,68,170,56,69
OG0015621,52,30,12.344,15
OG0015626,21,7,8,27
OG0015627,160,159,101,97
OG0015628,143,475.176,34,429
OG0015632,54,95,18,7
OG0015633,172,127,51,93
OG0015634,113,100,54,106
OG0015645,697,798.179,405.623,321
OG0015646,16,28,6,34
OG0015648,123,187.922,70,89
OG0015650,3,5,7,10
OG0015655,59,60,73,83
OG0015656,133,140,93,53
OG0015658,1500,885,923.999,1389
OG0015659,120,91,68,98
OG0015661,490,456,195,273.002
OG0015663,13,30,8,7
OG0015671,0,0,0,0
OG0015673,40,83,58,137
OG0015674,210.539,325,112,180
OG0015675,64,65,48,46
OG0015678,155,175,126,191
OG0015681,499,577,407.991,426
OG0015682,111,120,51,72
OG0015683,94,23,12,16
OG0015685,737.362,683,354,375
OG0015691,497.001,470.063,298,262
OG0015692,212,70,25,22
OG0015694,70,102,64,49
OG0015695,48,62,28,36
OG0015697,70,61.649,48.709,59
OG0015698,9,21.848,26,34.469
OG0015699,122,119,71,86
OG0015702,154,232,125,149
OG0015704,8,9,26,13
OG0015705,82,111,66,91
OG0015706,250,278,200,259
OG0015709,155,264,151.001,125
OG0015714,20,131,214,296
OG0015715,89,100,75,43
OG0015724,459,392,260,554
OG0015725,1251.774,1134,640.828,876
OG0015728,28,23,10,8
OG0015729,290.058,449,203.992,267
OG0015732,337,343,195,262
OG0015735,92,96,46,98
OG0015740,46,79,34,43
OG0015748,1581,1706.76,1034.573,1379
OG0015753,1160,1642,956,1064
OG0015756,14,8,2,237
OG0015758,173.764,196.612,419.876,296.868
OG0015766,11,29,2,6
OG0015767,45,107,29,55
OG0015768,7,12,41,22
